,ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_cebp,Intensity_IntegratedIntensityEdge_dapi,Intensity_IntegratedIntensityEdge_gr,Intensity_IntegratedIntensityEdge_h3k4me1,Intensity_IntegratedIntensity_cebp,Intensity_IntegratedIntensity_dapi,Intensity_IntegratedIntensity_gr,Intensity_IntegratedIntensity_h3k4me1,Intensity_LowerQuartileIntensity_cebp,Intensity_LowerQuartileIntensity_dapi,Intensity_LowerQuartileIntensity_gr,Intensity_LowerQuartileIntensity_h3k4me1,Intensity_MADIntensity_cebp,Intensity_MADIntensity_dapi,Intensity_MADIntensity_gr,Intensity_MADIntensity_h3k4me1,Intensity_MassDisplacement_cebp,Intensity_MassDisplacement_dapi,Intensity_MassDisplacement_gr,Intensity_MassDisplacement_h3k4me1,Intensity_MaxIntensityEdge_cebp,Intensity_MaxIntensityEdge_dapi,Intensity_MaxIntensityEdge_gr,Intensity_MaxIntensityEdge_h3k4me1,Intensity_MaxIntensity_cebp,Intensity_MaxIntensity_dapi,Intensity_MaxIntensity_gr,Intensity_MaxIntensity_h3k4me1,Intensity_MeanIntensityEdge_cebp,Intensity_MeanIntensityEdge_dapi,Intensity_MeanIntensityEdge_gr,Intensity_MeanIntensityEdge_h3k4me1,Intensity_MeanIntensity_cebp,Intensity_MeanIntensity_dapi,Intensity_MeanIntensity_gr,Intensity_MeanIntensity_h3k4me1,Intensity_MedianIntensity_cebp,Intensity_MedianIntensity_dapi,Intensity_MedianIntensity_gr,Intensity_MedianIntensity_h3k4me1,Intensity_MinIntensityEdge_cebp,Intensity_MinIntensityEdge_dapi,Intensity_MinIntensityEdge_gr,Intensity_MinIntensityEdge_h3k4me1,Intensity_MinIntensity_cebp,Intensity_MinIntensity_dapi,Intensity_MinIntensity_gr,Intensity_MinIntensity_h3k4me1,Intensity_StdIntensityEdge_cebp,Intensity_StdIntensityEdge_dapi,Intensity_StdIntensityEdge_gr,Intensity_StdIntensityEdge_h3k4me1,Intensity_StdIntensity_cebp,Intensity_StdIntensity_dapi,Intensity_StdIntensity_gr,Intensity_StdIntensity_h3k4me1,Intensity_UpperQuartileIntensity_cebp,Intensity_UpperQuartileIntensity_dapi,Intensity_UpperQuartileIntensity_gr,Intensity_UpperQuartileIntensity_h3k4me1,Location_CenterMassIntensity_X_cebp,Location_CenterMassIntensity_X_dapi,Location_CenterMassIntensity_X_gr,Location_CenterMassIntensity_X_h3k4me1,Location_CenterMassIntensity_Y_cebp,Location_CenterMassIntensity_Y_dapi,Location_CenterMassIntensity_Y_gr,Location_CenterMassIntensity_Y_h3k4me1,Location_CenterMassIntensity_Z_cebp,Location_CenterMassIntensity_Z_dapi,Location_CenterMassIntensity_Z_gr,Location_CenterMassIntensity_Z_h3k4me1,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cebp,Location_MaxIntensity_X_dapi,Location_MaxIntensity_X_gr,Location_MaxIntensity_X_h3k4me1,Location_MaxIntensity_Y_cebp,Location_MaxIntensity_Y_dapi,Location_MaxIntensity_Y_gr,Location_MaxIntensity_Y_h3k4me1,Location_MaxIntensity_Z_cebp,Location_MaxIntensity_Z_dapi,Location_MaxIntensity_Z_gr,Location_MaxIntensity_Z_h3k4me1,Number_Object_Number,pred,day
111,6,20,30912,1574.0,1825.0,1.0,1.0388411488377438,0.6433279156424583,1.0,0.771353711790393,0.834105044921577,226.59719537203816,228.17756243767704,85.14693182963201,31.51451756503391,28.0178514522438,171.30263395462362,173.48071623031197,-9.215388574475305,682.4299999999972,0.9806639912440716,0.7559470048372869,0.032739612416240835,0.15945926200950067,0.07622474455616746,0.0070339649364867364,0.005096435516423314,0.0585376164655904,0.005536309890555316,0.010305011980051907,0.016799822206134744,0.00863779400250517,0.002681623808012547,0.0028111982989290013,0.023116538476884392,0.01449715930793721,0.002860189598926548,0.0031059857264463995,0.0016482662747527065,0.0035742523077062407,0.0014669173170899822,0.005687706865766432,0.014153164045032413,0.0013620169468542525,0.00689710333511736,0.003860284961824979,0.009302687968405523,0.007097133326077988,0.00454142793937969,0.002093205869810718,0.0008858612094731818,7.535317055415362,39.92040898650885,20.286640813574195,27.95471121743321,647.3328331471421,3494.8460534960027,1709.9263021759687,2304.912141297013,0.01869230158627033,0.09152361005544662,0.048340581357479095,0.06825360655784607,0.002471961081027985,0.020019836723804474,0.0075684748589992515,0.007736325263977052,2.8314619227711435,2.0716231701795933,3.89969587509996,0.998505937266739,0.0240634772926569,0.07479972392320633,0.0632944256067276,0.08299382030963898,0.05627527460455895,0.1909666657447815,0.1102464348077774,0.11627374589443208,0.012991925957612694,0.06882829135604973,0.034976966919955506,0.04819777796109175,0.0209411501406296,0.11305790804528995,0.05531593886438823,0.07456366916721703,0.021362630650401115,0.11480887979269028,0.05601586773991585,0.07664606720209123,0.005859464406967163,0.0643930733203888,0.017853055149316788,0.023163195699453357,0.005844205617904663,0.0641184076666832,0.017730982974171642,0.023163195699453357,0.004314869102302258,0.0015546601297042474,0.011985740503052957,0.018125383044790683,0.005115236121369336,0.025364484140839114,0.013190748737277248,0.014768376716996302,0.02366674318909645,0.13238728046417236,0.0634927898645401,0.08378729224205017,1577.4211386207296,1574.3895392108852,1578.8985361198734,1576.0386522646936,1828.5567987506295,1824.99298772293,1827.8075139993834,1827.2709501029074,0.0,0.0,0.0,0.0,1575.096499741201,1826.940249741201,0,1553.0,1530.0,1606.0,1557.0,1825.0,1800.0,1793.0,1764.0,0.0,0.0,0.0,0.0,20,1.0,-2.0
118,7,5,36273,435.0,316.0,1.0,1.1503150040228862,0.8111827114556072,1.0,0.7831973053504341,0.7782896641744596,280.791010954724,278.30379084734005,80.50465825031495,31.860305020720592,29.0,161.29552853303923,164.2045590391327,82.83388986331983,765.2899999999977,0.9842751509395564,0.5962541351153485,0.020744332530310633,0.185872599992468,0.09970700528459933,0.006454327346977421,0.01482582332925381,0.003922019622114007,0.03004802192065119,0.02731741193719776,0.0037530100316857046,0.0020643918168745576,0.009853188666419809,0.018626497982938226,0.024061525983159658,0.005508758490245559,0.008791315717049948,0.003812741075139946,0.008573426708775164,0.00324786821931569,0.004742560237472761,0.010243005507925982,0.010175861349724159,0.01685309979576537,0.008428025014832523,0.004192532425237257,0.0017864805083684019,0.0009754242329069537,0.004461027846440763,0.004660298422830572,0.0018253862443789238,8.288090400397778,46.26996271312237,17.489631567150354,28.65995274670422,797.9349853559398,3556.306496396661,1385.8195966556668,2856.0701950658117,0.015354391187429428,0.08393988013267517,0.0316929891705513,0.06471351534128189,0.005188066512346268,0.012222476303577423,0.0061646439135074615,0.014267183840274809,7.101273547945112,0.9097087094851252,5.070555976542616,2.008980673050479,0.030594339594244964,0.07469291239976883,0.045151446014642715,0.0802166759967804,0.08090333640575409,0.17857633531093595,0.0947280079126358,0.13745327293872833,0.012482063856020749,0.06968367878482283,0.026339806577033668,0.04316257943780756,0.0219980422175155,0.09804280033073252,0.03820526553237027,0.078738185291148,0.020187685266137127,0.095551997423172,0.038620583713054664,0.08097963035106659,0.007370107807219027,0.06540016829967499,0.01821927167475224,0.022934310138225555,0.007324330508708955,0.06540016829967499,0.01756313443183899,0.022934310138225555,0.004514928059090079,0.0016229173902654467,0.005678232958866447,0.013704283833028413,0.009623982571116704,0.018762855701676583,0.008710339604553835,0.020225467200342587,0.025986114516854286,0.10858319699764253,0.043961241841316216,0.0939650535583496,430.86328912137344,432.9760325889376,432.2541194664768,433.38321194341864,297.5442603633739,303.56315193548636,299.186437611423,302.0552035842928,0.0,0.0,0.0,0.0,433.7573953078047,304.0290298569184,0,398.0,424.0,400.0,428.0,388.0,291.0,316.0,360.0,0.0,0.0,0.0,0.0,5,1.0,-2.0
125,7,12,38419,398.0,888.0,1.0,1.066702797635404,0.7142553313086042,1.0,0.7601701622477246,0.7807400625639794,264.110863194084,265.36955364170916,89.26925562588724,34.08981934239421,30.463092423455638,183.06933849093213,184.84728968962182,-80.69020806149298,786.3659999999973,0.9757454157565904,0.6945945611407216,0.0047670259848831935,0.17990472414609687,0.08813242538016569,0.004388523200418373,0.0051319186022039595,0.042880944032989116,0.008051306115306448,0.015472054152927722,0.0033628276175503213,0.0020871981107486487,0.0035752801176709907,0.013407244182638,0.03239458996944329,0.013866100942977948,0.0042189812081800185,0.0017725348115215183,0.0005569032779685341,0.0006323629640547434,0.0014392125143203164,0.0037648381195927697,0.007796967268926236,0.009076329230227888,0.007405275787180266,0.0030880101026091672,0.0019703713280995352,0.00011295251105587832,0.0009075884229697172,0.0019850222562398877,0.0014123231924298046,9.139711687341332,46.81913483142853,16.281879983842373,28.497764626517892,963.5972424377687,3806.476985178888,1208.6945947278289,2950.2583074066793,0.018356602638959885,0.08201342821121216,0.02697795070707798,0.06186007335782051,0.005142290145158768,0.014236666262149809,0.004135195165872574,0.015106432139873503,2.445487570044688,0.6973269277860642,2.4464499722338298,3.7218601612063744,0.034088656306266785,0.07440298795700072,0.04959182068705559,0.07551690191030502,0.0946364551782608,0.1900816410779953,0.095643550157547,0.14012359082698822,0.013600761439496031,0.0696713315943877,0.02422898807119401,0.0424073878370802,0.0250812681859957,0.0990779818625911,0.031460855168740184,0.07679164755476922,0.022934310138225555,0.0941481664776802,0.030716411769390106,0.07734797894954681,0.008377202786505222,0.06495765596628189,0.0156252384185791,0.024902723729610443,0.00747692072764039,0.06495765596628189,0.0156252384185791,0.024902723729610443,0.004141949226721675,0.0015311162530636272,0.005016838945204872,0.011979954799451121,0.010378545170731392,0.02250026678604073,0.006424101397817194,0.02016187415430282,0.02900740131735802,0.1110551580786705,0.035355154424905784,0.09207294136285782,391.53160097828896,394.2690869195257,392.46518641805017,394.5373267629911,900.644149960906,901.5402004717502,899.7239863537583,898.248798533338,0.0,0.0,0.0,0.0,393.6513183581041,901.8636612092973,0,372.0,403.0,392.0,371.0,854.0,851.0,885.0,853.0,0.0,0.0,0.0,0.0,12,1.0,-2.0
128,7,15,43777,1517.0,1122.0,1.0,1.0708253469301487,0.7069501050744561,1.0,0.716457726424667,0.7259493754814424,281.4844534124845,285.0140347421509,96.74709297958259,35.81189352915659,32.0,201.70018278617655,199.08365792668658,23.44235784348698,870.5119999999966,0.9640706035213668,0.6861571965810843,0.043335775237688084,0.17652616283083394,0.08266014945752917,0.01443883513855514,0.00878404179254956,0.03986654975146421,0.010574383293782649,0.018137347819091067,0.018284863289238448,0.014294053154809055,0.006477331931186873,0.008011225108228505,0.025199512065081427,0.010253151003047377,0.006985774244690861,0.008035457152355577,0.005626179838454087,0.005314311343022847,0.0017395972428996998,0.002558772682446113,0.007744318529808738,0.009728101292358144,0.005819498009369199,0.0035212030463787672,0.009076904661617305,0.006441968152329838,0.007944851471078608,0.001144185648886369,0.0018066572424959696,10.442481195088478,51.34489979594946,19.23015189357102,39.3862516861409,1015.5278754229657,4209.348641321063,1633.174186651595,3776.7360850442205,0.017700465396046642,0.08125428855419159,0.0314946211874485,0.07399100065231322,0.004150453954935074,0.011627376079559326,0.005050737410783768,0.01278705894947052,3.470973854178978,2.347319603503625,0.5296209891498141,1.0545028929741462,0.04121461883187294,0.07457084208726883,0.041107803583145135,0.10257114470005037,0.07458610087633133,0.20323491096496585,0.1271686851978302,0.16333256661891934,0.014130556420958697,0.06947889011630509,0.026021856418905302,0.0532966869907184,0.02319774939861036,0.0961543422646838,0.03730667214865329,0.0862721539859794,0.021698329597711563,0.09132524579763412,0.03678950294852257,0.08761730045080185,0.007782101165503263,0.06494239717721939,0.014908064156770706,0.02278172038495541,0.007782101165503263,0.0646829903125763,0.014801251702010632,0.02278172038495541,0.004898503012395793,0.0015335109927447953,0.005116308217292671,0.018224824398004564,0.008603968687496391,0.021912627766495642,0.008587586399470867,0.01947217919231808,0.026031890884041783,0.10522621870040894,0.04165713116526604,0.09965667128562927,1546.871434615789,1542.0014609516659,1544.0499885343106,1543.0756697926986,1135.5009017465536,1134.792230622089,1134.0826828449021,1133.0422699427145,0.0,0.0,0.0,0.0,1543.9967106014576,1133.5557484523836,0,1515.0,1530.0,1450.0,1504.0,1132.0,1154.0,1173.0,1170.0,0.0,0.0,0.0,0.0,15,1.0,-2.0
131,7,18,38334,164.0,1505.0,1.0,1.1003537222157591,0.7599399098693833,1.0,0.7508961626608686,0.6939610490771241,274.21482459144687,276.2191159206763,85.09406559801924,32.296240643821804,28.861739379323627,178.81934733381541,178.23780788770569,83.53580183802303,833.1619999999971,0.9528591491530058,0.6397153847186353,0.0037886246562539774,0.18936640294732326,0.09144000511917648,0.0016318978452506301,0.0021791233538024555,0.024728478175945225,0.02057971017237576,0.02164439959909941,0.0012688710513135998,0.0042390279924681105,0.0003356820181291765,0.019745373996805208,0.029915334635585506,0.009589009055181076,0.006828022576772489,0.0028487102505881877,0.0018078124081062493,0.002906902283263233,0.00265141432578574,0.002188818401793645,0.002222870391944555,0.017582790348367017,0.003550439049490397,0.0014744781717554065,0.0027899332302683552,0.001782707964616779,0.002299424558072711,0.00454811818869221,0.000727263640843014,13.382085983641446,49.50275438278914,24.39366758242249,46.05404757522047,1024.5662357853726,3550.6757191121583,1681.4756431858987,3464.6090065427125,0.020531013607978817,0.08110170066356659,0.03793392702937126,0.0792248398065567,0.005233844742178917,0.010254062712192535,0.005813688039779663,0.01266498863697052,3.33259790338053,1.549527570363603,1.9122476603936767,3.759307821279413,0.04953078553080559,0.07450980693101883,0.060776684433221824,0.11209277808666228,0.0794232115149498,0.1411459594964981,0.10734722018241882,0.14044404029846191,0.018795064583766074,0.06952634042526562,0.03426076907643609,0.06468265108879279,0.026727350023096275,0.09262471224271293,0.043863819147125234,0.09037953270054554,0.02540627121925354,0.09289692342281343,0.043671321123838425,0.093232624232769,0.009140154346823692,0.0638742670416832,0.019439993426203728,0.029678797349333763,0.008926527574658394,0.0638742670416832,0.01890592835843563,0.029678797349333763,0.008053368083566185,0.0015396718118105,0.008083203179508603,0.02407909784906417,0.009336110277710074,0.014021124177011662,0.009067089349998978,0.0201427573437381,0.031113145872950557,0.10206759721040726,0.04956130310893059,0.10510414093732834,157.1146037533465,160.92631603776408,158.59786980021985,157.55805028059137,1477.0055693533768,1475.628435347695,1476.6098722569525,1474.694675989946,0.0,0.0,0.0,0.0,160.4458183335942,1477.1015808420725,0,119.0,194.0,133.0,135.0,1371.0,1499.0,1459.0,1427.0,0.0,0.0,0.0,0.0,18,1.0,-2.0
132,7,19,46337,628.0,1581.0,1.0,1.0941994780045134,0.7570055183137328,1.0,0.7659767910867193,0.8200634382560699,300.15888778142124,298.71893143890287,98.08159868191385,37.34487928674701,33.734255586866,197.82049996769518,196.12636342918015,79.30354125561048,842.645999999997,0.9860824413185504,0.6610171756574977,0.021206435441757716,0.18155293072599604,0.0957476445307018,0.0028486614348528045,0.012045170486140887,0.025514414872874917,0.012659997648151436,0.024133821738214024,0.00746851169370935,0.007408745754705939,0.003874288545532019,0.019957454359970025,0.029404554211608317,0.011553761871455324,0.007708613152847642,0.0009379256580897213,0.005936132057569801,0.00511510480299165,0.001118275299590614,0.0018209629302688368,0.0012825127633861494,0.01174175535858932,0.008616536139774202,0.002562195033621332,0.003146031120166441,0.004025527473043525,0.004588930962719307,0.004562521631969075,0.00037509913467285804,11.392294253222644,50.58265057206154,21.968856427818537,31.814114719629288,1553.025273793377,4938.481182180345,2206.9388007540256,3895.064596857876,0.02534523606300354,0.09138628095388412,0.03984130546450615,0.06906232982873918,0.007248036563396455,0.013717859983444214,0.007705807685852052,0.015426874160766603,5.132390130887766,1.132810227030948,4.209456914225226,6.137899380352964,0.03642328456044197,0.07759212702512741,0.04998855665326119,0.08651865273714067,0.10830853879451753,0.2384222149848938,0.10751506686210632,0.1580529510974884,0.015756976837099094,0.0699621722988403,0.030385693537784975,0.044002924923415336,0.03351587875333701,0.10657749060535522,0.047628003555560905,0.08405949018835651,0.03318837285041809,0.10550087690353394,0.0473182275891304,0.08680857717990875,0.01071183383464813,0.06471351534128189,0.02088960073888302,0.026596475392580032,0.01040665339678526,0.06471351534128189,0.02088960073888302,0.026596475392580032,0.0040086418073470905,0.0016901239585330981,0.00567509669432992,0.01454511755740773,0.01180713987645497,0.021601790670208558,0.011421836315546916,0.021838759403072915,0.04005493223667145,0.11888303607702255,0.05531395599246025,0.10064850747585297,623.5082708517149,624.9679030083333,624.2027184796757,623.5556495477372,1562.0166807154417,1555.9238817743585,1561.205169306766,1563.055100685919,0.0,0.0,0.0,0.0,624.7052031853593,1557.0258109070505,0,605.0,625.0,651.0,602.0,1647.0,1523.0,1590.0,1650.0,0.0,0.0,0.0,0.0,19,1.0,-2.0
133,7,20,30229,1084.0,1609.0,1.0,1.0716507065122296,0.7224004921060942,1.0,0.7262222222222222,0.8477441932755877,235.75687269760414,231.5728826957077,80.05623023850173,30.794164459701772,27.73084924772409,160.62081869684243,163.01995855366977,-62.02141495437353,669.3979999999974,0.9886188965562348,0.7155946278326568,0.020943486460677698,0.16562034129655134,0.09710618437248156,0.005335862889100931,0.00785457764594343,0.03636489478675016,0.0022630753718482,0.018597367428809942,0.005178908812594636,0.00788361871554187,0.004800289161316294,0.015314870705079309,0.027553535105334655,0.01754929340586131,0.003377360669906682,0.002730981988225244,0.004540913039868578,0.0045718176098695435,0.002986574945137441,0.0036689819730450096,0.007379065268561869,0.004387882587167635,0.008882961587495096,0.0010886083872119695,0.002260529939424844,0.003232007840456001,0.005731287805647695,0.0022806169687830807,0.001369387446242747,7.999435478821398,39.409231714904315,14.187029853463173,18.552559742704037,1062.4785569356754,3361.241339892149,1448.3971495386213,2533.6754280999303,0.02670328877866268,0.0945296436548233,0.03997863829135895,0.07061875611543655,0.007339589297771455,0.015014879405498503,0.008285649120807648,0.01461814343929291,4.6144679594271905,0.8178318356830743,2.511404002667279,2.6419393234165534,0.022964827716350555,0.07675287872552873,0.04113832488656044,0.05761806666851044,0.10308995097875596,0.19888609647750852,0.1268635094165802,0.14863812923431394,0.014233870958756934,0.07012318810481194,0.025243825362034115,0.03301167214004277,0.03514765810763424,0.11119260775719174,0.047914160228212016,0.08381605174170267,0.03485160693526268,0.1106584295630455,0.0476081483066082,0.08709849417209625,0.009018082171678543,0.06247043609619141,0.01742580346763134,0.021026931703090668,0.009018082171678543,0.06247043609619141,0.01739528588950634,0.021026931703090668,0.0030299639381542844,0.002042622912541591,0.004799348772226644,0.00776669476412721,0.013296312506286549,0.0223673438304199,0.013051974015235598,0.0233949314935331,0.04162661358714104,0.12471198290586473,0.05645838007330895,0.10048066079616548,1077.221856399243,1075.380924081927,1076.834417358291,1077.15269330755,1627.916391737107,1623.0037887681742,1625.8400602263032,1625.8573458715368,0.0,0.0,0.0,0.0,1076.0671209765458,1623.4487412749347,0,1112.0,1027.0,1027.0,1114.0,1640.0,1688.0,1656.0,1644.0,0.0,0.0,0.0,0.0,20,1.0,-2.0
138,8,2,36360,662.0,122.0,1.0,1.0819774947293566,0.7343828309033663,1.0,0.7872004156833878,0.7707614287727779,261.34107241080443,263.0931394012394,86.97700845625812,34.60947743052719,32.280024783137954,174.24149907527766,177.38145935531162,73.30945372249711,769.9399999999974,0.9820656871218664,0.6687900404379932,0.04718048986693975,0.17820760075063702,0.08603017279206032,0.00982690166961642,0.021898817878933784,0.02912159950981937,0.013064551548187659,0.014676278187817197,0.01804121321694926,0.005384075620498165,0.006494283443972852,0.014577746324163646,0.027043956297718767,0.00749065561440034,0.01124700779726616,0.004572628699264782,0.01353599244105202,0.00781005877091439,0.006371085014153954,0.001714531422124757,0.0029513072340362143,0.007671586616566097,0.0041505679362884434,0.007048601375395675,0.00678261350494503,0.006596450856834357,0.001268470331628291,0.007025039723493107,0.004121017012528869,7.180163335520773,35.55390258878469,10.750164094381034,18.1792783215642,1043.4983638147824,3115.2289037555456,1026.6242962954566,2409.200262930244,0.02072175219655037,0.07238879799842833,0.02365148440003395,0.054398413747549064,0.006668193265795708,0.01077287644147873,0.0043793395161628714,0.012314032763242722,4.34595218036017,1.4924655827742292,3.284553500132433,2.666180421214337,0.04243534058332443,0.06707865744829178,0.03994812071323395,0.0635843425989151,0.09156939387321472,0.16102845966815948,0.06749065220355988,0.12367437034845352,0.01250899535805013,0.061940596844572635,0.018728508875228284,0.03167121658809094,0.028699074912397763,0.08567736258953645,0.028234991647289782,0.0662596331939011,0.02755779400467873,0.08128480613231659,0.027725642547011372,0.06720073521137238,0.007171740289777517,0.05708400160074234,0.013000686652958391,0.017975127324461937,0.007171740289777517,0.05708400160074234,0.012832837179303171,0.017975127324461937,0.005345811270114177,0.001565437193848493,0.004399969460747471,0.012054092372551723,0.01202258322509242,0.01798627803649617,0.00666740986397279,0.018630700038847002,0.034088656306266785,0.0948805958032608,0.032486457377672195,0.0791180282831192,659.1609544013166,661.1884658199361,660.2041790281822,659.7880288466886,113.36486844924549,118.66188350711741,114.06036453692495,114.94712602587325,0.0,0.0,0.0,0.0,661.2586083608361,117.17106710671068,0,646.0,629.0,627.0,640.0,120.0,64.0,102.0,176.0,0.0,0.0,0.0,0.0,2,1.0,-2.0
139,8,3,75266,1531.0,209.0,1.0,1.0162062558202378,0.5346500993129715,1.0,0.75488691640339,0.821852424864175,336.3419581166822,347.224711102191,140.11780757633915,49.898390644537756,44.01136216933078,287.8153596157947,284.2336858721729,-0.5945317935015658,1072.7719999999956,0.9820399908666864,0.7948546226022208,0.03828948889262253,0.1491327998039023,0.05396892354488937,0.016215319874395378,0.007470874181913012,0.07073721694512261,0.015031194058667768,0.012118908761493873,0.0074121131178489326,0.008067607948801946,0.0051967831625750185,0.010595989894640542,0.010414650581826872,0.008747108542517958,0.0060336639772756405,0.010988365253545986,0.007662961150202281,0.0011522229192985384,0.00270186872911474,0.012411638458829024,0.013902691033155608,0.00509460090220597,0.0036057882364803687,0.004716161251043322,0.006637664062444093,0.005074072566730857,0.003834018697562782,0.002473290471656178,0.0029193025613327896,12.894239821471276,55.67713438719511,20.66276046354324,32.542031075805426,2260.8974524904042,7954.3437599279,2781.594423306174,6046.820744484663,0.023071641102433205,0.08653391152620317,0.0315251387655735,0.07026779651641846,0.0061036087572574615,0.01791408658027649,0.005264364182949065,0.012512393295764923,7.543619914087269,1.577265891417548,5.163488852697885,6.615767412153965,0.0470435656607151,0.06808575242757797,0.06811627745628357,0.08287174999713898,0.09787136316299437,0.1896086037158966,0.10380712896585463,0.15252918004989624,0.0143110319883144,0.06179482173939524,0.022933141468971404,0.03611768154917362,0.030038761891031864,0.10568309409199238,0.03695685200895723,0.08033933973486918,0.029175249859690663,0.10716410726308824,0.03749141842126846,0.08439765125513078,0.007537956815212966,0.056763563305139535,0.01454184763133526,0.01890592835843563,0.00726329442113638,0.056763563305139535,0.014465552754700184,0.01890592835843563,0.006164595240424787,0.0016205490849931442,0.0059795639242159245,0.016515860228409958,0.012339980818642056,0.02418484220487337,0.008887182187351784,0.023082963009676792,0.035278860479593284,0.12300297617912292,0.042069122195243835,0.0957198441028595,1540.7537206326954,1535.895701515615,1540.174959294778,1540.9671421860294,204.01111861449345,211.3933272077607,206.8670693292567,205.5196046552983,0.0,0.0,0.0,0.0,1535.9368107777746,209.81659713549283,0,1573.0,1547.0,1558.0,1583.0,240.0,196.0,250.0,193.0,0.0,0.0,0.0,0.0,3,1.0,-2.0
140,8,4,48374,956.0,287.0,1.0,1.0401153493105602,0.6368379468477305,1.0,0.7475044039929536,0.8506015030796131,282.8707287965911,285.07016680108774,108.70602559196064,39.41945070201671,35.128336140500586,219.52399313433563,218.0926769059013,38.16721361262447,845.3719999999968,0.9851937842406464,0.7577892934255671,0.08205718002425633,0.14273754074768347,0.0673757161361705,0.0026573447021639236,0.006722928358515707,0.0429699379035802,0.0045245251236174676,0.0217802445656363,0.032973733125064415,0.013832458932100208,0.0040586222479755615,0.007428367177313285,0.011230479259138495,0.00872454715960758,0.00800875002988585,0.012683045208481876,0.0015727304113725838,0.006005156977866821,0.0017424149460550553,0.007930386748601739,0.003944277179604049,0.006472786659173213,0.007756479824586025,0.002436313158392049,0.007870882983425363,0.008839318467998309,0.0042801057994971345,0.0022968915660683863,0.0002385226321058696,8.899961926043034,44.55713751167059,15.630777527578175,28.96993980742991,1295.4541899217293,4086.806809674949,1670.9185220096258,3798.4612540137023,0.017914092168211937,0.07548638433218002,0.02861066535115242,0.061387043446302414,0.0060578323900699615,0.007766842842102052,0.005844205617904663,0.016189824789762497,12.978854577879186,2.589198108485697,5.009958658459016,10.118149066782664,0.02551308460533619,0.06912337243556976,0.03683527931571007,0.08087281882762909,0.12210269272327424,0.1570305973291397,0.13376058638095856,0.16676585376262665,0.012343913905746231,0.061799081153495965,0.02167930308956751,0.04018022164692082,0.026779968369821168,0.0844835409450314,0.03454166539896693,0.0785227860837165,0.022827496752142903,0.08375677466392517,0.03392080590128898,0.07602044939994812,0.008117799647152424,0.05758754909038544,0.013092241249978542,0.02366674318909645,0.008117799647152424,0.05758754909038544,0.013092241249978542,0.02366674318909645,0.002526435306882482,0.0015330740622210462,0.004585261278156145,0.011937803070099859,0.014223345894575603,0.013339772514636595,0.008765034843007464,0.02440413440970404,0.0313420295715332,0.09098954498767853,0.04028381779789925,0.0947737842798233,950.2146888935582,960.5318185350459,958.6393164672277,953.1081967253784,283.79673188023133,286.00059776117536,283.20392776361666,283.7992122490574,0.0,0.0,0.0,0.0,963.077541654608,285.5281142762641,0,894.0,916.0,920.0,872.0,311.0,272.0,290.0,270.0,0.0,0.0,0.0,0.0,4,1.0,-2.0
