,label,area,centroid-0,centroid-1,day,cebp_integrated,gr_integrated,vdr_integrated
1,2,55783,614,1073,0.0,154251566,202939923,159296101
2,3,41593,668,467,0.0,132027268,264406940,117311090
3,4,37114,755,853,0.0,114922998,294361453,105769811
4,5,95631,1199,1555,0.0,296032369,655432556,250888738
5,6,34761,1419,823,0.0,140111803,213728162,121334099
6,7,42673,1558,1545,0.0,122420144,293339448,110707548
7,8,33841,1828,1270,0.0,125653860,168383706,106108737
8,9,40892,1937,594,0.0,136261394,163813207,112097117
0,1,42056,100,734,0.0,121055800,249423336,95625490
1,2,41514,317,756,0.0,130527150,216812118,96994916
2,3,42997,382,1567,0.0,156592833,101191609,100197941
3,4,61473,439,1029,0.0,192298731,383375398,144984393
4,5,42192,708,994,0.0,155808847,157930490,113415771
5,6,40141,846,1252,0.0,115022653,184375994,90450724
6,7,46703,1081,474,0.0,178058559,204367664,121355482
7,8,46245,1384,846,0.0,157778524,177535297,111622046
8,9,55252,1623,1850,0.0,151934190,371282004,124955721
9,10,54198,1699,1181,0.0,159523514,347019987,134583200
10,11,75012,1878,335,0.0,263194220,570227431,194188869
11,12,32577,1960,93,0.0,102310304,183093282,78651753
0,1,45235,376,1217,0.0,141294596,258007775,116243961
1,2,36407,374,731,0.0,146127288,186679843,105466455
2,3,40107,444,304,0.0,132293647,250306780,96652048
3,4,32502,804,316,0.0,117135275,141774769,84750936
4,5,46307,995,900,0.0,141923421,165900673,109567921
5,6,42056,1289,1505,0.0,150109736,217088162,111911441
6,7,41219,1423,1256,0.0,144860498,301052966,110886098
7,8,42657,1432,1750,0.0,123740357,223464291,101915599
8,9,45346,1523,271,0.0,170395721,329375266,121922978
9,10,32937,1614,520,0.0,104375484,135739670,79500065
10,11,49993,1719,88,0.0,136742469,227426341,108612076
11,12,31969,1810,1959,0.0,121382114,108983294,90278214
12,13,31348,1824,1196,0.0,101508311,127000994,79126200
0,1,38556,174,321,0.0,117579965,103733718,103549310
1,2,45067,553,750,0.0,161854732,182342257,134352176
2,3,39214,820,1278,0.0,126803649,213598556,119590784
3,4,96622,1009,717,0.0,267566873,308205381,278685319
4,5,33141,1456,1993,0.0,92566168,155395443,86875783
5,6,95060,1675,1292,0.0,292834632,499215635,249561094
6,7,47904,1728,380,0.0,124466604,208228449,116320298
0,1,35222,287,813,0.0,134382792,57991862,75350302
1,2,76975,427,1188,0.0,264267883,313764305,196306392
2,3,37985,418,568,0.0,134849147,91968582,87603223
3,4,36167,640,92,0.0,129707957,259206123,86743517
4,5,29764,721,1006,0.0,148121850,155834793,80753518
5,6,40922,792,677,0.0,177131602,407114856,109546960
6,7,30154,896,389,0.0,178858033,202223918,93947121
7,8,77126,1418,1196,0.0,288904430,630938949,186679740
8,9,46552,1466,1751,0.0,145252488,200839596,112851496
9,10,38663,1682,1818,0.0,168674857,145287595,88841015
10,11,36913,1839,194,0.0,175104657,261515367,109700928
0,1,37538,140,1041,0.083,227927386,263747911,94154547
1,2,31660,314,115,0.083,202774312,268520681,93601667
2,3,45012,766,1455,0.083,266409235,685643632,118676610
3,4,34334,864,308,0.083,267983863,365850476,105928164
4,5,86981,1007,640,0.083,576372215,1599712336,232065006
5,6,39488,1091,1179,0.083,272474992,439473058,111045756
6,7,37404,1484,1450,0.083,250278215,309773239,108374664
7,8,34420,1645,1173,0.083,192253984,262167401,87991558
8,9,32046,1689,1972,0.083,198834323,244019055,87423813
9,10,32465,1738,850,0.083,211741587,274965260,89910173
10,11,48344,1808,136,0.083,288961662,507073010,154255888
11,12,36634,1857,487,0.083,264245167,314860221,119871279
12,13,35464,1935,1928,0.083,201317004,353357756,93974274
0,1,57055,119,1600,0.083,546898324,623792807,362767631
1,2,41343,196,601,0.083,263711875,463122336,170264414
2,3,72067,359,1389,0.083,507732449,1096317208,326714590
3,4,37468,482,125,0.083,225670143,408093399,119526547
4,5,54476,673,834,0.083,269967162,570485032,166276500
5,6,37827,789,1944,0.083,205030463,314705034,126100534
6,7,47982,1002,1715,0.083,260600427,544819987,159072916
7,8,45158,1132,1064,0.083,284285502,598459116,157862131
8,9,25445,1230,59,0.083,139185613,200928443,73359138
9,10,28091,1253,1971,0.083,163834795,216686947,89595514
10,11,45614,1533,1400,0.083,251809809,365946577,144875228
11,12,47862,1586,109,0.083,248450763,476353537,142077899
12,13,37227,1713,1793,0.083,213074807,253234785,113494879
13,14,36624,1849,459,0.083,231587065,323765260,120721019
14,15,30624,1886,867,0.083,192292039,261381664,107256852
15,16,55707,1947,205,0.083,332853372,481092175,177662594
0,1,67087,110,143,0.083,557403927,1405609953,358481098
1,2,33304,171,987,0.083,217727773,331705811,123887964
2,3,28274,462,1842,0.083,184613207,365402161,110915586
3,4,46765,611,862,0.083,268214777,510894036,152837895
4,5,31608,644,1450,0.083,200064531,396737824,114082649
5,6,36935,769,283,0.083,236149730,467132743,123715179
6,7,32164,999,271,0.083,242660517,448580093,122984071
7,8,41378,1027,1518,0.083,216904167,628734446,144951721
8,9,44264,1067,1959,0.083,235254571,523538600,160423626
9,10,48841,1325,1439,0.083,304106648,483778497,169738500
10,11,40850,1328,638,0.083,264274141,627383099,145337630
11,12,27304,1386,1925,0.083,198352660,176885293,106523963
12,13,57241,1696,1730,0.083,389134952,470467339,199404233
13,14,74016,1898,1062,0.083,453362380,1022021903,266434909
0,1,16771,159,1121,0.083,75248427,60988522,52660599
1,2,42955,213,147,0.083,257694858,469537553,163241480
2,3,42603,321,400,0.083,281329289,509348543,167529616
3,4,32652,318,1650,0.083,214109609,340506336,125804892
4,5,30216,408,1113,0.083,182387811,259636269,107479142
5,6,35795,547,1374,0.083,231140800,307597053,144933487
6,7,48239,716,1934,0.083,278435185,502058162,149302595
7,8,34783,708,1239,0.083,218892647,457615334,123867854
8,9,34900,823,949,0.083,229862072,378056194,124010693
9,10,37415,968,484,0.083,276820166,345067492,140649835
10,11,43291,1146,1630,0.083,265688280,644759840,158196575
11,12,38213,1784,1812,0.083,230179391,535719521,130754572
0,1,43422,116,260,0.083,234902424,342311691,139803996
1,2,36697,94,1812,0.083,195396318,436533382,128379097
2,3,30777,370,400,0.083,224486075,291218428,129509573
3,4,29867,472,703,0.083,202598120,269072156,117860827
4,5,28805,480,1557,0.083,172473760,232369918,102104530
5,6,36834,515,1120,0.083,224552060,323419638,134915384
6,7,36647,755,958,0.083,223494411,432613756,142883969
7,8,30291,817,77,0.083,206016082,263835198,118742432
8,9,23747,1164,54,0.083,144682829,235166257,94542213
9,10,50807,1423,699,0.083,299055028,686706361,192618896
10,11,40892,1381,1051,0.083,267617980,536452256,162480238
11,12,32860,1388,1521,0.083,241290377,301988050,125220430
12,13,34586,1533,1291,0.083,240823980,380313736,128139721
13,14,16680,1703,339,0.083,61181944,57676546,49771649
14,15,39272,1867,899,0.083,245101525,412868960,140367433
0,1,44803,226,1367,0.083,263996928,363415750,137193561
1,2,37440,377,1865,0.083,220912383,576658321,124943801
2,3,40951,395,993,0.083,243401310,481172855,142389546
3,4,40472,495,229,0.083,185597110,278218888,104090205
4,5,50499,667,972,0.083,285013089,593145680,155020319
5,6,34635,636,616,0.083,184601497,286833128,107821150
6,7,109375,767,1797,0.083,699207408,776490738,297200248
7,8,57767,1035,634,0.083,333513275,495557375,148311705
8,9,40986,1153,1795,0.083,250616902,408241602,134669853
9,10,64057,1283,1333,0.083,389710122,861077841,203862101
10,11,35355,1240,1575,0.083,226149744,641636861,122263176
11,12,73877,1613,670,0.083,448631833,767358995,198112545
12,13,41579,1585,326,0.083,260915239,320206959,108693485
13,14,35397,1684,1364,0.083,221943345,331717776,117150309
14,15,36848,1780,1128,0.083,255850566,284667926,127427029
0,1,31709,70,1540,0.083,152011375,206082230,96361442
1,2,37237,156,419,0.083,230164024,447499624,135963987
2,3,38443,366,1686,0.083,207717641,403713822,119391497
3,4,36112,396,1971,0.083,202960577,368728390,122874013
4,5,38774,502,1369,0.083,218716844,556640200,131504868
5,6,36328,523,497,0.083,290020134,464049588,150436469
6,7,38658,552,935,0.083,252723786,444445103,139523618
7,8,64081,843,384,0.083,435255059,828293219,239884478
8,9,53881,849,1840,0.083,278229652,965833642,153675681
9,10,43010,934,1413,0.083,258546198,622678606,143243850
10,11,27104,1049,1656,0.083,163442798,180600341,88922761
11,12,44185,1154,506,0.083,315082236,407318908,155879105
12,13,41101,1596,743,0.083,262671889,330493598,132964472
13,14,20465,1654,1993,0.083,122794213,144191536,63057374
14,15,40964,1795,793,0.083,261445093,599742278,154197664
15,16,32438,1845,1152,0.083,217144188,447742205,119318726
16,17,26566,1953,213,0.083,247355203,251513187,131433462
17,18,22606,1984,1732,0.083,135719173,146494664,71314094
0,1,59348,110,1389,0.083,357973906,536094618,109555792
1,2,28614,258,1871,0.083,198114041,167031650,73821551
2,3,81394,440,1525,0.083,483146114,1101822293,185465205
3,4,40516,471,1151,0.083,267626508,370964219,90635769
4,5,32619,706,386,0.083,217373395,623211209,95635401
5,6,48937,1140,932,0.083,268478893,601833244,106969951
6,7,60578,1351,1416,0.083,343417738,840663066,138296511
7,8,16154,1396,612,0.083,56592019,55473635,36843209
8,9,33388,1667,1008,0.083,189161287,386167449,76398526
9,10,35677,1930,374,0.083,229631954,383563079,94263583
0,1,30600,161,810,0.083,194608802,215097866,99514649
1,2,41367,406,795,0.083,187212282,269071606,107163686
2,3,41336,525,1706,0.083,204320181,407917766,112408794
3,4,59140,653,126,0.083,313025491,724724209,172467768
4,5,30216,631,1066,0.083,175443859,249906133,95601139
5,6,34846,730,1542,0.083,226404504,261815560,108212750
6,7,27883,819,1732,0.083,192709188,225260487,85756229
7,8,34694,854,297,0.083,267630242,293940854,109088336
8,9,19838,885,1991,0.083,162258959,169823488,67923457
9,10,44942,1102,365,0.083,296244163,982477497,137987255
10,11,69024,1177,688,0.083,461710238,1200762322,213099676
11,12,19646,1461,1991,0.083,130684000,248398405,58783236
12,13,29158,1471,271,0.083,197281976,203653788,88317105
13,14,37528,1476,812,0.083,254875097,428206419,111645839
14,15,34037,1672,1527,0.083,230531517,260858011,102947406
15,16,31869,1701,1286,0.083,202116307,335342908,88352727
16,17,42515,1868,1643,0.083,264795784,323526399,110499040
17,18,42483,1936,1200,0.083,252250937,677347240,119935044
0,1,30627,143,165,0.083,174601037,253874496,103356122
1,2,32014,186,381,0.083,184337504,270543702,112501224
2,3,31294,254,1092,0.083,183494904,439816252,111129535
3,4,32098,302,1613,0.083,182844389,330982251,108610650
4,5,29229,465,1059,0.083,188150087,346084153,103394002
5,6,25230,670,1987,0.083,144575663,231212613,66484816
6,7,34621,671,569,0.083,235157853,260660257,122438682
7,8,33768,706,1810,0.083,216526372,204408401,106111711
8,9,32008,702,329,0.083,191883896,309957524,102606663
9,10,32699,772,1436,0.083,189218711,369494699,100881904
10,11,44888,871,686,0.083,288870597,353633923,146239907
11,12,64926,997,253,0.083,407993177,1128729646,229566186
12,13,41908,933,1254,0.083,341283960,306358849,139127627
13,14,32548,1194,1619,0.083,200303522,347924316,93543119
14,15,31640,1404,328,0.083,213614831,369390590,114468670
15,16,35823,1488,1608,0.083,267222400,366238757,103353388
16,17,27831,1441,1942,0.083,153936505,510836578,66396113
17,18,30820,1528,51,0.083,151068833,318071379,117901836
18,19,90686,1582,924,0.083,544488852,1062793929,306729236
19,20,94911,1848,1437,0.083,656382252,2056280753,229469346
20,21,36293,1930,906,0.083,226442972,420015851,109324876
0,1,99366,266,1635,0.083,579566257,1966026266,181737836
1,2,38890,412,1157,0.083,277978440,280081180,93933791
2,3,47464,449,684,0.083,242974337,240164858,122614672
3,4,38768,549,147,0.083,208598008,678291500,109211603
4,5,34025,627,1197,0.083,215400209,304755283,76150634
5,6,32266,693,1674,0.083,195813228,291409397,63528517
6,7,34651,839,1932,0.083,190621903,255695882,68774589
7,8,38151,833,1291,0.083,233842880,539577062,85660973
8,9,52578,905,1648,0.083,276227337,537866614,103879714
9,10,32389,1003,609,0.083,246715420,293737050,99965850
10,11,37658,1138,1207,0.083,248411002,363260216,85811015
11,12,38502,1446,1192,0.083,244771252,411349178,91741302
12,13,44182,1581,1727,0.083,230389371,519247435,88556810
13,14,41583,1655,699,0.083,264837439,354778875,97885336
14,15,40466,1824,1173,0.083,223577783,336246332,87450872
15,16,35584,1841,575,0.083,223504944,316757392,82906845
16,17,21908,1982,373,0.083,138350570,212078296,58459995
0,1,99778,269,341,0.083,574290960,1876475154,252687734
1,2,44820,377,1443,0.083,287453597,313305499,123843070
2,3,45659,528,1923,0.083,256066916,847741289,100527898
3,4,33921,663,1114,0.083,203450337,319573857,99509528
4,5,32299,696,381,0.083,196890548,283139290,89682837
5,6,34666,842,637,0.083,202927713,266148593,102312356
6,7,39604,885,1879,0.083,233020482,343999090,88143465
7,8,52413,908,355,0.083,274858898,518074554,150241745
8,9,33066,1000,910,0.083,237741762,267713337,100946539
9,10,38897,1125,1864,0.083,226220879,352548838,88490619
10,11,29806,1463,1238,0.083,209842423,189698201,90028809
11,12,38094,1541,1491,0.083,236047404,346319338,114701820
12,13,44464,1584,433,0.083,232582979,506014713,123074370
13,14,41462,1760,1812,0.083,306623816,421981260,119709402
14,15,29569,1981,1261,0.083,195369016,186367452,85582595
0,1,21494,134,1157,0.083,70577408,59376000,57659519
1,2,90381,348,757,0.083,572726061,1778578135,269501565
2,3,34552,284,1871,0.083,230302055,291004825,83118786
3,4,28087,438,57,0.083,142383772,231510542,85753102
4,5,38229,494,1273,0.083,242151700,392505021,112393372
5,6,29320,524,1725,0.083,197983929,277642757,77626543
6,7,35703,634,1966,0.083,228566660,415026166,97293097
7,8,38216,640,316,0.083,238021927,403215054,127464914
8,9,44543,1073,429,0.083,292301911,324000212,151181234
9,10,50430,1227,921,0.083,301386246,990994462,153332192
10,11,33470,1343,1745,0.083,205250584,402453312,107213621
11,12,32982,1359,101,0.083,177709471,280364314,108173891
12,13,39257,1582,863,0.083,230750121,339304482,117443291
13,14,38341,1821,848,0.083,214602839,329012872,113124603
14,15,30050,1889,1708,0.083,205906122,181262319,99053771
15,16,32759,1954,1923,0.083,201166012,278757910,100069377
0,1,48086,90,283,0.083,256523741,390184657,125338523
1,2,34975,275,591,0.083,231522904,341188936,102574361
2,3,30289,390,894,0.083,241750745,412830953,101103024
3,4,37843,415,327,0.083,248871841,394759513,107017357
4,5,27380,435,1877,0.083,175280017,277575929,83508018
5,6,30455,503,1056,0.083,270603975,391071519,112258152
6,7,32956,828,74,0.083,178547579,399855747,92186127
7,8,49080,917,452,0.083,277901512,936148062,128516971
8,9,38894,908,1164,0.083,261937475,445557276,104114305
9,10,29551,929,1475,0.083,252550979,344482526,97598501
10,11,33511,1098,1614,0.083,226941984,425968894,92772247
11,12,28601,1238,73,0.083,185031879,359928897,83908074
12,13,32489,1238,976,0.083,215490437,334618988,89264810
13,14,42977,1330,1795,0.083,245202671,355651492,110074495
14,15,35718,1360,1466,0.083,250798229,482986415,98953913
15,16,36636,1499,871,0.083,217743265,291126599,111088512
16,17,34901,1547,1149,0.083,256523552,301673937,100378066
17,18,35393,1824,328,0.083,235136751,299230285,112728899
18,19,30563,1831,943,0.083,219678222,194028026,102331486
19,20,34496,1902,1473,0.083,238907241,414127542,107302893
0,1,32774,264,361,0.083,215991205,370256250,117918637
1,2,29363,297,968,0.083,200027041,262252445,107643647
2,3,42820,392,1802,0.083,239771084,281066818,150911222
3,4,29155,592,390,0.083,207569261,261822098,104628325
4,5,30243,592,1046,0.083,203728578,351278064,112640846
5,6,28802,677,1838,0.083,185281497,249567728,107446402
6,7,31348,945,1807,0.083,182710377,197758715,115077635
7,8,34461,1367,595,0.083,226315354,345989070,122875373
8,9,29633,1481,897,0.083,225581167,395244295,112809734
9,10,37184,1507,331,0.083,233224990,379576229,122248111
10,11,26457,1528,1882,0.083,163436244,266658408,93459172
11,12,29549,1595,1061,0.083,241620243,357623726,117340464
12,13,45605,1750,497,0.083,256311149,325284479,140558132
13,14,32357,1920,75,0.083,158931194,353008938,96523462
14,15,30761,1961,440,0.083,153223249,513558897,88767742
15,16,26966,1971,1165,0.083,155702531,266949529,81424361
0,1,42093,205,1369,0.167,183150811,281951984,145323167
1,2,28906,306,65,0.167,146545506,192512275,96841148
2,3,42722,380,796,0.167,206932830,228015550,140109137
3,4,34864,572,512,0.167,219550777,288724924,137842286
4,5,49710,818,906,0.167,296684655,461695892,176917595
5,6,44365,1147,644,0.167,268888961,460026761,163642160
6,7,31814,1171,1211,0.167,224220021,270906711,148663875
7,8,37474,1253,1562,0.167,264894429,289844092,164127773
8,9,33101,1537,1422,0.167,214606168,246002779,140467884
9,10,32240,1594,1195,0.167,198017429,202024005,128786676
10,11,37796,1613,1914,0.167,230613111,268541320,152138119
11,12,38774,1726,185,0.167,228192689,248927677,146519853
12,13,35975,1857,1005,0.167,225231370,264540228,146413989
0,1,39732,104,94,0.167,341817287,236469063,166931925
1,2,43978,205,841,0.167,380524296,295978776,200953799
2,3,55309,417,1377,0.167,376897591,237064309,193066810
3,4,43507,442,1756,0.167,314963559,350186434,197180947
4,5,46501,510,196,0.167,356439267,229039134,207233221
5,6,43368,753,1591,0.167,332037347,333269293,189750087
6,7,38158,802,730,0.167,344929787,235558201,179759083
7,8,46215,995,1819,0.167,375677231,322220807,210256630
8,9,56154,1095,659,0.167,483908649,350033949,243136889
9,10,24136,1226,52,0.167,214294862,213824915,120643450
10,11,35269,1398,262,0.167,335236345,276696640,168642409
11,12,45369,1439,819,0.167,431812522,468894294,250003466
12,13,39047,1551,1289,0.167,305307664,248033225,171992863
13,14,39014,1602,98,0.167,287405164,263426122,180013894
14,15,39911,1745,1674,0.167,273059026,300573478,161714795
15,16,45585,1961,152,0.167,306432408,307428474,178109944
0,1,68665,138,242,0.167,415612611,600197911,260895989
1,2,27035,121,1990,0.167,193095845,136829691,106704995
2,3,36255,179,1072,0.167,269339871,312643733,159891603
3,4,48429,402,772,0.167,280347498,386743048,186375433
4,5,31654,531,1454,0.167,232369018,332197234,140387256
5,6,41142,822,471,0.167,329148060,336720178,190365195
6,7,31850,1129,1680,0.167,222465464,357094431,144903934
7,8,50661,1458,811,0.167,316437327,503986635,203873025
8,9,39150,1698,427,0.167,283510438,420997442,184593314
9,10,41910,1891,258,0.167,283304315,470227093,181812303
10,11,34822,1924,1357,0.167,272589926,328014839,164504102
0,1,39941,254,971,0.167,270830137,291156464,148348570
1,2,40658,687,360,0.167,291752154,367897301,148086981
2,3,34727,676,1242,0.167,305398772,247575514,142822221
3,4,29119,783,657,0.167,224607434,237693993,121286852
4,5,28872,1209,75,0.167,215790291,223650602,113117918
5,6,40434,1380,1245,0.167,318608468,343318644,152592253
6,7,41911,1690,441,0.167,275828662,362305573,146450037
7,8,34057,1978,664,0.167,218653738,212467230,93386504
8,9,24975,1992,1606,0.167,166339711,218107677,80279370
0,1,65977,230,770,0.167,455793123,589913362,246293423
1,2,78866,278,1905,0.167,463722179,532959657,293512489
2,3,42144,474,940,0.167,284093924,396990958,156184197
3,4,34461,531,453,0.167,228632893,172406078,121179414
4,5,57223,655,131,0.167,407966469,348641067,213278551
5,6,64108,1023,966,0.167,470958557,476631415,243985875
6,7,40185,992,1226,0.167,327771639,338318899,164226314
7,8,43501,1025,196,0.167,330821072,307601776,159741316
8,9,85005,1191,468,0.167,754891725,750334373,324896034
9,10,83563,1220,1808,0.167,608609342,835195109,343986685
10,11,52449,1229,1328,0.167,341816694,440999753,199232838
11,12,47168,1353,95,0.167,377157897,413671327,190563312
12,13,70843,1867,1066,0.167,545935290,624421303,289818423
13,14,16754,1824,487,0.167,76921371,47328692,62392921
14,15,34149,1959,1531,0.167,203465510,365166817,122716504
0,1,100445,633,388,0.167,1022897853,1591868135,539204194
1,2,52638,737,1616,0.167,323995914,412510316,182357090
2,3,35243,1030,1269,0.167,253858635,267294623,129349022
3,4,39267,1173,646,0.167,276208824,311667147,148945938
4,5,35988,1397,1161,0.167,262183392,341046532,134922617
5,6,65382,1703,764,0.167,577591226,742376384,282671994
0,1,68435,130,970,0.167,456882175,899877762,226576693
1,2,38250,157,1618,0.167,272896795,155866315,139289757
2,3,38487,453,1462,0.167,280437011,308856366,147943963
3,4,39269,879,1406,0.167,280472272,322508164,142962068
4,5,81415,914,744,0.167,707705996,865112045,285483193
5,6,32101,853,1799,0.167,199550880,131229683,100011128
6,7,36376,910,1606,0.167,275902597,151815921,145203143
7,8,69315,1233,701,0.167,471983862,598585374,218386096
8,9,45497,1374,1405,0.167,281634228,365048600,151327553
9,10,47328,1863,469,0.167,355231832,481610577,149146733
0,1,30253,115,1334,0.167,225753712,210795960,156417698
1,2,38663,297,476,0.167,260371783,271559132,166509828
2,3,32365,336,1347,0.167,237939965,274765452,165988640
3,4,34643,616,196,0.167,305803830,310356832,186873003
4,5,40936,638,1086,0.167,300672512,327234813,187922811
5,6,68123,744,741,0.167,650701360,646679718,394601957
6,7,42008,733,1472,0.167,342549912,417002570,207340097
7,8,31041,727,1723,0.167,264562641,268331388,185894006
8,9,18721,1139,362,0.167,68796013,44075892,62572129
9,10,33103,1237,663,0.167,286745194,307453450,187408736
10,11,37029,1292,1779,0.167,271389366,314288477,182369578
11,12,35418,1472,1296,0.167,264289172,213152415,173917971
12,13,48405,1778,1343,0.167,395381498,276296783,265151544
13,14,75172,1886,838,0.167,602042300,605136576,409297888
0,1,57645,281,820,0.167,336755194,517214350,237066502
1,2,41470,404,1144,0.167,266099270,239992815,166908755
2,3,31560,493,86,0.167,205045341,262315167,132008786
3,4,41795,627,596,0.167,297510987,332323107,196880011
4,5,37841,717,1918,0.167,259882478,280063558,170066098
5,6,81610,761,177,0.167,591157133,943757158,381587885
6,7,48008,936,1705,0.167,284491001,555315681,179524861
7,8,40593,1057,1171,0.167,334197307,260806984,184228000
8,9,44390,1090,654,0.167,283017783,287553503,166847428
9,10,25969,1255,834,0.167,151217424,83524293,101621926
10,11,42506,1364,1597,0.167,323257235,264377160,188536778
11,12,28908,1487,69,0.167,201037751,160129258,120800524
12,13,35070,1660,545,0.167,244624655,393815234,163966071
13,14,34401,1858,1590,0.167,271385178,250552692,185218738
14,15,33937,1921,86,0.167,230429264,223583840,151750820
15,16,59712,1948,535,0.167,406326532,601292960,285530301
0,1,45191,78,1442,0.167,343496024,308652061,189144523
1,2,36463,310,215,0.167,299360566,267950993,165469888
2,3,92321,341,839,0.167,709586212,780779355,394717026
3,4,45767,405,493,0.167,280947536,391265009,159656495
4,5,34432,516,1236,0.167,255587438,278599472,141364875
5,6,47235,735,193,0.167,336267816,352358233,182677932
6,7,90335,922,1016,0.167,888221572,907606589,432849021
7,8,70701,1055,511,0.167,490023999,636088029,264166667
8,9,50321,1227,1918,0.167,384783797,419234005,235049112
9,10,69108,1326,768,0.167,457353680,694518958,264702115
10,11,92448,1638,894,0.167,619186939,918519169,364703351
11,12,46881,1585,1280,0.167,252860378,431178859,163009128
0,1,108541,291,1197,0.167,887537378,1196285391,560975035
1,2,40481,454,532,0.167,295594433,323961801,169176985
2,3,39303,738,624,0.167,253596899,292005488,150229027
3,4,93159,877,147,0.167,655525502,848103449,342276116
4,5,41396,853,1284,0.167,281443862,499682231,176373365
5,6,50676,1080,1916,0.167,296892480,549457726,189368881
6,7,49668,1307,516,0.167,351366601,553721502,184763854
7,8,51759,1381,1265,0.167,299276264,293514495,201391489
8,9,25361,1519,63,0.167,172526086,185213516,91057768
9,10,57851,1928,949,0.167,365138408,695429350,214968019
0,1,30954,74,221,0.167,219312925,260334627,115453019
1,2,51984,356,853,0.167,354221802,473874557,180841274
2,3,39742,736,1214,0.167,243648924,374180392,137031018
3,4,39268,745,1444,0.167,251007258,295532143,140690913
4,5,42641,756,411,0.167,283018981,271483916,152767569
5,6,29289,875,1976,0.167,177837566,301943603,97078078
6,7,76404,931,1006,0.167,529128369,786230824,278352702
7,8,95550,986,596,0.167,770238561,945019950,385730459
8,9,38403,988,326,0.167,267414626,384966869,156088711
9,10,93521,1486,518,0.167,659202452,846153996,369798055
10,11,35486,1608,919,0.167,236167480,302277672,141039563
11,12,78273,1812,679,0.167,512349560,560156483,327875269
12,13,39982,1827,1755,0.167,243892202,402681426,144269508
13,14,35646,1826,136,0.167,217155067,302677730,142209100
0,1,51258,194,707,0.167,221791354,276878993,160870764
1,2,85808,387,1470,0.167,550645455,886389625,364152693
2,3,73163,593,1246,0.167,454835588,611915486,271702493
3,4,47897,861,394,0.167,274833551,459427709,166892542
4,5,82226,1382,1334,0.167,507737277,709974127,348268532
5,6,41450,1405,451,0.167,250069511,360442460,148980352
6,7,48357,1760,748,0.167,295922472,423453714,176334251
7,8,40107,1829,127,0.167,231625523,380974505,142655330
8,9,34186,1855,416,0.167,240903603,216461009,132279117
0,1,39538,113,815,0.167,232583926,427229853,141817183
1,2,48444,411,1371,0.167,272208728,462569331,165068266
2,3,37780,387,468,0.167,247437840,273009629,133700016
3,4,52263,490,1039,0.167,336677659,569660375,186539598
4,5,44098,963,331,0.167,304033752,415549047,178302100
5,6,43323,1378,1614,0.167,250549063,358040441,159193536
6,7,53919,1415,303,0.167,320459389,1080355798,182530704
7,8,47015,1593,914,0.167,296640172,474202831,170465698
8,9,40691,1618,1903,0.167,265117760,194821842,152141692
9,10,34328,1883,74,0.167,216305458,257094756,140730254
10,11,53266,1941,1686,0.167,270846063,431197145,184697614
0,1,44477,192,686,0.167,295459899,525259685,190105190
1,2,38509,285,1523,0.167,249036403,346334113,162396961
2,3,50565,567,1542,0.167,349753463,533920283,226021668
3,4,40691,872,1804,0.167,299130739,338753115,189939712
4,5,50999,1146,203,0.167,285115195,533702319,174540946
5,6,42243,1502,1678,0.167,294780168,431386501,191985208
6,7,45677,1525,472,0.167,303276009,398018357,197222488
7,8,33701,1760,461,0.167,257995567,202762135,150775141
8,9,60303,1807,943,0.167,333955919,482925209,232163067
9,10,38944,1834,1674,0.167,244394941,237436357,165016867
0,1,35560,170,1215,0.333,345510191,208509233,109351440
1,2,37186,332,1466,0.333,335401199,216107872,101871732
2,3,29705,455,1258,0.333,285584176,151817148,90401693
3,4,34124,541,1735,0.333,360232670,207325563,111265014
4,5,36578,700,484,0.333,406765103,209907557,119445853
5,6,31227,823,1092,0.333,282051926,165924749,80451411
6,7,32292,1041,547,0.333,302590883,241764927,86477716
7,8,33026,1142,930,0.333,309509083,192718180,95160439
8,9,47747,1403,1612,0.333,511979683,264046063,161732387
9,10,29707,1569,1911,0.333,304329912,144364319,91243015
10,11,23291,1708,109,0.333,231933756,131268590,73755690
0,1,40454,91,956,0.333,352536340,227900018,142726171
1,2,47921,246,1246,0.333,468044859,201885937,158293336
2,3,60049,290,807,0.333,597308150,232482739,224167116
3,4,43669,511,218,0.333,475471432,279567734,190649494
4,5,42460,908,1328,0.333,406924054,266401145,162401643
5,6,38557,928,933,0.333,352555209,183337240,132766856
6,7,58713,1542,175,0.333,667799945,422299352,277387122
7,8,31544,1843,1432,0.333,293550837,141321980,101321147
0,1,49078,106,283,0.333,656238676,166174944,210599165
1,2,27883,402,523,0.333,327684687,103519047,129239282
2,3,36576,433,1411,0.333,438872610,162136939,197963909
3,4,28036,553,74,0.333,298043471,116618198,119007967
4,5,38652,697,630,0.333,456763278,221528350,184037670
5,6,42930,715,1774,0.333,420273935,326509926,187736623
6,7,63841,949,518,0.333,867620523,263774020,329590424
7,8,26269,923,1134,0.333,311087363,99701464,105974599
8,9,26858,927,1429,0.333,281970780,96518832,100413407
9,10,28369,1223,1859,0.333,320881239,124014160,147146656
10,11,31088,1406,1442,0.333,317494084,145089178,143578369
11,12,22528,1402,59,0.333,256290955,135342502,104111834
12,13,29557,1668,366,0.333,323371522,185667557,135343968
13,14,26741,1772,1871,0.333,261466871,114470311,109655481
0,1,26238,59,759,0.333,212189362,119096167,155442537
1,2,34400,458,653,0.333,340391083,164804876,199208524
