,label,area,centroid-0,centroid-1,day,cebp_integrated,gr_integrated,vdr_integrated
11,12,25259,1780,1371,3.0,579472449,122607171,471699708
0,1,32153,313,389,3.0,389791011,148144348,327494267
1,2,28412,363,1005,3.0,371478646,149318018,266843755
2,3,22227,423,718,3.0,230631960,101377041,178103106
3,4,34877,641,1076,3.0,408895940,148448147,302594798
4,5,41077,909,1507,3.0,632156074,170202464,535752914
5,6,30112,1001,1068,3.0,353670102,131544600,256683978
6,7,28796,1211,451,3.0,330054301,112406324,208361683
7,8,57772,1456,1319,3.0,825437890,243396432,728206603
8,9,32120,1509,416,3.0,360638017,162995828,305345210
9,10,27861,1616,153,3.0,315564252,100830281,244850497
0,1,18980,128,1640,3.0,260881051,105535740,139471160
1,2,23394,176,400,3.0,296166687,136586635,170117245
2,3,25902,273,1202,3.0,318794986,159923925,181336704
3,4,32691,335,1793,3.0,419810039,238336719,251473467
4,5,19896,447,1318,3.0,353868018,133182506,195736482
5,6,17131,457,1067,3.0,218516990,99577269,112519500
6,7,25594,660,1435,3.0,329266865,165313305,181013205
7,8,48453,783,937,3.0,611265706,370801804,323830359
8,9,21736,1100,1239,3.0,339262562,121114320,178359942
9,10,40955,1176,1564,3.0,463789382,267411791,287109380
10,11,28846,1307,524,3.0,481242155,142679096,273594589
11,12,54537,1447,1264,3.0,725377867,405008208,445315561
12,13,28563,1429,259,3.0,665358314,130859362,381006172
13,14,34548,1802,1500,3.0,675729821,298349253,439160726
14,15,23014,1886,189,3.0,335658971,136868684,202866991
0,1,43138,283,1849,3.0,473656297,184701541,292174444
1,2,39359,272,1168,3.0,607381325,214782007,442572678
2,3,160298,460,300,3.0,1600234446,930150470,958040271
3,4,23346,341,741,3.0,264207585,101746869,153217282
4,5,34557,663,830,3.0,669270594,147973890,396674299
5,6,24866,775,1622,3.0,283377981,136347275,154486228
6,7,37252,1093,192,3.0,455191425,233498948,263634060
7,8,24747,1075,684,3.0,347272315,127801616,184523487
8,9,20930,1138,1892,3.0,265830384,81929689,167946257
9,10,33033,1196,1265,3.0,723429294,138522946,478223868
10,11,23115,1278,1633,3.0,213619774,121455423,120251601
11,12,31868,1410,360,3.0,721742178,163387118,475552980
12,13,31864,1450,914,3.0,496603138,128397992,294530579
0,1,58601,121,1778,3.0,814141641,214957528,568640398
1,2,26391,341,831,3.0,320814071,104873437,220109187
2,3,32763,427,340,3.0,496887267,155249280,376501505
3,4,27060,438,86,3.0,251412851,127925864,172926314
4,5,27978,556,1212,3.0,310610092,134587004,214527352
5,6,24336,603,1742,3.0,313468259,121660679,239844423
6,7,34341,731,558,3.0,467110875,210343585,321056433
7,8,32998,1224,443,3.0,409030369,160096776,266133360
8,9,34902,1446,166,3.0,354398606,138913200,262619100
9,10,40906,1478,1154,3.0,626919864,255229356,478084946
10,11,28995,1548,895,3.0,332046810,171667329,244250228
11,12,31578,1736,386,3.0,445272752,138161448,323803646
0,1,22494,230,1225,3.0,209006166,81805726,137503814
1,2,33587,438,1548,3.0,311625570,163658645,212071023
2,3,53243,905,310,3.0,613993721,255454907,425637389
3,4,61345,1072,1255,3.0,752197377,337594203,528126992
4,5,35450,1386,685,3.0,388645858,224057441,271270986
5,6,34248,1551,122,3.0,368855295,136746720,241581669
6,7,53142,1689,1833,3.0,786391264,226114534,555581018
7,8,37211,1812,453,3.0,414430645,186959702,307995077
0,1,49134,347,1280,3.0,531635943,413705289,422076974
1,2,24326,592,497,3.0,316850215,92276890,209717581
2,3,31663,620,775,3.0,501742723,261377740,456601574
3,4,33064,849,1486,3.0,410296547,162738796,313893500
4,5,21586,868,693,3.0,235182223,71920290,142964212
5,6,29981,918,378,3.0,451123848,112296046,327259544
6,7,26094,1013,1247,3.0,303328629,70544213,203217045
7,8,27182,1156,992,3.0,387615227,111789333,272999778
8,9,34692,1260,1252,3.0,441877765,201256216,352006751
9,10,29179,1268,1597,3.0,322872861,127073960,236264191
10,11,28051,1565,645,3.0,457932536,140208896,358427333
11,12,89495,1751,1023,3.0,909390189,578560171,578884599
12,13,24825,1731,1797,3.0,226538329,107272059,156804134
0,1,57868,134,683,3.0,1054480621,294160053,726066838
1,2,26634,189,1508,3.0,505574940,111200829,349309404
2,3,18995,481,1804,3.0,215187406,76578759,134523313
3,4,24375,568,226,3.0,267362216,103547721,147958805
4,5,44157,654,611,3.0,547538301,239664417,318429944
5,6,59047,940,1131,3.0,819686367,335792467,496564243
6,7,29125,926,295,3.0,352719453,141736467,225258201
7,8,29242,998,605,3.0,353161308,188763097,212123953
8,9,23641,1107,211,3.0,260933581,101096423,138353074
9,10,30389,1189,1848,3.0,434964905,119549868,294919561
10,11,25237,1359,393,3.0,323521178,128141084,185774353
11,12,28069,1371,963,3.0,382889802,103612614,228798605
12,13,27027,1597,1199,3.0,294101308,156452415,186437769
13,14,46157,1725,845,3.0,588029604,237724894,367822220
0,1,26815,173,653,3.0,309613126,159568585,242524313
1,2,46985,267,842,3.0,653635451,343251250,552005441
2,3,49121,397,453,3.0,591306297,355775554,459739811
3,4,49645,519,1658,3.0,557809151,264286126,438812824
4,5,36847,604,1027,3.0,466461731,236390146,371758917
5,6,25591,605,1296,3.0,276522770,124979541,210698093
6,7,31275,653,318,3.0,366888034,183931764,277264026
7,8,28172,736,639,3.0,362638158,124141980,272095767
8,9,32476,794,80,3.0,371022360,156771138,293013672
9,10,31377,1104,1100,3.0,464730638,153105389,327465954
10,11,34429,1289,870,3.0,386919288,200078989,259089864
11,12,23903,1524,119,3.0,267907410,116466744,186146291
12,13,26210,1531,384,3.0,377199455,126279441,263376134
13,14,22283,1644,617,3.0,242999303,115610433,175256792
14,15,25708,1692,843,3.0,256001787,150413554,177204480
15,16,29849,1780,201,3.0,421581828,241983002,353603003
16,17,61904,1810,1190,3.0,823450637,439820780,652001120
0,1,25791,168,832,3.0,260128428,98227222,152447434
1,2,37205,230,1530,3.0,370774799,190301553,250293616
2,3,39245,1375,1831,3.0,482480363,170591415,270131291
3,4,27785,1545,1098,3.0,282831365,176548569,173079620
4,5,32752,1645,447,3.0,314274824,205108852,173140432
0,1,29592,298,1281,3.0,333735512,127226112,246610633
1,2,29385,342,339,3.0,353972846,171142952,264236739
2,3,22606,522,641,3.0,279181213,110961392,185448405
3,4,33775,873,1794,3.0,361750367,203471277,269935499
4,5,33230,899,1235,3.0,388832236,246644470,292067393
5,6,42901,1042,182,3.0,445755374,304035668,283077539
6,7,43218,1081,588,3.0,539809103,126846115,305074998
7,8,31306,1166,1238,3.0,372433270,216116917,271838453
8,9,30816,1515,761,3.0,359232013,165144149,251085717
9,10,42579,1708,79,3.0,750859788,137751746,329562982
10,11,35038,1711,907,3.0,579729485,150314689,465431962
0,1,30448,197,311,3.0,312371381,182691241,216831969
1,2,31416,236,1182,3.0,442861088,171573364,357361543
2,3,21713,317,878,3.0,236130256,102758277,144868421
3,4,30659,326,469,3.0,355543179,153512501,229973825
4,5,82244,536,1428,3.0,1023722310,474725718,691188207
5,6,30490,772,526,3.0,594700728,140183933,413112968
6,7,27408,826,1481,3.0,325146738,132869127,241366490
7,8,24846,980,1827,3.0,536455973,156300401,357570116
8,9,28398,1009,1256,3.0,350395960,169736920,242148847
9,10,27404,1100,1072,3.0,487025486,176188717,333217225
10,11,26924,1726,1000,3.0,318298996,167438322,199048528
11,12,48830,1786,728,3.0,535988978,254651465,319160907
0,1,32168,595,1195,3.0,304539339,170707444,244912565
1,2,34436,688,698,3.0,498560497,158909314,435017292
2,3,32373,763,247,3.0,313821299,130311864,256680542
3,4,19565,868,1239,3.0,155968482,67215947,129407910
4,5,63857,1084,288,3.0,602090002,439173008,490874657
5,6,34617,1073,939,3.0,335857013,158334517,246234277
6,7,50060,1094,1774,3.0,606936888,281144904,658486382
7,8,30615,1345,1217,3.0,254075957,125244987,203922464
8,9,28153,1353,1857,3.0,217153599,132617192,178267378
9,10,29232,1368,115,3.0,304950657,107089263,222405333
10,11,56531,1810,1633,3.0,528949368,260172182,439876880
11,12,34510,1794,224,3.0,396867536,138694822,301758499
0,1,24469,125,498,3.0,555376046,185080752,470806625
1,2,28178,249,1631,3.0,498827468,151944840,430659105
2,3,25446,290,853,3.0,252690162,175808039,215667537
3,4,30809,360,1296,3.0,331593329,170654117,256889220
4,5,26260,518,245,3.0,255577239,136952259,204031029
5,6,27672,581,800,3.0,321525306,130174817,256473776
6,7,64578,790,1833,3.0,1075280737,551631982,894661154
7,8,36437,854,1481,3.0,395793615,256144879,350423646
8,9,31168,964,850,3.0,328954061,200172348,254706391
9,10,48161,1034,275,3.0,604309138,371548342,472827609
10,11,45573,1081,1444,3.0,412895317,361043958,350064970
11,12,19451,1204,805,3.0,286863108,101864093,198555681
12,13,30041,1339,1923,3.0,342262253,245010648,310844101
13,14,18954,1513,267,3.0,192616986,103950064,137798752
14,15,29223,1605,1665,3.0,280537188,130074655,273509680
15,16,24073,1669,1308,3.0,244808491,165211253,203449401
16,17,25288,1916,685,3.0,260254937,116518649,180874051
17,18,18593,1904,1677,3.0,170310639,118335910,137930127
0,1,26416,197,1662,3.0,278818090,168511362,189178836
1,2,26856,288,1246,3.0,226216162,166395542,173763344
2,3,24134,341,126,3.0,382673227,152079578,269341650
3,4,33736,510,235,3.0,363310224,239965938,260512798
4,5,21220,562,1086,3.0,248336587,95849597,150626932
5,6,25123,1237,1281,3.0,270654172,171732379,201266317
6,7,54282,1352,446,3.0,1221986947,743283655,803459501
7,8,36041,1338,1605,3.0,514938712,212108264,362729951
8,9,66678,1617,899,3.0,1172025612,418792137,929293051
9,10,40839,1844,1751,3.0,466562455,355376488,342662403
10,11,29031,1951,465,3.0,326770224,156125836,175198337
11,12,26885,1948,1141,3.0,271557476,192780008,205310984
0,1,30349,137,967,3.0,306704233,126333800,186404728
1,2,26401,216,357,3.0,297942325,95655694,211330676
2,3,26833,590,482,3.0,274737891,117574124,188028081
3,4,30065,800,111,3.0,266456458,199276777,133794185
4,5,33502,939,1645,3.0,488853690,182345876,383188001
5,6,34277,931,727,3.0,394565437,235950618,297369836
6,7,30471,1082,1784,3.0,292412011,155068389,168055875
7,8,34097,1256,1516,3.0,598647513,148262655,445528686
8,9,30326,1291,884,3.0,297843523,139368594,187214701
9,10,30176,1594,1108,3.0,292647710,120545707,198280408
10,11,26799,1646,1877,3.0,250512003,101045625,169198932
11,12,29529,1724,450,3.0,269661006,171973089,196548272
12,13,39141,1766,834,3.0,636727685,179167495,464568685
13,14,34089,1882,177,3.0,578957209,155163119,339923611
0,1,23702,115,412,3.0,187125010,131952863,121826833
1,2,32363,213,1507,3.0,267781380,189664427,224673119
2,3,26884,727,1018,3.0,270429574,177850753,191668562
3,4,27354,970,1914,3.0,253556126,150402333,201897799
4,5,26306,1139,115,3.0,219020078,174149175,162256322
5,6,35656,1467,1047,3.0,500178756,293315292,405015539
6,7,30969,1512,1648,3.0,468819943,184913390,375097662
7,8,29337,1652,472,3.0,285256441,199787790,220154752
8,9,29609,1766,1386,3.0,239211818,184303939,218352178
9,10,32260,1797,1959,3.0,272149862,134248648,234160932
0,1,49966,162,218,3.0,516011322,297987471,346211488
1,2,24239,148,1661,3.0,197301736,150753118,146582673
2,3,37591,272,819,3.0,402040907,223207580,344239140
3,4,34245,427,1049,3.0,328531453,240420785,258115350
4,5,26420,712,1837,3.0,250670903,112424476,155630864
5,6,27346,1011,1903,3.0,209298447,157551474,156031915
6,7,23419,1060,1278,3.0,234070870,114688189,122425956
7,8,42403,1189,90,3.0,963173811,251522588,661431226
8,9,32185,1172,751,3.0,416301126,262923941,279964738
9,10,33183,1392,1909,3.0,654408750,267764023,525048235
10,11,26933,1592,433,3.0,242241055,167171501,171140881
11,12,35720,1726,1015,3.0,543891621,222664590,424311910
12,13,23982,1885,372,3.0,275083481,94050741,182119372
13,14,21477,1968,1547,3.0,188236062,83525380,130684512
0,1,35254,354,887,3.0,357973786,143014803,259934726
1,2,30142,464,1774,3.0,280932907,211347021,259844692
2,3,28891,644,1954,3.0,260201649,189000326,247986681
3,4,45544,882,406,3.0,643306697,224703682,502636730
4,5,44373,965,1199,3.0,392945963,311112441,348354877
5,6,33083,1257,1014,3.0,330510921,200125857,229401499
6,7,29515,1329,1591,3.0,284450811,129254171,198394876
7,8,57106,1658,1628,3.0,465130306,337783051,459644181
8,9,25203,1710,1243,3.0,223276383,142310406,181023580
9,10,30393,1848,1841,3.0,306488346,129934382,257903813
10,11,26418,1927,1303,3.0,199058581,160822671,161273768
11,12,28413,1925,993,3.0,689216982,151167579,518812119
0,1,34576,184,718,3.0,265439873,196273676,154545594
1,2,25611,550,1857,3.0,187351088,153462617,119241407
2,3,31163,905,338,3.0,239019465,144174062,169513987
3,4,28668,1083,1799,3.0,236772581,91826414,125879757
4,5,35033,1215,1124,3.0,305165731,124586050,201615303
5,6,35303,1310,652,3.0,314789655,125400033,202647742
6,7,44275,1423,1615,3.0,303702428,191549722,246308670
7,8,35729,1642,735,3.0,333192323,159907684,243955317
8,9,26713,1686,1263,3.0,193102616,81049625,122684424
9,10,52727,1830,1850,3.0,328957091,193802010,286316001
10,11,27193,1898,207,3.0,209524035,90613191,138611974
0,1,32319,217,1163,3.0,259965757,130569090,152466180
1,2,26758,473,637,3.0,191235238,88022164,105612005
2,3,31237,513,137,3.0,239449446,145024427,143789204
3,4,39218,612,1514,3.0,347774137,164893418,180798516
4,5,20999,844,1758,3.0,135118171,56995626,75298397
5,6,37938,977,795,3.0,249301630,189679791,152827435
6,7,28066,1086,437,3.0,184434956,83234295,107118204
7,8,27474,1252,1411,3.0,156350902,77960581,92557971
8,9,44289,1562,832,3.0,293473361,133870718,220796439
9,10,36233,1661,1577,3.0,236453903,104086213,182841550
10,11,39936,1921,1401,3.0,335452509,138258339,252934658
11,12,32817,1945,910,3.0,243630687,100979929,188887161
0,1,28784,72,531,3.0,309861362,171340917,199499999
1,2,25334,292,950,3.0,249435410,96260036,193759950
2,3,27996,573,691,3.0,304395519,189916588,262928657
3,4,37075,722,1711,3.0,246802348,177649641,248190119
4,5,23140,759,392,3.0,186797314,87942203,140233826
5,6,20724,759,1239,3.0,199418200,83034508,145526026
6,7,22551,1084,1066,3.0,203067098,88342036,155820870
7,8,42489,1252,161,3.0,673593969,279727576,615617950
8,9,28777,1328,641,3.0,287481641,129020324,213099756
9,10,48127,1742,479,3.0,997185205,370884355,707787996
10,11,26179,1773,1448,3.0,193186803,147305833,170301113
11,12,25638,1826,928,3.0,204594613,139371994,161813767
0,1,44971,179,1911,3.0,766099154,293827545,405514782
1,2,20307,542,1431,3.0,191242026,98266493,112493838
2,3,46581,686,1880,3.0,712393952,257242008,412088416
3,4,35456,767,182,3.0,451554333,145144333,376279890
4,5,31211,887,884,3.0,278916340,119947567,226560407
5,6,73609,1078,1669,3.0,544912052,343619778,346783921
6,7,24787,1033,154,3.0,194589327,87342450,152465388
7,8,28564,1111,511,3.0,244222585,111712447,195196528
8,9,38445,1419,1539,3.0,330565614,202493296,366426772
9,10,35066,1676,963,3.0,299101170,152837420,279304222
0,1,31404,152,1750,3.0,326249738,130069628,319369594
1,2,27664,331,1538,3.0,332891635,201401290,327716154
2,3,54822,478,274,3.0,598425525,482562312,618087367
3,4,60815,624,1653,3.0,777307788,396143479,737491871
4,5,28366,864,1245,3.0,299378418,136003186,283563778
5,6,34867,1010,147,3.0,422546082,215079994,438664214
6,7,19362,1057,1740,3.0,217122045,75569740,175010286
7,8,58113,1393,1104,3.0,609833282,294068954,506825385
8,9,55090,1495,443,3.0,838186476,595948302,743439324
9,10,50575,1801,1566,3.0,559671951,296098276,390048379
10,11,23760,1979,595,3.0,217035958,153150479,177354424
0,1,25459,301,905,3.0,272281995,96126220,211755880
1,2,47645,494,1530,3.0,517275738,241135108,373804966
2,3,28054,884,1803,3.0,332340436,99768666,246465298
3,4,27967,1012,1389,3.0,241199125,147011150,182098437
4,5,53403,1121,674,3.0,578040436,309513629,510278177
5,6,63058,1325,1222,3.0,1178576998,546989265,938676417
6,7,28533,1293,1919,3.0,298810479,144964473,219921730
7,8,111000,1570,629,3.0,1167873320,636913611,778706410
0,1,22178,155,89,3.0,213827822,138986293,195966798
1,2,26792,181,881,3.0,641991201,144278266,576416786
2,3,18379,201,1365,3.0,180852371,129618208,150270141
3,4,30337,240,1674,3.0,484815772,290369233,550516913
4,5,52369,412,323,3.0,628088780,329763350,499602709
5,6,51731,998,1899,3.0,799409859,330595197,717440271
6,7,52886,1318,1284,3.0,840043723,455825053,856542998
7,8,52194,1327,679,3.0,668683765,387823488,531740829
8,9,31439,1323,1029,3.0,387821938,184131873,340291828
9,10,51652,1559,113,3.0,649393105,408679355,524401947
10,11,28787,1610,1481,3.0,275547280,214961188,200326213
11,12,31635,1654,971,3.0,458562969,199466560,374941919
12,13,27953,1881,880,3.0,364340547,155262170,261066112
13,14,30062,1966,1566,3.0,314819872,194267272,297478453
0,1,26982,301,266,3.0,301728000,142894183,237072795
1,2,27229,338,989,3.0,353945096,182026064,264443406
2,3,20916,567,1705,3.0,252923447,103309734,125639232
3,4,24484,751,776,3.0,274754917,125887556,207119876
4,5,29558,781,1278,3.0,276907405,275169451,193809028
5,6,28179,1045,1421,3.0,304298430,163833905,211649457
6,7,45453,1343,595,3.0,532489165,221056391,308620528
7,8,43237,1542,1297,3.0,404992718,303922916,315763684
8,9,45029,1596,781,3.0,560023798,303718991,475789861
9,10,51623,1668,1690,3.0,699512130,388130202,653131917
10,11,48865,1813,1126,3.0,713089964,407738337,738938521
0,1,38319,599,1560,4.0,399555964,203653500,390749064
1,2,22928,625,855,4.0,200395316,148150694,136462366
2,3,26324,1079,413,4.0,441858707,120129316,308028435
3,4,24035,1301,1445,4.0,174347484,132714377,153971008
4,5,34502,1468,1163,4.0,277668216,198880412,204176718
5,6,20339,1470,1702,4.0,179223245,145297865,98404365
6,7,41811,1651,614,4.0,592231583,315152095,406510362
7,8,32588,1672,1630,4.0,933621248,342102356,327458157
0,1,23376,1093,1625,4.0,154887402,165030516,42990610
1,2,18918,1229,1161,4.0,103159880,78225337,43844840
2,3,23326,1621,1238,4.0,115364188,121647416,54641437
3,4,27058,1827,232,4.0,206794559,98780715,77755268
0,1,22718,279,1760,4.0,218677374,148552150,173493514
1,2,29606,411,1408,4.0,286068725,176215089,196289796
2,3,29458,614,1280,4.0,346461541,322394284,226873879
3,4,25840,1693,1100,4.0,532080063,194834952,77655951
0,1,20455,1488,1532,4.0,91862015,81681705,37189404
0,1,23137,616,514,4.0,184204131,125280873,125467825
1,2,16786,812,815,4.0,132080493,87884438,87150399
2,3,21233,988,239,4.0,196158096,121865665,119351112
3,4,28472,1087,1411,4.0,924892924,270664176,252812009
4,5,46353,1180,439,4.0,888603459,498308907,468405435
5,6,64786,1578,1249,4.0,917791890,411743029,355422352
0,1,33079,327,1915,4.0,389475054,171706504,353540984
1,2,25068,521,1177,4.0,279430661,107079702,184076108
2,3,99557,711,1490,4.0,697594691,438494434,573032650
3,4,24514,829,1152,4.0,223192151,124783356,131473458
4,5,23713,1298,1339,4.0,308224228,125334613,191637948
5,6,43559,1409,1051,4.0,421031215,230307126,281642828
6,7,32872,1559,1594,4.0,412587591,160515540,276789078
7,8,22525,1854,1150,4.0,153981304,95517003,104273425
0,1,25928,101,60,4.0,184540103,150907621,135667875
1,2,44576,474,952,4.0,303597215,263842425,190240036
2,3,25426,536,529,4.0,361280856,165508525,204355184
3,4,19804,698,1760,4.0,119133893,101717426,69690099
4,5,20599,797,1610,4.0,124533882,118113689,82520438
5,6,22615,816,477,4.0,146573015,133001398,103077133
6,7,27551,1099,931,4.0,181036323,174269870,125118609
7,8,22527,1190,155,4.0,187473147,80044707,121293448
8,9,21323,1274,497,4.0,191997867,59858704,119278445
9,10,39491,1441,253,4.0,396111986,229049119,233415902
10,11,20488,1488,1528,4.0,142155423,132146012,100295792
11,12,55501,1757,900,4.0,394554850,225946233,353300171
0,1,67292,877,878,4.0,955419978,495395011,697707198
1,2,21483,851,1744,4.0,150257657,141828884,115674279
2,3,23765,1082,1203,4.0,411547220,138996037,310392257
3,4,23488,1203,1053,4.0,363473014,113499305,248898347
4,5,55608,1223,331,4.0,855127753,380691074,631761968
5,6,34849,1222,1952,4.0,1215674194,427853971,579659954
6,7,19551,1689,935,4.0,221554987,101628513,166869147
7,8,51968,1747,1581,4.0,743684517,499193142,562455219
8,9,20803,1892,1017,4.0,174362842,146340242,146731115
0,1,19462,71,903,4.0,186022039,72258943,102677211
1,2,19139,122,1339,4.0,106450898,127113786,71464802
2,3,18025,395,1690,4.0,174394525,77833888,86751643
3,4,36066,669,539,4.0,269308804,235652161,147288169
4,5,22759,1078,1635,4.0,167343894,214624774,77539885
5,6,58523,1111,1360,4.0,1257174252,468592101,519284932
6,7,25189,1264,578,4.0,428044220,107136069,133853740
7,8,27278,1360,1171,4.0,241029470,168187508,96197969
8,9,17083,1459,918,4.0,167167325,80310962,59289070
9,10,24429,1483,486,4.0,297619743,179392906,113457615
10,11,18347,1520,1744,4.0,329752977,177356788,63526941
11,12,22066,1652,1618,4.0,275870874,120842315,62592552
12,13,14871,1729,772,4.0,131222914,78641132,52119871
13,14,17520,1778,564,4.0,186246636,118958653,61858234
14,15,24412,1884,1210,4.0,200595895,174149339,82818728
15,16,25453,1921,1923,4.0,368092958,135785648,74404949
0,1,24803,334,694,4.0,548358234,226740350,165517277
1,2,18664,1069,1309,4.0,136964243,162052981,73842369
2,3,16739,1092,1780,4.0,115938293,122071796,61091627
3,4,25442,1337,1954,4.0,276740544,222916746,101288547
4,5,63823,1584,1799,4.0,2308016573,1010295700,651349891
5,6,19182,1972,1188,4.0,156235939,126892157,92357322
0,1,35145,180,1787,4.0,263945562,231445301,135057465
1,2,43674,508,954,4.0,350757316,204764118,224397091
2,3,23404,666,1353,4.0,169521278,155156513,93639846
3,4,20484,699,180,4.0,303696205,90587429,96149926
4,5,28319,818,1492,4.0,436123498,97102781,239828472
5,6,31314,880,680,4.0,273840256,209320704,189419333
6,7,34374,939,1899,4.0,656782863,125279611,388481102
7,8,24594,1433,1847,4.0,246324132,122463316,137678791
8,9,19583,1596,1759,4.0,136738459,90000755,85994044
9,10,27967,1721,225,4.0,191485801,131535496,119687731
10,11,47009,1769,675,4.0,413281570,244049570,214204028
0,1,25024,1149,913,4.0,886533911,160877664,257601139
1,2,29701,1619,1274,4.0,240314390,253848570,117040540
0,1,74402,267,599,4.0,1251804171,576364632,307781948
1,2,28196,311,1249,4.0,222338883,135438006,84561857
2,3,18207,663,947,4.0,106163064,89371500,41827636
3,4,17519,787,388,4.0,97013157,97108898,41168352
4,5,24805,931,1123,4.0,170134136,101596546,81928877
5,6,17779,1128,1084,4.0,134197738,74596044,48252492
6,7,22055,1313,454,4.0,148657242,86145294,57723758
7,8,32078,1363,1315,4.0,870662436,188038464,168115089
0,1,46928,255,561,4.0,417008943,256166590,312492471
1,2,25251,231,309,4.0,238451125,145968613,150374680
2,3,20267,409,1792,4.0,172019177,53264961,125883841
3,4,41970,474,969,4.0,547924039,257234554,298125321
4,5,28540,1176,780,4.0,239565611,159757798,114722820
0,1,22758,116,1567,4.0,105249700,101561003,40600023
1,2,46824,1740,748,4.0,416155669,291627220,101824084
2,3,21396,1936,584,4.0,105800255,86756115,42022174
0,1,24071,422,1519,6.0,295851984,235730372,128721453
1,2,22247,885,1335,6.0,377425986,156983911,135962984
2,3,34010,1185,622,6.0,808754156,416704489,301319357
3,4,27179,1188,1431,6.0,337022392,319262123,118370012
4,5,23376,1246,1761,6.0,309720485,240777493,135039159
5,6,25453,1520,731,6.0,413835243,306949518,188070711
6,7,53019,1654,335,6.0,734589467,613099202,296780205
7,8,34361,1672,1942,6.0,456235919,393880607,173596127
8,9,33145,1692,1609,6.0,436539350,249615644,186374412
9,10,20315,1967,650,6.0,282472244,218329036,112028169
0,1,31863,85,652,6.0,413368550,359519256,183089462
1,2,44234,339,1747,6.0,573113944,438894467,221725820
2,3,32443,639,843,6.0,477320630,453170666,161493639
3,4,31735,765,1537,6.0,794220762,495081400,345072476
4,5,22572,999,1353,6.0,582793444,131135227,187363653
5,6,26694,1051,1710,6.0,379580760,288392619,151619534
6,7,22132,1151,476,6.0,363048898,176919076,111382211
7,8,32302,1190,1498,6.0,455561913,349261836,155986441
8,9,18432,1299,360,6.0,442799255,64211197,124906710
9,10,41220,1362,946,6.0,767009596,675514093,297852593
10,11,59426,1544,617,6.0,1249930171,477845908,433691192
11,12,18427,1569,1181,6.0,501926153,85891529,105553204
12,13,25104,1608,138,6.0,357078962,276470898,109768735
13,14,21268,1831,571,6.0,479228084,79603458,150430568
0,1,26663,489,701,6.0,362903146,315392827,107673806
1,2,29885,972,1527,6.0,548409185,196953295,185860578
2,3,142587,1254,1120,6.0,2948788430,1757782814,1512718300
3,4,27012,1177,123,6.0,589753566,364492421,155676421
4,5,21179,1628,378,6.0,357531186,212259713,78165370
5,6,34584,1775,660,6.0,939963368,513166503,368443708
0,1,29791,186,1598,6.0,720235096,208793145,314084723
1,2,34944,371,928,6.0,565496873,565348596,160894060
2,3,54908,659,1150,6.0,907896678,701314662,288170544
3,4,27174,799,900,6.0,575727987,234892976,198723610
4,5,27771,814,533,6.0,538197213,376600556,177358892
5,6,23764,897,1478,6.0,402989992,199699888,148313318
6,7,24489,907,1670,6.0,370977933,252171815,127826648
7,8,26028,1143,934,6.0,395995814,319912805,125265064
8,9,42180,1206,163,6.0,1373122383,659669230,528954881
9,10,21218,1225,1573,6.0,321432138,332373457,113603390
10,11,21471,1322,1804,6.0,383943975,191302363,136658093
11,12,30487,1421,941,6.0,620744768,392546988,231957831
12,13,23457,1438,116,6.0,422359754,298853052,152297672
13,14,26692,1653,1050,6.0,803611144,283805877,312319137
14,15,31613,1727,1411,6.0,477994462,438165762,157643402
15,16,36036,1875,108,6.0,897190092,348625839,329925360
0,1,28938,398,901,6.0,455838088,448676975,151570602
1,2,39092,652,394,6.0,887261966,367447657,368399109
2,3,41191,799,1088,6.0,1457725510,749928515,604130122
3,4,55357,1193,542,6.0,1015028200,1390095623,306434414
4,5,32938,1389,1933,6.0,606130381,511893325,232081283
5,6,36709,1519,1240,6.0,537382125,685273853,192945300
6,7,24764,1756,1384,6.0,395526038,449984031,159489949
0,1,63480,505,1710,6.0,1175600972,991131859,543066650
1,2,47701,476,664,6.0,772877445,794802408,288563951
2,3,28721,675,1286,6.0,697092675,405293397,277405825
3,4,27698,1005,1383,6.0,637398625,197529730,223258769
4,5,29267,1061,348,6.0,360292188,579954759,83034631
5,6,33298,1181,1626,6.0,479831639,532395005,187369126
6,7,42018,1357,1861,6.0,899124743,535787400,341976819
7,8,39837,1373,1164,6.0,655313074,667233217,211029801
8,9,17151,1553,413,6.0,214372449,286825210,50891502
9,10,26589,1883,716,6.0,340056344,606133039,76080815
10,11,29273,1926,1885,6.0,707213261,259959093,288035806
0,1,26634,457,1373,6.0,347795520,294136379,156565768
1,2,24418,637,1522,6.0,329085286,335866850,138663521
2,3,21471,762,1134,6.0,327015559,292390267,141885113
3,4,27997,822,454,6.0,506130348,247690950,212768844
4,5,31484,911,1506,6.0,456719527,358102347,206360648
5,6,66525,1741,1068,6.0,919530009,781264094,394931361
0,1,20457,319,1421,6.0,284079039,326217219,103620373
1,2,28349,884,1847,6.0,413942109,285111775,222221949
2,3,20727,1078,1963,6.0,253386230,206030329,118574218
3,4,59278,1156,209,6.0,1934810800,785826825,797492481
4,5,24743,1257,1020,6.0,502373226,284638836,173629264
5,6,38584,1309,731,6.0,884508938,497471133,334727311
6,7,24825,1532,1237,6.0,481957498,184578895,184653676
7,8,30399,1544,311,6.0,565360443,421753202,212585035
8,9,31786,1772,1189,6.0,476832868,348264465,179076429
0,1,32363,226,563,6.0,452217979,426644644,175510744
1,2,26915,252,946,6.0,532235068,461725033,233224990
