ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_cebp,Intensity_IntegratedIntensityEdge_dapi,Intensity_IntegratedIntensityEdge_ppar,Intensity_IntegratedIntensity_cebp,Intensity_IntegratedIntensity_dapi,Intensity_IntegratedIntensity_ppar,Intensity_LowerQuartileIntensity_cebp,Intensity_LowerQuartileIntensity_dapi,Intensity_LowerQuartileIntensity_ppar,Intensity_MADIntensity_cebp,Intensity_MADIntensity_dapi,Intensity_MADIntensity_ppar,Intensity_MassDisplacement_cebp,Intensity_MassDisplacement_dapi,Intensity_MassDisplacement_ppar,Intensity_MaxIntensityEdge_cebp,Intensity_MaxIntensityEdge_dapi,Intensity_MaxIntensityEdge_ppar,Intensity_MaxIntensity_cebp,Intensity_MaxIntensity_dapi,Intensity_MaxIntensity_ppar,Intensity_MeanIntensityEdge_cebp,Intensity_MeanIntensityEdge_dapi,Intensity_MeanIntensityEdge_ppar,Intensity_MeanIntensity_cebp,Intensity_MeanIntensity_dapi,Intensity_MeanIntensity_ppar,Intensity_MedianIntensity_cebp,Intensity_MedianIntensity_dapi,Intensity_MedianIntensity_ppar,Intensity_MinIntensityEdge_cebp,Intensity_MinIntensityEdge_dapi,Intensity_MinIntensityEdge_ppar,Intensity_MinIntensity_cebp,Intensity_MinIntensity_dapi,Intensity_MinIntensity_ppar,Intensity_StdIntensityEdge_cebp,Intensity_StdIntensityEdge_dapi,Intensity_StdIntensityEdge_ppar,Intensity_StdIntensity_cebp,Intensity_StdIntensity_dapi,Intensity_StdIntensity_ppar,Intensity_UpperQuartileIntensity_cebp,Intensity_UpperQuartileIntensity_dapi,Intensity_UpperQuartileIntensity_ppar,Location_CenterMassIntensity_X_cebp,Location_CenterMassIntensity_X_dapi,Location_CenterMassIntensity_X_ppar,Location_CenterMassIntensity_Y_cebp,Location_CenterMassIntensity_Y_dapi,Location_CenterMassIntensity_Y_ppar,Location_CenterMassIntensity_Z_cebp,Location_CenterMassIntensity_Z_dapi,Location_CenterMassIntensity_Z_ppar,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cebp,Location_MaxIntensity_X_dapi,Location_MaxIntensity_X_ppar,Location_MaxIntensity_Y_cebp,Location_MaxIntensity_Y_dapi,Location_MaxIntensity_Y_ppar,Location_MaxIntensity_Z_cebp,Location_MaxIntensity_Z_dapi,Location_MaxIntensity_Z_ppar,Number_Object_Number
1,71,60632,6059.0,1510.0,1.0,1.0770295537083199,0.6485778810904493,1.0,0.6659417663404615,0.35012387519360577,323.78080044720264,342.4864960841522,112.92918134831227,38.02340058382962,33.24154027718932,264.6204629085219,246.44520531561793,-2.588270029576888,1475.1799999999955,0.8904750365327987,0.6489087771944987,0.03225610196977935,0.19219931315854205,0.06064590947609396,0.009470773129800603,0.03314446154039591,0.0333549881420148,0.014649157362846417,0.011503429727997063,0.01727326365309901,0.01993289967797999,0.003650003280446573,0.016950794527092722,0.022787833853871692,0.0034162557455214727,0.011103631617878973,0.006238941253689067,0.009158654261521421,0.0013204012803958803,0.011430022294082404,0.0008501924671095748,0.006652226473274576,0.00447749437250299,0.0073859041720187825,0.002322947540042105,0.00828236350989558,0.00773625177496521,0.0018162470568689575,0.007813087658895095,0.00672782911341121,62.64856954291463,79.32452902942896,15.583260997664183,4231.572936635464,4867.826571576297,961.8434186293744,0.05429159849882126,0.06770428270101547,0.013321125879883766,0.00961318239569664,0.010299839079380035,0.00236514862626791,6.631477327412715,2.5999133616344277,8.027365961435327,0.06942854821681976,0.08534371107816696,0.01927214488387108,0.15394827723503113,0.13035781681537628,0.02830548584461212,0.051141689422787455,0.06475471757504404,0.012721029385848313,0.06979108287101637,0.08028477654664694,0.015863626775124925,0.06166170910000801,0.07699702680110931,0.015365835279226303,0.037308309227228165,0.053284503519535065,0.0064850845374166965,0.037308309227228165,0.053162433207035065,0.0064850845374166965,0.005504439016670149,0.008412543950962107,0.002556296842361802,0.022547023724972925,0.016487067872314232,0.003941016491446191,0.0791638046503067,0.08923476189374924,0.018158236518502235,6068.659804349311,6070.403173498756,6076.893157831466,1503.5832061342498,1497.7675528594623,1505.4507710090118,0.0,0.0,0.0,6072.901850507983,1498.485997493073,0,6050.0,6043.0,6054.0,1527.0,1518.0,1521.0,0.0,0.0,0.0,71
1,72,38831,656.0,1489.0,1.0,1.019840737330427,0.31653252571872464,1.0,0.6956217978574756,0.5874028943756991,229.91524100173652,249.56962956257317,100.08995953640904,34.17647392489198,30.0,212.94638984602113,218.09338029900917,-10.730615425869756,911.4359999999971,0.9535748928698599,0.7578132472256249,0.06496074940642087,0.1610011307606034,0.018123334017546098,0.014414143944046274,0.032280322190290034,0.061593481666156205,0.008181164377391912,0.015613055612580072,0.019612750909816623,0.010748225853626042,0.01217035833706392,0.003943793201374347,0.0015812123662312506,0.014062377125850772,0.002155981018400632,0.01881247072953875,0.012139294688356143,0.0057385845152068595,0.00699273317810713,0.005873262401091924,0.004738841801781799,0.004888274072143794,0.004099783976639288,0.005113358700965411,0.0022053285748912656,0.005639592977540079,0.003064461196628752,0.0019934343792236734,0.0031805125563672243,28.25278101116419,46.34726494178176,7.974044486414641,1565.8170790188015,2869.2082894854248,445.71014412958175,0.03772030398249626,0.06529335677623749,0.010086213238537312,0.0025787726044654846,0.008300907909870148,0.001281757839024067,2.4445051833015774,1.1912614059925362,5.845743357130368,0.047775998711586,0.0785229280591011,0.015609979629516602,0.05429159849882126,0.09971770644187927,0.01722743548452854,0.036931739883874756,0.06058466005461668,0.010423587563940708,0.040323892740820516,0.07388963172427764,0.011478204118605798,0.040588997304439545,0.07316701114177704,0.01124589890241623,0.030518043786287308,0.053162433207035065,0.007522698026150465,0.029541466385126114,0.053162433207035065,0.007248035632073879,0.003955884566981123,0.005717407078183487,0.0013770272685118565,0.0036002731815247017,0.010331788502764469,0.0017510484021729742,0.04295414686203003,0.08200198411941528,0.012726024724543095,647.9686457645954,649.3045227190415,646.1699437391109,1491.9062403650937,1491.3767043548214,1494.8723492468482,0.0,0.0,0.0,649.8093533517035,1490.2977002910045,0,617.0,662.0,644.0,1598.0,1488.0,1533.0,0.0,0.0,0.0,72
1,73,5,1784.0,1539.0,1.0,1.4074335088082275,0.8777162325346558,1.0,0.5555555555555556,0.4363323129985824,3.922073555603551,2.8284271247461903,1.0,1.0,1.0,1.3416407864998738,1.8793822460448322,45.0,12.0,0.8333333333333334,0.7957747154594765,0.1591549430918953,0.1591549430918951,0.3183098861837905,0.07957747154594774,0.07957747154594762,0.31830988618379,0.31830988618379025,0.23873241463784284,0.07957747154594759,0.11936620731892149,0.039788735772973795,0.1591549430918948,0.3183098861837897,0.4774648292756852,0.31830988618379036,0.05968310365946087,0.019894367886487043,0.09947183943243454,0.019894367886486897,0.5968310365946068,0.31830988618378997,0.23873241463784156,0.3183098861837898,0.3382042540702772,0.05968310365946087,0.07957747154594788,0.07957747154594774,0.06963028760270414,0.009947183943243437,0.24263370782136917,0.289341576397419,0.06614786107093096,0.24263370782136917,0.289341576397419,0.06614786107093096,0.04826810210943222,0.05663767550140619,0.012809949228540063,0.001197831705212593,0.0018310807645320892,0.0005035474896430969,0.009531647978736716,0.014360560123074592,0.02572268501682125,0.05040054768323898,0.06019684299826622,0.014541847631335258,0.05040054768323898,0.06019684299826622,0.014541847631335258,0.048526741564273834,0.057868315279483794,0.013229572214186192,0.048526741564273834,0.057868315279483794,0.013229572214186192,0.04918745718896389,0.05835049971938133,0.013229572214186192,0.04586862027645111,0.05592431500554085,0.012420844286680222,0.04586862027645111,0.05592431500554085,0.012420844286680222,0.0015331294132491366,0.0017420865558465247,0.0007329412796562076,0.0015331294132491366,0.0017420865558465247,0.0007329412796562076,0.050118256360292435,0.06007477082312107,0.014255741145461798,1785.2076598892486,1785.1970256344257,1785.1776239946864,1540.1943273983138,1540.1859508421435,1540.1873125687912,0.0,0.0,0.0,1785.2,1540.2,0,1785.0,1786.0,1785.0,1540.0,1540.0,1540.0,0.0,0.0,0.0,73
1,74,32934,7575.0,1559.0,1.0,1.1363909354962676,0.6374990390902104,0.0,0.6469444280747245,0.45980011732387815,244.0439065683393,290.766229125736,107.42439201596628,39.164781001332905,34.17601498127012,204.43720017908154,188.02390856469677,-54.807063853314745,948.729999999998,0.9322746380196169,0.48670539848643085,0.08059905854630312,0.19085505599050254,0.028263087187689953,0.04062081722009269,0.020895512690020115,0.012431636440159483,0.02934203350751848,0.032467765020225164,0.016039972612648123,0.008890504809381155,0.010270138987560051,0.00757752656522361,0.007321268784149052,0.02660544620948288,0.00832880156515684,0.018527916535979946,0.006115472652248864,0.00477651736853075,0.008475762706349066,0.0033381818788906148,0.007369420919280218,0.005921195088377367,0.01136393826260399,0.008125631129565491,0.009303819120413285,0.0059145436593008,0.005162870200376963,0.00587332549690182,0.005305958631208639,27.7324178237468,42.968429163098335,9.57407498266548,3376.0850110016763,4047.466532062739,984.4171241978183,0.04457160457968712,0.07156481593847275,0.016662852838635445,0.0317692831158638,0.0479438453912735,0.008346684277057648,21.910047693999804,14.471983817451072,16.154508859701927,0.07537956535816193,0.11313039064407349,0.021759364753961563,0.37436485290527344,0.23227283358573914,0.07638666033744812,0.04606713924210432,0.07137612817790422,0.01590377904097256,0.10251062764928877,0.12289629355871559,0.029890603151691817,0.06988631933927536,0.11656367033720016,0.023346303030848503,0.030807964503765106,0.05433737859129906,0.01266498863697052,0.029449911788105965,0.053101398050785065,0.012069886550307274,0.011665485363479245,0.01627154910427335,0.0017155995850989991,0.0695990652450387,0.05104160310839699,0.014496043600006937,0.15588617324829102,0.17009231448173523,0.04383917152881622,7513.398666341636,7504.054209942185,7509.38749161943,1562.6643668409401,1562.7319678701763,1567.6079692141448,0.0,0.0,0.0,7494.324376024777,1573.4449808708325,0,7568.0,7516.0,7563.0,1536.0,1593.0,1540.0,0.0,0.0,0.0,74
1,75,170651,1296.0,1454.0,1.0,1.2322683173436908,0.8149710963964009,1.0,0.6000386779184248,0.4482794757642139,631.6739162916123,652.3572640815767,160.12495120998477,59.60691274418351,54.037024344425184,417.95813167700067,366.05604933092764,-18.461667719357,2187.1819999999993,0.8651069654263409,0.5105613683967392,0.047167207822993426,0.1806274996579083,0.07699308269630924,0.04230356463762188,0.0171615683426985,0.00015297869008057985,0.03806487577786392,0.030391058397949897,0.010227438536187156,0.015712900285154503,0.0025542577741688183,0.012275447408778652,0.0026190055195114245,0.012219864184511712,0.013290637073890216,0.01382599817812007,0.013309908398851957,0.008401829854341798,0.0019919833259723955,0.0035083509712712825,0.002705328138341655,0.011723214746157876,0.0077074133749082,0.007683665589623895,0.009574031695576723,0.005666950124112564,0.0034684295127762827,0.00838415329952182,0.0025248670860661395,76.36870396509767,109.8660260848701,20.842237173113972,10091.222876118496,14125.07127635181,2553.75859086914,0.045258257538080215,0.06771954149007797,0.01031509879976511,0.008361943066120148,0.010589763522148132,0.0034943167120218277,35.025290724518015,14.194916021998973,44.98609299918824,0.05658045411109924,0.09063859283924103,0.016906997188925743,0.13894864916801453,0.16160829365253448,0.03347829356789589,0.04196082635444927,0.06036594839828027,0.011451778666546139,0.0591336873274607,0.08277168769214249,0.014964802965521093,0.05131608992815018,0.0796063169836998,0.013672083616256714,0.0318150594830513,0.05346761271357536,0.006363012362271547,0.031174181029200554,0.052994582802057266,0.006363012362271547,0.005917585139750578,0.007297308836539064,0.0025781154783899776,0.02187932335859529,0.02071101239331614,0.005759361721278038,0.0634164959192276,0.08880750834941864,0.01757839322090149,1238.6016926889008,1257.0288162157133,1228.4055025260493,1516.1350742774273,1506.401528956296,1518.0341391944496,0.0,0.0,0.0,1269.2516129410317,1499.1835734920978,0,1146.0,1138.0,1131.0,1580.0,1565.0,1550.0,0.0,0.0,0.0,75
1,76,62981,3621.0,1545.0,1.0,1.0145494323347437,0.4743492158529327,1.0,0.6751243461109682,0.5582057215320272,302.1139202563348,316.7917296900284,127.4244874425634,44.32692848661014,38.897300677553446,260.40697077499976,265.9619914960253,47.48753538599849,1190.7279999999962,0.9614172206660204,0.7668621736106108,0.06055104846289886,0.1606784932760405,0.04224487482126731,0.026204702807555453,0.007998936702058262,0.06443720063226119,0.009329271055369936,0.01112486258081416,0.005114823149417427,0.007712248895687392,0.01178045513103624,0.0005955663704684168,0.010076391104919716,0.00906839230888742,0.0030421797917464426,0.01605987757719711,0.005524586029075279,0.002643251194014237,0.005569231946597315,0.015589995161687293,0.010184559685194007,0.009711303095071091,0.004618858180693267,0.0008552878932274339,0.01064639551209275,0.0015031355583122856,0.0023405714757923587,0.002121246932106391,0.004673031810491631,31.342168429866433,65.02371258661151,9.765606262721121,2654.999426435679,5482.955540861934,631.6303267739713,0.03372243791818619,0.07025253772735596,0.007721065077930689,0.007278550416231155,0.015289545059204102,0.0015716790221631527,5.005125149591628,4.844564511456024,18.536622073525923,0.04403753578662872,0.09266804158687592,0.024246586486697197,0.07158007472753525,0.13525597751140594,0.024948500096797943,0.031819460334889776,0.06601392140772742,0.009914321078904692,0.04215556162073767,0.08705729570603729,0.010028902792492519,0.03965819627046585,0.08462653309106827,0.009170671924948692,0.024124514311552048,0.05407797545194626,0.005111772567033768,0.0240024421364069,0.05407797545194626,0.004882887005805969,0.005114689827102067,0.010980911349803134,0.004875248397159175,0.01074219752674931,0.019808751237757268,0.003526115066388888,0.04939345270395279,0.10136568546295166,0.010891127167269588,3608.011518741643,3606.6644447136146,3590.6455362880206,1541.7923050028214,1541.1116062084727,1534.7108208264667,0.0,0.0,0.0,3609.052825455296,1536.8966990044617,0,3613.0,3618.0,3488.0,1573.0,1573.0,1538.0,0.0,0.0,0.0,76
1,77,48506,1637.0,1563.0,1.0,1.5899667044023325,0.8892562668010395,1.0,0.5283877995642702,0.2693735145242714,402.1102404136021,407.64935913110423,94.72592042308166,28.892576979373814,23.345235059857504,214.48579927555886,183.92897424013887,-0.1095046860585856,1504.2679999999948,0.7700281779576935,0.3716482167129452,0.06375808655786971,0.13016217527508064,0.07870467013435938,0.04784469615350947,0.020787205640791444,0.02510650217558257,0.04440112954018797,0.024934118096187168,0.012425177963864147,0.0133887923384037,0.015615161891079806,0.021361118456425993,0.004836204314843692,0.014840907136278714,0.009259680887076759,0.00709226419470427,0.014389585159583189,0.01476836286111581,0.00808977901940656,0.007443484876702321,0.003378120099457291,0.0146510664991081,0.007814541835109906,0.006195219646521509,0.007445630345352379,0.007173135592479732,0.009952498182376616,0.007281401865014489,0.002252518946983391,61.55027103424072,77.35324653238058,16.425818393938243,4936.782486706972,4843.814211349934,1242.9332470046356,0.05267414450645447,0.062928207218647,0.013641566038131714,0.013427939265966415,0.024750135838985443,0.005996795371174812,15.122453673392283,14.125495856714956,17.514063578230978,0.06073090806603432,0.08703745901584625,0.019455252215266228,0.45511558651924133,0.23466849327087402,0.07710383832454681,0.04896600718714457,0.06153798451263372,0.013067476844819605,0.1017767386860795,0.0998601041386619,0.02562431961004073,0.06085297837853432,0.08419927954673767,0.018051423132419586,0.03437857702374458,0.05355916544795036,0.008285649120807648,0.03434805944561958,0.05276569724082947,0.007736324332654476,0.004802767552864197,0.008188063159562027,0.0019105610960248696,0.07090199505405406,0.04023265267233789,0.014666618822729249,0.1449149250984192,0.13752956688404083,0.039139389991760254,1663.4832192438882,1663.3634137816427,1660.7620047956916,1567.3917737252148,1562.8984116433867,1566.9290677643328,0.0,0.0,0.0,1677.4221951923473,1561.5271718962604,0,1655.0,1707.0,1613.0,1528.0,1573.0,1570.0,0.0,0.0,0.0,77
1,78,66642,439.0,1573.0,1.0,1.033195145460797,0.5233703544082388,1.0,0.6467585403726708,0.41068838467619684,318.021499809076,338.0547292968995,122.64175471673585,41.53652200750384,36.069377593742864,278.7698994037508,270.9878110694042,56.166426560818145,1427.9819999999954,0.9055173210318566,0.6997964178033583,0.041577364589284724,0.1888847151936337,0.03776097886636561,0.003098009580757145,0.007467739922885684,0.05838188202035967,0.006811000189418869,0.01233935695882175,0.02065741190825901,0.002820789726756391,0.022685393802492664,0.009495241739719947,0.016888092952197065,0.008281616962501421,0.006979825431342724,0.006062335976403735,0.004902502312838609,0.010681552215184893,0.01037450350691905,0.013988137069070683,0.004042239670880123,0.005143581310576349,0.004576634499474242,0.004737030655019804,0.009245374556723363,0.004753761519225523,0.007001751519122636,0.003742868917170482,0.005610525600195997,53.808758836239576,81.64725735411048,16.479240241460502,4752.31698159501,6511.477140229195,1477.698290688917,0.04611276462674141,0.06924544274806976,0.014847028069198132,0.014572367072105408,0.01908903568983078,0.004943922162055969,7.73882561234067,7.3413347419605,8.80266008304903,0.06785687059164047,0.10543984174728394,0.02233920805156231,0.20439459383487701,0.2218509167432785,0.06173800304532051,0.04575574730972753,0.0694279399269647,0.014012959388997026,0.07131113984566805,0.09770830917783373,0.022173678621423682,0.05871671810746193,0.08551155775785446,0.01907377690076828,0.03535515442490578,0.053040359169244766,0.009735256433486938,0.03489738330245018,0.053040359169244766,0.009079118259251118,0.008629629076095399,0.014530106406841384,0.002790177655060782,0.03477929119058349,0.03743326705274697,0.009855921095741812,0.08164339512586594,0.11262684315443039,0.026169221848249435,435.4575370593334,435.3025490459479,434.6277915312793,1578.8401790659302,1578.3978351219723,1579.7309842380912,0.0,0.0,0.0,437.0346178085892,1571.2637525884577,0,460.0,431.0,441.0,1597.0,1594.0,1560.0,0.0,0.0,0.0,78
1,79,39184,3064.0,1671.0,1.0,1.058328738118709,0.5686191549381767,1.0,0.6998892580287929,0.5329556952852808,250.4394077684757,265.9266816248419,93.53608929178085,32.32346275929254,28.460498941515414,209.3020769001198,206.0116846547921,-79.20552170742664,961.1999999999966,0.9267190918228579,0.6842055270600179,0.1092246789232284,0.1538898198624245,0.046840260792232684,0.021478634888669093,0.026845552692743583,0.02510382329537709,0.027457362891653122,0.01331066186822097,0.02462004349113176,0.017252532302224944,0.011645163758443015,0.0011775529251258857,0.006736990923320206,0.0027891890472441735,0.006240066698459643,0.015887060029340705,0.002070860688136295,0.007591157472584521,0.008124029187938822,0.004982358181282997,0.010487880584712847,0.01326407020859916,0.006919771317548148,0.006815250497466608,0.00557642375820731,0.0008050731632225405,0.0045544679867373095,0.00544634521122785,0.00265708479895092,30.524315340444446,53.027451038360596,7.538536747917533,2335.3366023804992,3583.410608276725,469.941348625347,0.04176394268870354,0.06723125278949738,0.010009918361902237,0.011505302041769028,0.019653618335723877,0.0018005650490522385,7.504285876985943,5.386293054436437,2.9327752752096172,0.051438163965940475,0.10051117837429047,0.013107500039041042,0.1290760636329651,0.19414053857326508,0.019562065601348877,0.03815539417555556,0.06628431379795074,0.009423170934896917,0.05959923954625611,0.09145086280820551,0.011993194891418615,0.05104142799973488,0.08496223390102386,0.011596856638789177,0.029037918895483017,0.05410849303007126,0.006759746931493282,0.029037918895483017,0.053315021097660065,0.00668345158919692,0.004231503956055241,0.01386191770841694,0.0011905350290377734,0.023086976412985318,0.028170169852248548,0.002437169893353469,0.07267872244119644,0.10949873924255371,0.013778897002339363,3075.1414926083157,3080.33217699843,3079.2908852197324,1667.9822643376835,1667.6554994087958,1665.1195976127349,0.0,0.0,0.0,3080.0179665169458,1662.2783789301757,0,3050.0,3060.0,3044.0,1675.0,1683.0,1700.0,0.0,0.0,0.0,79
