,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,28502,55154,91,948,35525,0.8772442637340845,190.49901181906853,0.5167712223954745,91,128,310.4715715415386,149.0400991058491,896.9503602129437,0.8023082336382829,6024.537295967044,1388.3094463425825,0.260081634352313,0.026459331737738435,0.0036240638066294454,0.0007145852753067379,1.1188804642661967e-06,0.00011252350715761238,2.655029965225089e-07
1,2,14334,18700,54,1323,14932,0.7749626774880983,135.0948394063734,0.766524064171123,54,84,170.94077263077344,108.03576494911349,487.1198410471445,0.9599517814090543,1826.2967342253614,729.482906758756,0.17830191439822218,0.005855055736122588,3.3561208837085624e-05,2.924052469273991e-06,2.7968636776905253e-11,2.2367242167829545e-07,-7.537604112965635e-12
2,3,1382,2350,94,812,1499,0.6328420399343984,41.9477895820983,0.5880851063829787,26,26,51.031702572078764,39.51287392696035,157.78174593052023,0.9219479653102068,162.76466671281938,97.57920037299147,0.18838195881751868,0.0022247717825111557,0.0029684344296798913,8.706399298009228e-05,1.6704156494133066e-08,1.1317482763839004e-06,-4.098793364879401e-08
3,4,2775,4026,162,1200,3019,0.29288057200594975,59.44106103225342,0.6892697466467959,26,30,63.02489516902327,60.26119247964789,214.75230867899737,0.9191785359390526,248.25858819164827,226.96320744182322,0.17125109752557532,5.889044607158741e-05,0.0006839521839871597,1.7398717326237816e-05,-3.724206288443857e-10,1.2912471500594192e-07,1.861070291884808e-09
6,7,55834,101612,831,815,62348,0.9195723514373426,266.6271867997393,0.5494823446049679,199,140,444.4025707595606,174.61497709248354,1117.4600282048218,0.8955219092833772,12343.352806106643,1905.6493890630345,0.2552029622661761,0.03494720280984817,0.0005225353272286329,6.530444131752095e-05,-3.2385874239920123e-09,-6.8556314912249356e-06,-1.1620612313570622e-08
10,11,959,1332,1162,337,984,0.7551682372925784,34.943335894001606,0.71996996996997,17,17,43.30914000641906,28.39048522591388,119.1543289325507,0.9745934959349594,117.23010050597549,50.376228210177146,0.1747719798917129,0.004859772291634722,9.672303418006801e-05,7.90846545395539e-06,2.1702666941825424e-10,5.474238065269658e-07,2.7223554013519176e-11
12,13,134,187,1271,400,140,0.8132354210649368,13.061933202803933,0.7165775401069518,4,7,17.136048535618293,9.972063543835455,43.21320343559643,0.9571428571428572,18.352759963441613,6.215128207643259,0.18334244903794683,0.008204617099541362,2.308549969586625e-06,2.3179835499311768e-07,1.3150612126879172e-13,1.3766328281944887e-08,-1.0704340357578342e-13
13,14,341,420,1278,1598,348,0.34675911716257257,20.83685880248485,0.8119047619047619,9,10,21.528860049789262,20.193085087848296,66.2842712474619,0.9798850574712644,28.968238440213256,25.48504283531757,0.1596870418637268,0.00010433907192030194,2.2466850012036474e-05,4.1607458284950265e-08,-3.880455394406291e-14,-4.2386753622388225e-10,1.0606334811331869e-14
14,15,2550,4212,1367,1571,2775,0.8066230537711577,56.98035485213009,0.6054131054131054,43,29,78.12760478134983,46.17858623148546,216.5512985522207,0.918918918918919,381.4951643044248,133.27886414617117,0.20187216801984154,0.00947502217058858,0.002104429076673351,0.0001643656181412936,8.417688263980572e-08,9.142208413789846e-06,4.752885967560907e-08
15,16,3140,5848,1593,603,3800,0.661808406800664,63.22951977097731,0.5369357045143639,47,33,77.70262731566984,58.25156306256178,265.3208511739212,0.8263157894736842,377.35614323486755,212.07778745197572,0.18771781232065068,0.0027705926092636782,0.0006130625012080704,0.00010677126190905813,1.7668063875017056e-08,4.553820548990735e-06,-2.0834136128788455e-08
