,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,8105,18711,243,1696,13161,0.9310931919389387,101.5854640688248,0.4331676553898776,87,48,214.45362326929478,78.22869238420806,616.541197284454,0.6158346630195274,2874.397283333038,382.4830195089408,0.4018359411279431,0.09452793130035637,0.008712668796991375,0.0009651543816658998,-8.999942809750323e-07,-0.00011042392813132017,2.650142010716589e-06
1,2,1,1,236,1009,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,4,76984,103088,636,632,78858,0.7457864003314529,313.07997877841336,0.7467794505665063,189,138,385.7198752591745,256.9608503520614,1097.6021638285529,0.976235765553273,9298.738885622071,4126.804913353406,0.17439394937877317,0.004513412195264354,2.293458793723434e-05,1.1063817985380516e-06,-4.509417454665943e-12,-6.66646365746934e-08,-3.2749778882384213e-12
4,5,15759,24964,552,1433,18728,0.5568508532148031,141.65091593590714,0.6312690273994552,81,84,162.6789566532347,135.12317509051474,610.3401871576773,0.8414673216574113,1654.0276836115636,1141.1420279088688,0.17736973865857175,0.0010592142012725515,0.00027708804492128396,6.604307310764586e-06,1.7656442821625893e-10,-1.2623881974574538e-07,2.2055107391617348e-10
7,8,3780,6552,787,1887,4797,0.9119362008359043,69.3746746233733,0.5769230769230769,49,29,117.78113376411339,48.32937038716341,300.73506473629425,0.7879924953095685,867.0247169224983,145.9830026262267,0.2679914601980754,0.03638624014972328,0.0011321231682236668,0.0001674089642517781,-8.917927609845816e-09,-7.896204211285718e-06,-7.233342879914638e-08
8,9,532,696,896,83,543,0.6117909244964959,26.026206750102993,0.764367816091954,14,12,29.419593852324176,23.27147270422381,85.01219330881976,0.9797421731123389,54.09453140223191,33.84759011396462,0.16530473969209872,0.0014484235666605766,0.00017167851936097716,3.85198911582394e-06,9.465468973769394e-11,1.3027116307364888e-07,2.9202677624949384e-11
10,11,15341,22040,1163,1213,15736,0.571771445332018,139.75967893416947,0.6960526315789474,75,78,155.28961403360503,127.40161090024586,480.9432175380074,0.9748983223182511,1507.1790141691265,1014.4481537486026,0.16437175985383806,0.0010316020282077451,0.00012927268639609105,1.3236944191793443e-06,1.2911575729606155e-11,3.0630791755413775e-08,-1.1537664108366751e-11
11,12,19749,24750,1200,67,19964,0.591048345650248,158.5724054461391,0.797939393939394,78,67,177.8129164438459,143.43032354288317,541.303607231218,0.9892306151071929,1976.0895783916326,1285.766106976009,0.16516561270786578,0.0012218420297404914,0.0001184578197499431,1.1670529376536774e-06,1.3599496783337681e-11,3.576955990994239e-08,1.8295408954134176e-12
13,14,17160,28236,1451,826,21857,0.4345645420060125,147.81336403605525,0.6077348066298343,74,92,166.3014299228563,149.77783517972767,778.0803025278549,0.7851031706089582,1728.510349649168,1402.0874944453544,0.18243577180038012,0.0003618483123305746,9.439617226606386e-05,2.9630659576739413e-05,-1.5603111186378782e-09,-4.3649276134179735e-07,-1.454178484259171e-10
15,16,532,676,1519,908,540,0.4187549648809329,26.026206750102993,0.7869822485207101,12,12,27.313084530680285,24.802992051769817,83.01219330881975,0.9851851851851852,46.625286661255416,38.44927592000979,0.15991459131816765,0.00023618898623778813,4.497808957273238e-07,2.578275466648858e-09,-5.713402652532225e-17,-3.291959978085506e-11,-6.666739549119336e-17
17,18,227,280,1698,205,232,0.7035076629105188,17.000746355818674,0.8107142857142857,9,6,20.21782820941944,14.368561278600898,54.62741699796952,0.978448275862069,25.547536094099783,12.903472076056818,0.1693877011901172,0.003102570492196024,0.00010332040641713637,2.4239623570105207e-06,-3.0691148370565466e-11,-1.1462118784493009e-07,2.3012281741252682e-11
18,19,34980,57584,1865,256,40436,0.5340257788288223,211.04008925992235,0.6074604056682412,109,115,245.51922535285485,207.57869612114598,855.5361466505706,0.8650707290533188,3767.4806261166204,2693.0571927096917,0.1846923332997802,0.0009434335868588573,0.0017745129502994574,0.0002592122262540877,1.7221741284063697e-07,6.973225427569123e-06,3.531803115982198e-08
19,20,12234,16800,2012,1476,12432,0.9329597667281082,124.80710152186846,0.7282142857142857,43,122,215.51108853640685,77.57982331769823,531.8061325481598,0.984073359073359,2902.814330134187,376.16431162532956,0.26802179514136965,0.04265335785456187,0.0024020449630597915,0.000427619444140546,2.8131140156752205e-07,2.9162985864012045e-05,-3.2968003454683334e-07
20,21,1,1,2013,374,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
