,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,2493,3828,10,58,2590,0.9748986730735527,56.33991644495722,0.6512539184952978,10,58,126.07673222167821,28.07085836330396,292.1898628384834,0.9625482625482625,993.4589004810471,49.24831807829199,0.4182539986198713,0.14344756154317528,0.007030250369380776,0.0020162017992309414,6.52086529307366e-06,0.00039433102677947197,-3.885647142598983e-06
1,2,30299,39334,59,655,30491,0.8302561938093389,196.41253770045,0.7703005033812986,59,142,271.3326795281146,151.23594153254544,735.002092041053,0.9937030599193205,4601.338936244159,1429.5193757022187,0.19904479725226504,0.010958733253725574,0.0012791186643584104,7.462723284833579e-05,-2.1729943626075488e-08,-7.631526241307146e-06,7.70917864507913e-09
2,3,5389,8281,18,1280,5495,0.9533472416906191,82.83409869478747,0.6507668156019805,18,89,159.03660381113994,48.00931205012686,383.3797256769669,0.9807097361237489,1580.790084486343,144.05587772040352,0.32006790911240424,0.07107821234754964,0.005460842679786256,0.0016377806068432021,4.520401458693712e-06,0.0003181807873064784,1.8856782048566901e-06
3,4,1714,2303,139,1567,1740,0.5089168712137611,46.715442625282584,0.7442466348241424,24,22,50.41617575979279,43.399034129456055,153.4386001800126,0.9850574712643678,158.8619236401449,117.71726021060572,0.1613647513714998,0.0005762426420112432,1.678404022260316e-05,4.1770268360822737e-08,-3.456261883773479e-14,-8.287018376927403e-10,5.350489018878012e-15
5,6,2527,3249,382,1053,2566,0.29875158494985526,56.72280255369754,0.7777777777777778,27,27,58.11840666283102,55.46419206166321,185.92388155425118,0.9848012470771629,211.10932456413758,192.26728756581653,0.15962667674315556,5.559621434703851e-05,2.2855671436613805e-05,1.6917544113055373e-08,-5.16017883550433e-15,-1.0968471115031223e-10,9.16713944424872e-15
6,7,72210,100100,488,1635,78374,0.8211689456076697,303.21712934022395,0.7213786213786214,118,203,413.8179142771679,236.15974658125694,1169.685424949238,0.9213514685992804,10702.829136044093,3485.7141190827183,0.19649000491797272,0.009989242659035282,0.00038531426398365237,3.7474691160624183e-05,4.182711509613141e-09,3.5160309172359958e-06,-1.6682680932158874e-09
7,8,63183,96100,790,1186,66684,0.7443732775624613,283.63196955738573,0.657471383975026,144,148,356.4887747924316,238.05028051089752,1048.874241767195,0.9474986503509087,7942.765409563064,3541.7460032073122,0.1817658454452998,0.004851835652687349,0.0005890674720830784,1.7670066353535536e-05,1.1647716981408022e-09,6.945408856562584e-07,1.3759646140254804e-09
9,10,39890,54758,1097,1186,40690,0.7446100420948768,225.3653155201253,0.7284780306073998,106,127,277.1481317630494,184.99630222113777,780.0803025278549,0.9803391496682231,4800.692933734286,2138.976989718409,0.17397016604293547,0.004452411948494062,9.75061874645124e-05,3.6032458317874903e-06,-6.073905915546464e-11,-2.2151288215238663e-07,2.953525948892922e-11
14,15,21423,27976,1999,173,21573,0.9063283644435096,165.1563222128096,0.7657635115813555,59,132,261.8997812697133,110.67207235975474,658.8183258569795,0.9930468641357252,4286.968464320228,765.5192250251744,0.23584407829647586,0.02701980991913676,0.0015503953481583478,0.00012099181453920066,-5.1962709369023076e-08,-1.9750619875177625e-05,-6.777860465162542e-09
15,16,4134,5535,2026,1048,4187,0.9401687411492022,72.55048089389321,0.7468834688346884,23,63,128.587442217503,43.81092064313816,309.13098833543773,0.9873417721518988,1033.4206435024794,119.96229797495934,0.2789992601541942,0.048824359115604156,0.0022068672044220946,0.00021883368800472658,-8.94101819904014e-08,-3.614510597136733e-05,1.2301540346854612e-07
16,17,3298,4712,2031,1741,3378,0.9754024055649687,64.80080260719436,0.6999151103565365,18,74,143.43655901132234,31.617968726846847,327.81727983645294,0.9763173475429248,1285.8779038130347,62.480996650741574,0.40884138886106014,0.13760475893969074,0.003909354816280539,0.00043240318389391397,-3.6535363188320434e-07,-0.00012697405759520892,4.272918519156297e-07
