,ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,AreaShape_Zernike_0_0,AreaShape_Zernike_1_1,AreaShape_Zernike_2_0,AreaShape_Zernike_2_2,AreaShape_Zernike_3_1,AreaShape_Zernike_3_3,AreaShape_Zernike_4_0,AreaShape_Zernike_4_2,AreaShape_Zernike_4_4,AreaShape_Zernike_5_1,AreaShape_Zernike_5_3,AreaShape_Zernike_5_5,AreaShape_Zernike_6_0,AreaShape_Zernike_6_2,AreaShape_Zernike_6_4,AreaShape_Zernike_6_6,AreaShape_Zernike_7_1,AreaShape_Zernike_7_3,AreaShape_Zernike_7_5,AreaShape_Zernike_7_7,AreaShape_Zernike_8_0,AreaShape_Zernike_8_2,AreaShape_Zernike_8_4,AreaShape_Zernike_8_6,AreaShape_Zernike_8_8,AreaShape_Zernike_9_1,AreaShape_Zernike_9_3,AreaShape_Zernike_9_5,AreaShape_Zernike_9_7,AreaShape_Zernike_9_9,Intensity_IntegratedIntensityEdge_cebp,Intensity_IntegratedIntensityEdge_dapi,Intensity_IntegratedIntensityEdge_ppar,Intensity_IntegratedIntensity_cebp,Intensity_IntegratedIntensity_dapi,Intensity_IntegratedIntensity_ppar,Intensity_LowerQuartileIntensity_cebp,Intensity_LowerQuartileIntensity_dapi,Intensity_LowerQuartileIntensity_ppar,Intensity_MADIntensity_cebp,Intensity_MADIntensity_dapi,Intensity_MADIntensity_ppar,Intensity_MassDisplacement_cebp,Intensity_MassDisplacement_dapi,Intensity_MassDisplacement_ppar,Intensity_MaxIntensityEdge_cebp,Intensity_MaxIntensityEdge_dapi,Intensity_MaxIntensityEdge_ppar,Intensity_MaxIntensity_cebp,Intensity_MaxIntensity_dapi,Intensity_MaxIntensity_ppar,Intensity_MeanIntensityEdge_cebp,Intensity_MeanIntensityEdge_dapi,Intensity_MeanIntensityEdge_ppar,Intensity_MeanIntensity_cebp,Intensity_MeanIntensity_dapi,Intensity_MeanIntensity_ppar,Intensity_MedianIntensity_cebp,Intensity_MedianIntensity_dapi,Intensity_MedianIntensity_ppar,Intensity_MinIntensityEdge_cebp,Intensity_MinIntensityEdge_dapi,Intensity_MinIntensityEdge_ppar,Intensity_MinIntensity_cebp,Intensity_MinIntensity_dapi,Intensity_MinIntensity_ppar,Intensity_StdIntensityEdge_cebp,Intensity_StdIntensityEdge_dapi,Intensity_StdIntensityEdge_ppar,Intensity_StdIntensity_cebp,Intensity_StdIntensity_dapi,Intensity_StdIntensity_ppar,Intensity_UpperQuartileIntensity_cebp,Intensity_UpperQuartileIntensity_dapi,Intensity_UpperQuartileIntensity_ppar,Location_CenterMassIntensity_X_cebp,Location_CenterMassIntensity_X_dapi,Location_CenterMassIntensity_X_ppar,Location_CenterMassIntensity_Y_cebp,Location_CenterMassIntensity_Y_dapi,Location_CenterMassIntensity_Y_ppar,Location_CenterMassIntensity_Z_cebp,Location_CenterMassIntensity_Z_dapi,Location_CenterMassIntensity_Z_ppar,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cebp,Location_MaxIntensity_X_dapi,Location_MaxIntensity_X_ppar,Location_MaxIntensity_Y_cebp,Location_MaxIntensity_Y_dapi,Location_MaxIntensity_Y_ppar,Location_MaxIntensity_Z_cebp,Location_MaxIntensity_Z_dapi,Location_MaxIntensity_Z_ppar,Number_Object_Number
344,13,3,53401,757.0,78.0,1.0,1.0557494232078055,0.6622627960337583,1.0,0.8535283305362423,0.8521124567043126,302.57474284489973,295.11523173160685,132.87964479181903,51.62021568439101,47.75981574503821,214.0,226.71067348732342,5.818175312451959,887.4239999999972,0.9930727960798535,0.7806857603757181,0.05714713878137372,0.1288714097626427,0.08742289081953036,0.011734156427082414,0.01149412590669868,0.03819530969643553,0.011911323597211865,0.006900767055582092,0.02201496261336889,0.016140884998723418,0.012208779161694423,0.005582554104453802,0.018274204588068214,0.013480194960896006,0.006916554408863867,0.000806861678199591,0.004133435502671437,0.003185324574498884,0.0036289330203000477,0.006383915096164421,0.007872087468991498,0.0063625788515573566,0.0038520687133378733,0.0027631427011874828,0.010528541499520856,0.008009568303694169,0.008352697879728758,0.007035512873762729,0.0031539424374312512,22.14627306908369,35.94216837733985,2.2257114839740098,5461.7230840269485,9674.763641122729,288.84300530934706,0.062806136906147,0.11482413858175278,0.0044098575599491605,0.035423822700977325,0.0635385662317276,0.0009460593573749064,2.7913407456610395,6.569477800822443,3.080818456959104,0.054200045764446265,0.06945906579494476,0.005920500494539739,0.329152375459671,0.4144655466079712,0.023041123524308205,0.0379867462591487,0.061650374575196974,0.003817686936490583,0.10227754319257967,0.1811719563514303,0.005408943752164699,0.09810788184404373,0.1755855679512024,0.005310139618813992,0.027222095057368282,0.05717555433511734,0.002075226977467537,0.027222095057368282,0.05717555433511734,0.002029449911788106,0.005548120559257678,0.0018238890165185352,0.0006090215037679053,0.04531448632104424,0.07755079863856959,0.0013378897099973744,0.13366903364658356,0.24220645427703855,0.006301976274698973,759.9199997706136,757.0316161343032,755.9421563043388,97.25461592912174,93.60825563908399,99.36300725358014,0.0,0.0,0.0,758.9788580738189,99.88251156345389,0,664.0,770.0,684.0,129.0,98.0,72.0,0.0,0.0,0.0,3
345,13,4,19704,1567.0,291.0,1.0,1.0061709762724833,0.3749891084462701,1.0,0.7604198826798395,0.8862963522712007,164.46431223270562,165.42369842317032,75.43208866258443,26.15015582975911,23.05426081383653,152.02795795510772,152.4632225380914,-39.896644704353115,528.5579999999981,0.9871248935424076,0.8852018102446235,0.04032675984871458,0.09310980008060188,0.028407282572904313,0.02171265845104233,0.023316226394161768,0.05950984525292545,0.012712782218697965,0.005781202067426454,0.002882097968054639,0.010533793785986328,0.011230023533246942,0.027557135281390473,0.006814608529274924,0.0051406940459701395,0.00569685434050573,0.010005552172804863,0.0032489510183015945,0.006912827950686246,0.002862204358401353,0.006899946039631517,0.009423738999242069,0.00258223450544881,0.0008171178582086407,0.0073727682312603815,0.010713931991921522,0.00286545616226585,0.00291351490192929,0.0023992529070912443,0.0005981053746547633,20.65712982788682,27.646921548992395,1.928694630973041,2581.5703229382634,2976.307929109782,151.1425672408659,0.08117799460887909,0.11660944670438765,0.005416953004896641,0.04219119995832443,0.03550773859024048,0.001937896013259888,1.7477885353075029,0.11984812149872365,2.3255322005823955,0.05630579218268395,0.06733806431293488,0.0061036087572574615,0.3773098289966583,0.27743953466415405,0.02534523606300354,0.04621281840690564,0.061849936351213414,0.004314753089425148,0.13101757627579494,0.15105095052323295,0.0076706540418628654,0.13063248991966248,0.15513847768306732,0.0073853665962815285,0.03976501151919365,0.05720607191324234,0.0030060273129493,0.03949034959077835,0.05720607191324234,0.0029297322034835807,0.0030355980910753183,0.001839203854824944,0.000531945513355337,0.05865295922547015,0.04679239718958098,0.0027099852737129245,0.16838330030441284,0.1887846142053604,0.009308003820478916,1570.2025753674952,1568.4986318522513,1568.6453598640524,289.34789552650847,288.69758484191743,290.9660021329234,0.0,0.0,0.0,1568.6041920422251,288.64083434835567,0,1577.0,1581.0,1576.0,274.0,322.0,259.0,0.0,0.0,0.0,4
347,13,6,29005,242.0,442.0,1.0,1.0053926678159195,0.29139955088375114,1.0,0.7555156156390821,0.7661422095027763,196.52039340302608,209.03827400741716,90.50966799187808,31.360306056076684,27.586228448267445,185.60459948223283,187.99168995611345,24.873034982659373,689.7419999999976,0.9739267666168592,0.8438825489575403,0.03957867184353235,0.12419557049909237,0.014699625237574275,0.01969268301784704,0.02072916681705209,0.07524845957277862,0.003597809343933519,0.01187657070688585,0.0022908947128105536,0.008438550382652898,0.005483966728863884,0.029646826657147667,0.008492570865092537,0.00447594239939166,0.008245201003584444,0.010962865511728028,0.0042913797944914645,0.002802072105036315,0.004119626885956717,0.00143258408824465,0.007739330199358503,0.0010516206826127977,0.0012983894956386376,0.0046987714512714465,0.009937310762412648,0.006524839617402799,0.004880847735458513,0.0015856175611165069,0.0035187201601101672,22.16633864119649,35.71602972224355,2.8650492767337714,2153.5330620165914,3844.638133633882,255.36046720878218,0.05253681167960167,0.10235752165317537,0.006210422143340111,0.019424736499786373,0.029999226331710812,0.0022430764511227608,3.1837847044521403,1.3573739314131799,1.4408017364118089,0.057877469807863235,0.07350271195173264,0.006897077895700932,0.17936980724334714,0.24693675339221954,0.03903257846832275,0.038752340281812035,0.062440611402523674,0.005008827406877222,0.0742469595592688,0.13255087514683267,0.008804015418334156,0.07510490715503693,0.13334859907627106,0.008346685208380222,0.02912947349250317,0.056885633617639535,0.003555352101102472,0.02859540656208992,0.056885633617639535,0.0032806897070258856,0.0066219571618188295,0.002892693282930025,0.0006059359472487682,0.02519160781640348,0.04146854499982864,0.003250658815334789,0.09172198176383972,0.16288624703884125,0.01074235141277313,247.4374577377673,245.28318966696952,245.67271367736663,444.1250084641704,442.28724259327413,443.8940999143845,0.0,0.0,0.0,244.36576452335805,443.28764006205824,0,296.0,262.0,236.0,461.0,444.0,460.0,0.0,0.0,0.0,6
349,13,8,27969,91.0,578.0,1.0,1.0309363772754494,0.5921591684134417,1.0,0.7399206349206349,0.7093408987841744,210.5696877204748,216.36312070221211,83.38465086573189,29.723159628623268,26.40075756488817,173.65550752601442,169.68148093066196,88.82201374061597,703.9079999999979,0.9700175143496278,0.7606581579392114,0.049144507329352036,0.15783119642470467,0.062214797359261685,0.00871832078082037,0.010482360444271387,0.059054035952776876,0.01522743289039229,0.017182115919811787,0.016878158288979112,0.013150620861932165,0.009198947175231995,0.0018891885442970785,0.015608820476943659,0.007423153520191216,0.011045586701109377,0.00866406091599597,0.00590355254239152,0.009151624467943566,0.0051251211331474755,0.009148229889687793,0.012478282130506184,0.002517070976932157,0.003089783727997011,0.005471364200712765,0.004713848145451042,0.006821340350658821,0.008066995265778334,0.0028827467429085427,0.0008446415111617875,17.263553895056248,37.25259793177247,2.710536418017,1613.1547750867906,3403.566431708634,228.21474346285686,0.038361180573701865,0.09687952697277068,0.005828946363180876,0.01613641530275345,0.021606780588626858,0.0020141908898949623,2.1884904338294766,2.8483264043425445,2.098568984164628,0.040772106498479836,0.09059281647205353,0.006301976274698973,0.21458762884140012,0.2764171957969665,0.023422598838806152,0.030128366308998688,0.06501325991583329,0.004730430048895288,0.057676526693367314,0.12169067294893038,0.008159560351205151,0.05359731614589691,0.12343022972345352,0.007858396507799625,0.023331044241786003,0.051956970244646065,0.00317387655377388,0.023193713277578357,0.051956970244646065,0.00317387655377388,0.0039494646090241295,0.00838537838741119,0.0005453190063344982,0.02502272557999957,0.03603536695475079,0.002788092887200482,0.07066453248262405,0.1427481472492218,0.009857328608632088,91.08172255461768,91.11274286217443,90.7990100522138,567.077249824403,567.8105055426505,567.1295374317333,0.0,0.0,0.0,89.91168794021952,565.227787908041,0,125.0,92.0,55.0,554.0,557.0,535.0,0.0,0.0,0.0,8
350,13,9,36407,1802.0,553.0,1.0,1.0168410549703424,0.5263478276133624,1.0,0.7643390997648639,0.866475236855057,233.42880814036369,233.75414434828744,98.08159868191385,35.147746808836125,31.11269837220809,198.03362105585288,198.4773605318964,-64.7565908557744,726.6399999999974,0.9892534474560152,0.8477121803236127,0.06518083385120864,0.10697889581887443,0.05455512996244663,0.022261130126407867,0.014774761529227609,0.050012503580878685,0.01433332083450054,0.0098159278664745,0.013845378021886158,0.009929969923755251,0.003472506135435077,0.014605555582029497,0.008948176892466133,0.012452933901097415,0.0016128931653733567,0.017250206053508885,0.009757782944581454,0.00283396680005364,0.003267869963552599,0.005632730013013141,0.006201469398239704,0.00235100696221388,0.004196005459485437,0.0022274643457585192,0.005813739969307087,0.0025823632643768683,0.003134095472502361,0.0031933108213820075,0.0008728601913395537,32.95707641169429,37.79562069475651,3.2528115424793214,5009.976443834603,5608.07663301751,373.5048183735925,0.07736323773860931,0.08892576396465303,0.006744487676769495,0.05543602257966995,0.06282902508974075,0.003128099720925093,5.6934454419603435,7.137869189373772,4.178907611936332,0.07186999171972275,0.06706339865922928,0.007751583121716976,0.4264286160469055,0.34293127059936523,0.03344777598977089,0.05350174742158164,0.06135652710187745,0.005280538218310587,0.13761025197996546,0.15403841659619058,0.010259148470722458,0.13022048771381378,0.1512397974729538,0.009674220345914364,0.039139389991760254,0.05636682733893395,0.002868696115911007,0.03459220379590988,0.05636682733893395,0.002502479590475559,0.007603232723801572,0.0016704915980461715,0.0009333387305813123,0.06494239255369899,0.06623623091134019,0.0040347122894843455,0.1909666657447815,0.21455711126327515,0.013199053704738615,1790.6528866929855,1789.0746369153646,1792.0426547406867,555.2933003496423,555.9266242841054,557.3436206546427,0.0,0.0,0.0,1796.1709836020545,556.6954157167578,0,1773.0,1815.0,1769.0,597.0,559.0,527.0,0.0,0.0,0.0,9
351,13,10,28075,575.0,579.0,1.0,1.0115335717506753,0.4820221435488833,1.0,0.723433312719027,0.737973434567485,201.8604665685877,213.88782106515555,87.5956619930462,30.783440448205184,27.07397274136177,177.72531764203893,176.86187142247937,56.33499990443586,691.4239999999977,0.9638161282570632,0.7813718680256994,0.03871482624532377,0.15995171571839115,0.041740722469864114,0.018674625064573628,0.015068304792894074,0.07609869704590297,0.012202277727222837,0.007625838940112195,0.004446558023105729,0.008855318982713913,0.004368498002587974,0.009345195963231006,0.008409218255237012,0.008427797116210493,0.003704223312849897,0.009912807225979757,0.005713226971462056,0.002347587427994196,0.003709003217175306,0.017820608819112273,0.011938238683380752,0.0064194403074644205,0.0019475350670471393,0.0032584715828790035,0.0070889785226581434,0.004629886498171395,0.001625129480147467,0.004201605602387663,0.0027699940828733345,28.1743038892746,37.169146254658706,3.193560757441446,2686.948747646064,3468.0962720960383,228.2868117536418,0.07217136025428772,0.0969863459467888,0.006454566493630409,0.02148470282554626,0.02523842453956604,0.0014877542853355408,2.4397090438375097,0.6486580623685688,2.9019082907570093,0.07582207769155502,0.08468756824731828,0.00941481627523899,0.2081788331270218,0.23155565559864044,0.026092927902936932,0.04824367104327842,0.0636457983812649,0.005468425954523025,0.09570609964901383,0.12352969802657306,0.00813132009808163,0.0953994020819664,0.12381170690059662,0.007881284691393375,0.03378347307443619,0.05725185200572014,0.0032349126413464546,0.03378347307443619,0.05725185200572014,0.0030212863348424435,0.00932928986432443,0.0053100679234441076,0.0011943109520301074,0.030543163289398493,0.03425069513524645,0.0023682713289987873,0.11523613333702087,0.14750896394252774,0.009445334784686564,571.5864269232807,573.4569726843956,570.9482055929371,576.8513827383407,577.6295020674039,577.0300138915575,0.0,0.0,0.0,573.572929652716,578.267711487088,0,584.0,559.0,575.0,565.0,536.0,641.0,0.0,0.0,0.0,10
353,13,12,30809,899.0,643.0,1.0,1.0392894555578245,0.649077069748724,1.0,0.7331112433075551,0.8670431810543191,226.80012861736927,226.40008833920535,84.64632301523794,31.836481492509414,28.319604517012596,169.31422232746115,172.53199595085377,45.66299531875421,668.2259999999974,0.9897360939332124,0.7653049755886148,0.009674529658673464,0.15635716240486885,0.08135060994908558,0.005780190823490732,0.007488239045990501,0.058025843244861625,0.010400574086528872,0.009541863356534524,0.001107103118534107,0.0026215819790199905,0.0018957245220118746,0.0006636408212661484,0.02420047180283141,0.016491473441947783,0.0034002300415253888,0.0024444391924162115,0.003718945526472826,0.003354530202446913,0.001244797807359414,0.008678281310076691,0.017439094970129108,0.002785856921757639,0.006344872408438428,0.0026297358280298485,0.0027762240798452124,0.001969684663451949,0.0025496336211911427,0.0022645499636808238,0.0007348492211369433,22.460410539060828,34.54920281842351,2.5553368965629493,2291.626248586923,3649.8850406371057,234.09901927853932,0.05748073384165764,0.0965590924024582,0.00555428396910429,0.01587701216340065,0.019905399531126026,0.0017395280301570892,2.8322182910338016,1.833016801496932,1.3327549342415288,0.05561913549900055,0.06822308897972107,0.00666819280013442,0.2262150049209595,0.2202792465686798,0.03900206089019776,0.04010787596260863,0.061695005032899125,0.0045631016010052655,0.07438171471280869,0.11846814374491565,0.007598397198173888,0.07611963152885437,0.12230869010090828,0.0070649273693561545,0.0312809944152832,0.056046389043331146,0.003112840466201305,0.0312809944152832,0.056046389043331146,0.0029907682910561557,0.0053361445615713755,0.0016452601605609928,0.0006494338957291488,0.021221250664425474,0.029719720581003414,0.0027018180837431053,0.09042496234178543,0.13951323926448822,0.009246967732906342,898.6028628928825,894.2997181933723,897.1072620450128,638.6052078241366,638.5434669424452,638.3008269006336,0.0,0.0,0.0,895.9223278912007,637.6907721769612,0,912.0,889.0,905.0,653.0,641.0,655.0,0.0,0.0,0.0,12
354,13,13,25536,546.0,827.0,1.0,1.0048723302720448,0.4143115692099554,1.0,0.7893419059689036,0.8970108621748187,188.67491834011975,187.66459442313567,84.40379138403677,29.961074146315397,26.40075756488817,169.28986627536042,171.71966809299312,-13.003264787894693,598.1119999999978,0.9896715434550912,0.9218325732717888,0.016971553208035232,0.06729197898779317,0.039794556829153734,0.010698731576760195,0.0012352422480347025,0.04909552499604202,0.02590305389525692,0.004832048711128402,0.003258474905166111,0.002388847940534875,0.004090320786535905,0.029124302727267886,0.011136019737141284,0.0014876162520893025,0.003019116254256824,0.002667734626714147,0.0039856543047047015,0.0023525315202173034,0.0013111700069748436,0.01259330105047623,0.0004829438931074008,0.005289059507109512,0.002759621300987105,0.0028688912006527077,0.005042024258117439,0.0035849250771106227,0.0014617828619217306,0.001596953134505976,0.0008382762740175541,18.435141578316692,32.11398493871093,2.47127494844608,2292.9091958627105,3296.256521582604,213.0664254466537,0.062134739011526115,0.10057221353054048,0.006454566493630409,0.023086898028850555,0.027603566646575928,0.001678492408245802,2.7239561835804373,2.4272292595682043,0.859269104190096,0.05575646460056305,0.06865034252405168,0.01123064011335373,0.3142290413379669,0.2405279576778412,0.032379645854234695,0.03600613589514978,0.06272262683341978,0.00482670888368375,0.08979124357231792,0.1290827271923012,0.008343766660661566,0.08525215834379196,0.1275043934583664,0.00804150477051735,0.028488593176007267,0.05571068823337555,0.0032806897070258856,0.028488593176007267,0.05571068823337555,0.0032806897070258856,0.004935356851528694,0.0022061271577011247,0.0009149105617937939,0.04022853654865086,0.03664655766806646,0.0026625968887851684,0.10827802121639253,0.15574882924556732,0.009826810099184513,545.0159779577665,549.1887359496691,546.6577818256452,827.6418349997832,824.6500434728537,825.7102179416762,0.0,0.0,0.0,547.343945802005,826.2274436090225,0,576.0,518.0,549.0,792.0,812.0,848.0,0.0,0.0,0.0,13
355,13,14,24206,1588.0,827.0,1.0,1.2274965093211463,0.8539543737337605,1.0,0.7763807813201616,0.7639565668817557,243.51474191035604,240.054160555488,62.585940913275394,25.187566610640587,23.08679276123039,125.14306264099352,126.71238236006668,-79.93629185598907,631.0039999999984,0.9865905848787446,0.5348286610186261,0.034151092469194615,0.17935209086581266,0.10030409954056617,0.01919227036199,0.010393059470225943,0.01513512759593825,0.040356771351875965,0.03364575222270002,0.004321592450264768,0.00786366715887841,0.004272615566465637,0.009518581809888042,0.013789455603471579,0.004359225474894436,0.01382593621987158,0.0092574184146214,0.007625149501540325,0.007361583754890702,0.003350739049387639,0.013107094011968676,0.011184480710480142,0.014342994451645219,0.005134899434406354,0.006480209478543653,0.005930524778591637,0.007063278009524255,0.006128577966019652,0.006169741067608583,0.0025272689814426308,19.646311176940802,34.100038208067424,2.015808364842087,1395.768476875499,2741.2395689599216,96.90678406436928,0.045075152069330215,0.08455023914575578,0.0034027618821710352,0.01063553988933563,0.028152897953987118,0.0005645835772156714,2.511082139096455,2.3057932091836006,6.642597561255988,0.04444953054189682,0.06626993417739868,0.006546120624989271,0.12123292684555055,0.2213016003370285,0.01033035758882761,0.035526783321773586,0.06166372189523945,0.003645223082897083,0.057662086956766875,0.11324628476245235,0.004003419981176951,0.056702524423599236,0.1102616935968399,0.00395208690315485,0.025925077497959137,0.056519418954849236,0.0018463416490703821,0.025925077497959137,0.056519418954849236,0.0018463416490703821,0.004522542550654604,0.0015805505281712828,0.0009476340745236734,0.016016741682632327,0.03388956298582906,0.000828852130197269,0.06645303964614868,0.14050507545471191,0.00453192973509431,1585.7482179230926,1582.451553277923,1586.4115389174008,843.8577470850186,844.4353711342732,852.156964032402,0.0,0.0,0.0,1584.2527472527472,845.8749483599107,0,1557.0,1558.0,1579.0,874.0,896.0,876.0,0.0,0.0,0.0,14
359,13,18,21767,1374.0,1143.0,1.0,1.0187216592198285,0.5296595174611262,1.0,0.7059872859366891,0.7428776578114424,180.86691985688117,191.90101615155663,76.89603370785778,26.833969013367142,23.60084744241189,154.0738208393666,153.41319315168502,66.56289861907875,606.799999999998,0.9722185001563268,0.7524514216340513,0.07033603026061136,0.16251895256172688,0.049276599742567616,0.02251114471339056,0.003413619685631175,0.05711000923196315,0.014586350572980113,0.011111722262698952,0.017198215181742582,0.01376274513987614,0.00896176923745982,0.004533313487364869,0.01010080571006885,0.002191876093463009,0.008162859889943128,0.014885503869016674,0.008607251424627496,0.0071482388386725874,0.003084115642250381,0.012572863900515652,0.009728588468907638,0.003929504436640987,0.002466413039096989,0.002851154468846805,0.0072312190378810235,0.003488529974178913,0.007958940838076113,0.004245478310344646,0.0025523650827934674,29.469474419951442,32.72533764690161,3.112199646420777,2064.3043584413826,2404.701062206179,189.38131011184302,0.06981002539396286,0.0787518098950386,0.006881819106638432,0.023514151573181152,0.027679868042469025,0.00158693827688694,2.251112483615559,2.9786941543956056,2.1572724978881768,0.07669184356927873,0.08181887865066527,0.0079499501734972,0.17375448346138,0.2364232838153839,0.030914777889847755,0.05767020434432767,0.06404175664755696,0.006090410266968252,0.09483642019761028,0.11047462039813384,0.008700386369818673,0.09022659808397293,0.10356298089027403,0.008255130611360073,0.0475928895175457,0.05772487819194794,0.004608224611729384,0.0475928895175457,0.05752651393413544,0.004486152436584234,0.006579486302471383,0.00583994873266705,0.0006331903816776719,0.02862399861542505,0.037199316535387966,0.002290358812503492,0.11921873688697815,0.13614480197429654,0.010288395918905737,1374.5600349786978,1375.0120491415892,1374.3852717975333,1147.8207739521138,1146.4840136861646,1148.3440478113682,0.0,0.0,0.0,1376.3978958974594,1149.1206872789085,0,1372.0,1366.0,1364.0,1131.0,1146.0,1122.0,0.0,0.0,0.0,18
