,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
1,2,60479,78975,150,1939,61482,0.5765357553737775,277.4964043479445,0.7657993035770814,150,138,316.29643297233747,258.43693384039693,1038.6122650963196,0.9836862821638853,6252.714594439023,4174.353048301606,0.1724080696231854,0.0011809540331562695,0.0009226913571263647,2.517131881117475e-05,-1.6226722386828962e-09,-5.602298320694545e-07,-3.475976475550217e-09
2,3,41072,54060,197,70,41592,0.8285501440027774,228.67989544636976,0.759748427672956,168,70,315.72458822290145,176.77889098848888,863.6711395993652,0.9874975956914791,6230.125975532543,1953.173518695002,0.19924278082945912,0.010843691226266201,0.001426929447464511,0.00010352701382975136,-2.796656189986292e-09,-3.3229849971943236e-06,-3.969231653715647e-08
4,5,50263,80908,534,1973,53438,0.8831118757589977,252.97596572999475,0.6212364661096554,187,108,396.22366669905455,185.89327060953386,1128.76659402887,0.9405853512481754,9812.074628277716,2159.7692536193367,0.238184029642024,0.023178630528571612,0.00465477327101509,0.0009709466239636203,1.8163356216324882e-06,8.790738150337229e-05,-9.806429810819931e-07
9,10,20768,25650,960,1993,20996,0.8445892187523806,162.61192719188793,0.8096686159844054,113,63,227.73182542663773,121.93099901726626,612.19090885901,0.9891407887216612,3241.361519509288,929.1980325842867,0.20081661941898954,0.012395034132747187,0.0008888419534791719,5.7746863394265126e-05,-1.1848001388847273e-08,-5.932204023030627e-06,5.5486760512208085e-09
10,11,13257,18122,999,33,13433,0.9176014068442746,129.92050124808654,0.7315417724312989,97,33,213.69939124429993,84.94588653748401,537.5990257669732,0.9868979379140922,2854.2143636365236,450.9877274774442,0.2493174995182898,0.03286237484630334,0.00233290429427762,0.00045104746223879,3.5666370785801025e-07,4.248211123886069e-05,2.9472846177162586e-07
13,14,155938,276144,1456,1289,169887,0.8566586073948111,445.58548913414114,0.5646981285126601,274,263,639.5921072834374,329.95516663174146,1988.3515139147198,0.9178924814729791,25567.378981204252,6804.400749186267,0.20759391380157835,0.014477701888076002,0.0010747392173715703,0.00021370645353250076,1.0194450371295973e-07,2.5476357441124667e-05,9.841120597141645e-09
16,17,9517,18655,1682,2018,11527,0.9548368373067955,110.07915673389101,0.5101581345483784,182,39,229.8051666607257,68.28215504453863,642.0193359837563,0.8256267892773488,3300.6509139977443,291.4032935954008,0.37743555822140856,0.09998059406782908,0.034933447013303774,0.02297888087756691,0.0006505484551268036,0.006868094155200221,2.5538226937701946e-05
17,18,47575,64960,1681,365,50775,0.806228632734427,246.11861234123552,0.7323737684729064,98,159,321.7337615611815,190.33900717892016,1010.3473298326138,0.9369768586903003,6469.5383330192,2264.308603366064,0.18358059771697874,0.007813072571105258,1.9286932364895472e-05,5.859182178164344e-07,-1.952305601321415e-12,-5.036118529991279e-08,-2.607462403715442e-13
18,19,41252,69536,1856,65,46271,0.9306927587272097,229.18044789949892,0.5932466635987115,253,65,409.16481581622895,149.67324400186197,1093.1452736853107,0.8915303321734996,10463.490406370536,1400.129998127557,0.28758897518903553,0.04827124301430247,0.008459800616306728,0.004590988960239542,2.860305720124088e-05,0.0010086026895424981,6.917824584064687e-07
19,20,1,1,1683,208,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,22,29958,36630,1973,929,30870,0.6068815435728334,195.3041481412415,0.8178542178542179,90,114,223.17745384775068,177.3797207189624,726.5584412271571,0.9704567541302235,3113.0109941228056,1966.472832646069,0.16955350246240986,0.0014647091544942588,0.00037938308176921646,1.3641917040157372e-05,-8.308538731145578e-10,-4.87332581165343e-07,-5.223548211693088e-10
22,23,11387,15844,2019,1809,11756,0.9461516918245588,120.409213500875,0.7186947740469578,39,122,219.61272087705126,71.09382293520329,544.6284630184961,0.9686117727118068,3014.3591981888517,315.8957287213774,0.2924611334776701,0.05615836368330803,0.0027028580079941516,0.0003996137897965223,1.31539516017366e-07,-5.965891162307141e-06,-3.939285387256956e-07
