,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
1,2,64565,85475,107,1790,67012,0.5861429566243228,286.7171275069311,0.7553670663936823,107,161,326.1244159741215,264.22849632808504,1108.636651713959,0.9634841520921626,6647.320918403865,4363.543641987554,0.170539217229016,0.001251160958472126,0.0007241683870700785,1.234700400984621e-05,-7.448386840375402e-10,-3.5241461421093653e-07,8.990576737841703e-10
3,4,41945,58539,330,1725,44159,0.49693017578186727,231.09745282870688,0.7165308597687012,125,117,250.44303798593634,217.33209615488036,863.8853890554881,0.9498629950859394,3920.1072047265725,2952.077501192135,0.16383799513455022,0.0005326193862334051,0.00014180331545339357,3.3906782025776455e-06,-6.676617363972331e-11,-6.895915240335823e-08,-3.2710838759991796e-11
5,6,40845,55020,527,257,42307,0.5791390227954578,228.04707672914319,0.7423664122137404,105,135,252.93796784250006,206.20231536668035,854.2935059634513,0.9654430708866145,3998.6009735183497,2657.462178911244,0.16295906848891156,0.0010781263236099704,2.640822714347798e-07,4.711117067496712e-08,-2.1323510578974284e-16,7.781363407073935e-10,5.2504630111774885e-15
6,7,44358,57228,553,1405,44774,0.47939749043345525,237.65176146067665,0.7751100859719019,125,112,253.74778704731142,222.68852100623218,799.636651713959,0.9907088935542949,4024.2462144629812,3099.386086746444,0.16059408226722183,0.0004347185777350656,1.0712455456434934e-06,4.944985242096517e-09,7.055811786483064e-17,6.6595136102075604e-12,3.5292439291753113e-16
8,9,45594,61320,747,1650,46233,0.7150603564962201,240.94000042055077,0.7435420743639922,106,136,288.4626544570547,201.6534878583747,833.77878733769,0.9861787035234573,5200.668938525634,2541.508072840479,0.16980692659924795,0.003401526288050791,2.479762008160707e-05,1.1677864885395218e-06,6.284183056531455e-12,6.810797667908329e-08,-1.5626540977071906e-14
9,10,72751,93564,1147,1496,73214,0.6706405633322988,304.35086679526285,0.7775533324783036,169,136,353.5477410948477,262.2555171322207,1032.0041840821061,0.9936760728822356,7812.250327079341,4298.622266643031,0.1664701872650874,0.0023325643781506315,4.121899382360433e-06,1.016119845541316e-07,9.700032607262843e-15,5.4358989265989346e-11,-6.504131286304705e-14
10,11,40058,51060,1264,1838,40309,0.48125703520205254,225.83938913086254,0.7845280062671367,115,110,241.26347842803534,211.48662565323104,752.5239533417509,0.9937731027810166,3638.004126449692,2795.4120518868676,0.1606025307887703,0.0004424418659273408,2.3127057781282093e-06,8.583704920083745e-09,-1.0747418382982979e-15,-1.7357033855448652e-10,-5.546120195415422e-16
13,14,48182,64588,1426,1370,48739,0.6532529000920665,247.68372523125052,0.7459899671765653,132,119,284.8006591004953,215.63390876317914,844.7493500861672,0.9885717802991444,5069.463464004784,2906.1239130304416,0.165530434125508,0.002015949895792634,3.7783370980814134e-06,6.262854771963511e-08,-2.94037798365342e-14,-2.7966042204989523e-09,7.972878010937107e-15
14,15,44938,67266,1551,1826,45580,0.8478906614209423,239.20041526157254,0.6680641037076681,149,108,329.2071283465451,174.53611498796084,864.4478348960021,0.9859148749451514,6773.583334636163,1903.9284646931678,0.19309964393896772,0.011742724848384796,3.4636328157906744e-05,4.102456892757349e-06,4.161676311959409e-11,3.3544247102390704e-07,-2.568091610100742e-11
16,17,46053,62594,1719,699,46819,0.6372653115376237,242.14974861372136,0.7357414448669202,115,129,276.11769530707284,212.7885791799116,849.9625535217635,0.9836391208697324,4765.0613538555945,2829.936214337845,0.16491862784603473,0.0017656403985474435,1.3295919426883183e-05,2.474253272635656e-07,-3.5399412779222015e-13,-8.557456998436674e-09,-2.75833563509761e-13
17,18,38067,50575,1808,1051,38631,0.8336901111780689,220.15542180340105,0.75268413247652,141,88,296.57755394220607,163.77978136862748,790.8254685319159,0.9854003261629262,5497.3903438963835,1676.4885490722138,0.18845401247717436,0.01007475391494828,1.989740371502799e-05,1.3351267270181415e-06,1.6591130746777036e-12,-3.35900027348846e-11,-6.678482621932727e-12
18,19,34099,46008,1777,442,34699,0.5743255544980519,208.36553274456003,0.7411537123978439,106,107,230.50193083456276,188.69510305228343,714.5239533417508,0.9827084354015966,3320.696257403847,2225.3651197444915,0.16264586577754006,0.0010318286485394347,4.311689438776002e-06,3.0124342945211254e-08,1.0839606218706458e-14,9.159919287601438e-10,-6.100048682625535e-16
