,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
6,7,42759,58072,324,276,43209,0.6547665973981306,233.3290588275083,0.7363100978096156,118,123,268.4753609151932,202.92203645748089,799.4356415871823,0.9895855030202041,4504.938713658953,2573.5845550032,0.16554464016141993,0.0020401812804797977,1.3446135246358683e-07,7.569953132237021e-09,2.065811717908403e-16,1.9097207788043772e-10,-1.251088100790942e-16
7,8,36748,46460,516,1051,37137,0.4946563892238076,216.30766696982278,0.7909599655617736,99,113,232.29930068132137,201.88868228945194,721.0681092190353,0.9895252712927808,3372.6853185644345,2547.440002285704,0.16110061284560082,0.0005043113249386844,9.240699599412765e-06,1.0496397015963692e-07,-9.717403234494859e-14,-2.1194233109819608e-09,-3.5262785887309115e-14
8,9,41633,59976,583,1374,42935,0.7454834598560597,230.23636108564398,0.6941609977324263,127,122,283.5249754361169,188.97623656678877,826.8853890554881,0.9696750902527076,5024.150731003168,2232.001124184182,0.1742884696079396,0.004497818808601745,0.0001037523722823,5.057767048901148e-06,1.0083588982803748e-10,2.9158195180869396e-07,-5.7060436032458407e-11
9,10,53612,69768,613,266,54364,0.6869892119549258,261.2679055535554,0.768432519206513,150,106,308.1432304519029,223.91770634404438,904.8498551495554,0.9861673166065779,5934.51565458341,3133.6962008986056,0.16914518867943767,0.0027292681723893337,0.00015612998512179094,4.471092298168347e-06,5.609413279525239e-12,-1.8642703518664397e-08,1.179976711586987e-10
10,11,46310,55357,660,1951,46612,0.7011410927198812,242.82447017688597,0.8365699008255505,140,104,288.8441647702691,205.9524052041133,825.9554108468271,0.9935209817214451,5214.434470114647,2651.024575584954,0.16984364166917731,0.003063984406054178,9.618762117332337e-05,2.972844027635181e-06,-4.647335009782822e-11,-1.5551031557193269e-07,-1.916778884192902e-11
13,14,41458,55704,701,656,41848,0.7381095664085311,229.751964182312,0.7442553497055867,107,132,279.8522074260362,188.8109290421815,788.080302527855,0.9906805582106671,4894.828625076574,2228.097932860731,0.17181066520182603,0.004137534464414658,6.629362972228328e-06,3.266499205417339e-07,4.673862591142592e-13,2.0056347631413986e-08,-1.1228207765654562e-13
15,16,48533,66639,1049,801,49814,0.6870130375716398,248.58426101551896,0.7282972433559928,139,120,292.8384096196166,212.7895923896773,876.4062043356595,0.9742843377363793,5359.645884284147,2829.963164335313,0.16874310363298084,0.0027168010308902227,0.00010272532911117026,2.9050885020265434e-06,-5.144263446050418e-13,-3.864308839899811e-09,5.018281327066408e-11
16,17,46513,60192,1176,222,47820,0.5617372541809859,243.35609904883546,0.7727438862307283,114,134,267.9940831574969,221.71571085104134,875.77878733769,0.9726683396068591,4488.80178796421,3072.3660273864107,0.1625603125008196,0.0009273529598300479,1.3854828264858942e-05,2.2734313201595937e-07,-2.8536877779006766e-13,-5.477651022201876e-09,2.8523982945686015e-13
17,18,41568,54978,1238,1584,41901,0.5535647796175248,230.05656129645868,0.7560842518825712,117,114,252.1568472622118,209.9977657902551,770.8082245892128,0.9920526956397222,3973.9422263261513,2756.1913523061776,0.16190660071767532,0.0008582200197275054,3.697872271962065e-06,3.238776551192529e-08,-3.0896750207738373e-15,-2.762729886002394e-10,1.0774244461338724e-14
18,19,36260,46436,1467,828,36671,0.6752165871752404,214.8666234948951,0.7808596778361616,94,122,250.3757436868495,184.68203657690512,734.7249634685276,0.9887922336451147,3918.0008141714343,2131.7159146370823,0.16684271177078094,0.0024268663184110113,7.682489747776496e-06,1.767534072812849e-07,-5.6550950663416486e-14,-4.2897547214974615e-09,-1.9805398328791608e-13
