,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,685,1092,4,61,722,0.9856406903615882,29.53250900522315,0.6272893772893773,4,42,75.60340217870083,12.766106159657433,168.9411254969543,0.9487534626038782,357.2421513121491,10.185841654977715,0.5363912306089441,0.25669579002153425,0.007421236277336388,0.000984228495092878,-5.689750591204954e-07,-0.0002507073876544743,2.5984380377186907e-06
2,3,33934,51906,72,1935,37654,0.7946080008820346,207.86079647457095,0.6537587176819636,72,137,280.7034454968994,170.42146888626505,863.0609665440988,0.9012057151962607,4924.651519614423,1815.2173160845127,0.1986169869658436,0.008396390564235889,0.0008237109163030385,1.841410374339153e-05,6.32975085024537e-10,-1.4058842791805813e-06,2.1777193585960163e-09
3,4,1,1,5,668,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,6,72792,107328,242,220,77260,0.681095811786054,304.4366156367561,0.6782200357781754,149,165,360.7690401272749,264.15303534335425,1125.827560572969,0.9421692984726896,8134.643769647205,4361.051630069211,0.17166303164793406,0.002687463738839311,0.0002137220302174802,5.491139066350526e-06,1.4526857283084004e-10,2.3000623488807567e-07,1.1951343446931983e-10
9,10,55476,82044,596,1059,60430,0.6591092015278894,265.7710235968697,0.6761737604212373,158,119,318.7876590534993,239.7433811019157,1069.1940469205895,0.9180208505709085,6351.598222800631,3592.3055488861496,0.1792469495220777,0.0024739177509065548,0.001068350823830366,2.8195989301879905e-05,3.653830369998668e-09,2.402361195522077e-07,3.255440122006988e-09
14,15,39682,55470,1083,1729,41751,0.6567680232968331,224.77698194917718,0.7153776816297097,106,124,259.8544288343051,195.95432153739162,862.9919907732864,0.9504443007353117,4220.270261550184,2399.881008073716,0.1668300808836223,0.002104463610401937,4.88836401093092e-05,1.3380989669269223e-06,1.077533795446178e-11,5.7834341770987156e-08,1.00564985578764e-12
15,16,1230,1638,1098,143,1256,0.47175592144145406,39.573787284315486,0.7509157509157509,18,20,42.20256156408453,37.21123009086046,130.46803743153546,0.9792993630573248,111.31601266064658,86.54222780468494,0.16086035810189553,0.00040567150247172696,2.2127956048555064e-05,1.2452697373057915e-07,2.05972338905388e-13,2.293554213477164e-09,-1.747193759944249e-14
20,21,1,1,1353,2009,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,23,1,1,1476,1110,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,25,29949,42897,1723,1554,34553,0.6593143891223515,195.27480924398157,0.6981607105391986,86,109,229.42066008542307,172.493907441092,928.16966030295,0.866755419211067,3289.6149546269517,1859.6342565185012,0.17193392804919871,0.0022797944870529482,7.220033400857226e-05,7.53782305701772e-06,1.3828310280732022e-10,6.286548326752406e-08,1.0862990422168281e-10
25,26,32647,46367,1876,1083,34718,0.5208961589146666,203.8809736512185,0.7040998986348049,91,115,221.74037707469114,189.28203200786993,802.5655839020935,0.9403479463102713,3073.0496765766384,2239.2304775642683,0.16271878439491858,0.0006523147862614778,5.7745069804638195e-05,3.4176961868651196e-07,2.108704509000303e-14,-4.6291253921611335e-09,-1.5181537125220498e-12
26,27,36785,51504,1929,632,39494,0.6791398986429045,216.41653507318463,0.7142163715439578,113,112,254.3627339439926,186.7044988981412,842.9503602129438,0.9314073023750443,4043.7750262163977,2178.6606193003754,0.16915687496307658,0.0025708067573800312,8.302523113591867e-06,4.0159722184715134e-09,-4.519069903122369e-16,1.411134021568599e-12,5.7752252621737035e-16
27,28,1,1,1822,1509,1,0.0,1.1283791670955126,1.0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
