,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,89010,120405,175,772,90504,0.6296406081825272,336.646776127259,0.7392550143266475,175,171,382.2488811920796,296.96401281791293,1171.8397538817887,0.9834924423229913,9132.137948287285,5511.726556807346,0.1645193181113878,0.0016543913220004318,6.177903596965726e-06,1.0442011077696986e-07,-4.104603630363041e-14,-1.6869065529569472e-09,-7.313740882790835e-14
1,2,39659,49735,244,118,40130,0.555886082902476,224.7118312520545,0.7974062531416507,100,118,246.70069178990343,205.0720424080939,756.7249634685276,0.9882631447794668,3803.826958101058,2628.4089110891914,0.16218855415391842,0.0008784179268568073,1.8571366477121147e-05,1.3822040970437463e-07,1.7656422424459815e-13,3.5561078743062153e-09,-1.336644890062208e-13
2,3,58274,74415,549,1475,58746,0.8318016394265529,272.39082442310144,0.7830948061546731,105,184,366.28135620412723,203.31289034749358,965.4356415871823,0.9919654104109216,8385.126993920921,2583.5082113407466,0.18822519829189124,0.009911712984872721,5.600021587300698e-05,6.0274106325764e-06,9.982867381105063e-11,5.051281641255356e-07,-4.7925162162791505e-11
4,5,40267,53775,677,763,41052,0.6183821597420495,226.4277737996176,0.7488052068805207,114,121,256.2188481889278,201.35663756801728,823.77269068328,0.9808779109422197,4103.006135453801,2534.0309682936168,0.1648257159397874,0.001518216092082167,7.273220338610167e-05,1.3390165535542355e-06,5.186816690244911e-12,1.512424342321166e-08,1.2153729986288258e-11
5,6,91612,124545,824,476,92555,0.6682509805903248,341.53187431377137,0.7355734874944799,167,175,396.5190419114672,294.9847512792786,1167.6681810065347,0.9898114634541624,9826.709412399243,5438.500217956117,0.16662893103911453,0.0022944041381914426,3.127059623095917e-05,5.594012799998022e-07,-2.183751897152388e-12,-2.56892140388781e-08,8.397913640624661e-13
6,7,42594,55370,801,1575,43032,0.6209599976785424,232.8784343138057,0.7692613328517247,111,121,263.165576667656,206.28029914748694,788.9087296526011,0.9898215281650864,4328.507546426246,2659.472613523544,0.1640602000269942,0.0015354440647685939,6.398507827654105e-06,1.482154975600834e-07,1.4431167888899091e-13,5.793523654935758e-09,2.7405570087526613e-15
10,11,35560,49227,975,809,35850,0.8197286201272486,212.78251387457192,0.7223678062851687,98,126,283.2746760655694,162.24617085820046,755.2102448427661,0.9919107391910739,5015.28388125333,1645.2387473842732,0.18730378595718794,0.008981480471474974,0.0002868445445658117,2.9689930030217416e-05,2.7228916607415143e-09,2.780527351371691e-06,-3.0494937362379736e-10
11,12,62443,80264,1167,117,63585,0.6478296182029464,281.96612720661636,0.77797019834546,155,117,325.5779687588421,248.02049831329035,991.3351365237941,0.9820397892584729,6625.0633588208475,3844.6354739733033,0.16766809462700627,0.001982694266294134,0.0002267391472235264,6.746781224159871e-06,1.9238727870316405e-10,1.7154752722175926e-07,-1.8061102157093223e-10
12,13,39555,50373,1277,1054,39987,0.6901938296920596,224.41700067508114,0.7852420939789173,96,130,264.17301121301705,191.16207418759842,762.8254685319159,0.9891964888588791,4361.711240834553,2283.9336629815552,0.16801023647620045,0.0027592772035032248,1.9017190807743687e-05,6.673476226369366e-07,1.4772321670273134e-12,1.9115063555526585e-08,1.8627378941776903e-12
13,14,72754,91584,1732,130,73245,0.5719983243526922,304.3571419199195,0.7943964011180993,153,130,338.43897977677284,277.6061935460052,1032.2640687119285,0.9932964707488566,7158.808939521427,4816.574918443881,0.16460103716586455,0.0010364463303259425,0.0001701917734493149,3.5612443324833045e-06,8.637988436102901e-11,1.129547335754721e-07,1.500951067624094e-11
14,15,37320,52173,1667,1606,38103,0.8252244404769651,217.98463204895037,0.7153125179690645,87,134,290.94546976487766,164.32743926118835,776.7665940288703,0.9794504369734667,5290.579148544084,1687.7192058837218,0.18698548645304947,0.009319905080956389,7.363454965137519e-05,7.192053710311489e-06,1.5755887109976907e-10,6.544799056279228e-07,5.067793237095397e-11
15,16,75908,95448,1818,732,76647,0.4950073666432989,310.88433116153783,0.7952812002346827,162,148,333.7914009170165,290.02760214900053,1048.9747468305832,0.9903583962842643,6963.543707884028,5257.250625518684,0.16099481389843906,0.0005052800627831255,6.721672428554074e-06,2.3074391963678745e-08,5.8112226700309156e-15,3.9405384383666866e-10,-6.9863015940670336e-15
16,17,28496,37698,1821,1327,28752,0.6019343142052613,190.47895964324564,0.755902169876386,100,94,213.72801700321529,170.67156839135052,643.6122650963196,0.9910962715637173,2854.9790782579175,1820.549016072715,0.16407664564607782,0.0013177543619118845,8.171990830165097e-05,1.1560064849918674e-06,7.311679539550184e-12,2.6063030657461997e-08,8.531280216235214e-12
