,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
2,3,34479,47053,150,1764,35315,0.3382539795174854,209.52333107060815,0.7327694302169894,109,104,216.26272500029341,203.51508791703097,732.1391770309007,0.9763273396573694,2923.097889034533,2588.649438117303,0.1598580970199784,9.409121024184172e-05,1.009768940093344e-06,1.1164726328408858e-08,-3.2567026990651064e-16,-4.349326749310732e-11,1.1398376376493008e-15
3,4,48113,64190,314,1926,48909,0.6428901211904442,247.50631146668337,0.749540426857766,131,127,283.18904098706247,216.91102871481053,868.080302527855,0.9837248768120387,5012.252058448259,2940.649648632335,0.16529631715088633,0.0018539069830143834,1.681769357152557e-05,3.4636086484499027e-07,8.334992889984673e-13,1.491159097365284e-08,-6.386635280918207e-14
4,5,32960,41760,375,1473,33275,0.6920308165437613,204.85598696272208,0.789272030651341,122,85,241.31783006349767,174.1996092447892,699.8549057834388,0.9905334335086401,3639.643444159696,1896.593991314828,0.16796836879473676,0.0027966943926062875,2.354215357906755e-05,7.536966214203843e-07,3.156914998967928e-12,3.956053473445466e-08,-3.366242005882561e-13
5,6,74531,99443,630,435,75357,0.7449630001410703,308.05164584636844,0.7494846293856783,135,181,377.48245985888724,251.82073271930986,1071.0163773909258,0.9890388417797948,8905.812968819775,3963.3550892056305,0.1726686621409267,0.004397562870645921,6.132672235484575e-06,2.914330065532586e-07,3.4968394869587417e-13,1.7024176007473842e-08,1.718112516721495e-13
6,7,30650,36624,625,1968,30862,0.6354070428889323,197.5469363116845,0.8368829183049367,109,92,227.1045789242621,175.36501633737808,675.3452377915606,0.9931307109066165,3223.5306105228997,1922.0555596880552,0.16788209364472934,0.0018030623153539138,0.00024359354919874378,6.547555106642146e-06,-1.7270403660981948e-10,-1.8323024601764759e-07,1.9633962788404632e-10
7,8,37712,47402,695,879,38031,0.790921243726784,219.1264696723161,0.7955782456436438,140,86,280.5383341581662,171.66644432635718,761.8549057834388,0.9916121059135968,4918.859808264933,1841.835506728393,0.17927172557788837,0.006657370420412934,4.0287830205053706e-05,2.7921226466085704e-06,2.6871797272384185e-11,1.9564789788765355e-07,1.2444340004288281e-11
8,9,39159,51448,663,1284,39416,0.644142873920512,223.2908133629421,0.7611374591820868,107,117,255.40344709223223,195.3594236085105,751.5950211536165,0.9934798051552669,4076.932549162167,2385.3315245405906,0.1650262793662442,0.0018660904641233961,4.332546614361848e-06,9.351961082523796e-08,4.718826395907231e-14,3.2754174289793044e-09,-3.628941705472704e-14
9,10,35126,45500,1044,822,35410,0.7651012022138491,211.480051655865,0.772,126,90,263.96221663469254,169.96792367680666,729.9970414071697,0.9919796667608021,4354.7532381687715,1805.5684424377987,0.175377830684011,0.005266780816791522,4.59141522737788e-05,2.892598393804511e-06,3.3315020387623345e-11,2.0976374581639574e-07,-1.165082234161547e-12
10,11,37209,48124,1146,1674,37446,0.5507540442766368,217.66021735735418,0.7731900922616574,110,102,238.36373372752834,198.95448273346892,724.8670990922585,0.9936708860759493,3551.0793472830023,2473.9303874838865,0.16192345224990967,0.000838022223693153,1.4230483911174608e-05,1.0351605389170433e-07,-2.7426045370680623e-14,-8.094888257699644e-10,-1.226081026942573e-13
12,13,40191,56832,1437,967,40668,0.7538183946973017,226.21399280869193,0.7071896114864865,108,129,279.37789876016586,183.57441660142567,780.6072144624361,0.9882708763647093,4878.250644727842,2106.2229019096117,0.1737820294751923,0.004757047858631941,7.064419589519962e-06,3.250501188007376e-07,2.726326596320793e-13,1.1846085519806236e-08,-4.1023398416464433e-13
13,14,37362,47564,1569,362,37763,0.6640650294606519,218.10725772058836,0.7855100496173577,126,91,252.38037195075904,188.69844920110654,740.7249634685276,0.989381140269576,3980.9907591252177,2225.444045681412,0.1661162358762012,0.0022078244983692237,1.494191845329915e-06,4.2366539623794694e-08,-9.118889800749924e-15,-1.8147088368324126e-09,5.520074925972648e-15
14,15,35579,44928,1666,618,35895,0.6231276322362665,212.83935200552634,0.7919115028490028,121,98,241.28507412128607,188.71392220651495,716.4406922210658,0.9911965454798718,3638.655437107157,2225.809027160411,0.16482937868595432,0.0015768937430674,7.713780027297643e-05,1.105778895019995e-06,8.173117495697652e-12,3.328194148548689e-08,-6.123498028412039e-12
15,16,28522,33775,1699,77,28850,0.4987206501806235,190.56583716641427,0.8444707623982235,100,77,208.30238572003003,180.5487544815383,663.8477631085024,0.988630849220104,2711.867743541011,2037.3657965521747,0.1665112383455994,0.0005592506070215234,0.00037683481632168927,6.541736415776028e-06,-4.610693773543469e-11,8.699503259848038e-08,-3.215100770651796e-10
