,label,area,bbox_area,centroid-0,centroid-1,convex_area,eccentricity,equivalent_diameter,extent,local_centroid-0,local_centroid-1,major_axis_length,minor_axis_length,perimeter,solidity,inertia_tensor_eigvals-0,inertia_tensor_eigvals-1,moments_hu-0,moments_hu-1,moments_hu-2,moments_hu-3,moments_hu-4,moments_hu-5,moments_hu-6
0,1,761,1157,4,103,813,0.9858398809492336,31.127725479762553,0.6577355229040622,4,46,79.76233749329887,13.375297151157245,179.31980515339464,0.9360393603936039,397.62690514968193,11.181160867609695,0.5371985098781756,0.25787411140974814,0.006828769031678772,0.0009747373308448325,-1.40232298494868e-07,-0.00019960266605912756,2.510882205330521e-06
2,3,32213,58604,91,589,37811,0.8151248941565002,202.5212716100553,0.5496723773121288,87,119,283.4610750549998,164.2048212108756,957.6610383315984,0.85194784586496,5021.886316958514,1685.2014568059762,0.20821059118258128,0.010729217181155624,0.0027305949161907563,0.0006495844903910685,8.365706200899067e-07,6.369604489295461e-05,2.2045873702097934e-07
4,5,201083,320760,653,783,208938,0.8207868504852838,505.9909360591163,0.6268954981917945,317,284,678.2660059877333,387.448997463972,1874.3342699720167,0.9624051153930832,28752.79842990949,9382.29535223981,0.1896485221632326,0.009279639145438223,0.00022785363819318973,1.3620574628643523e-05,-4.212823714367756e-10,-1.086403828549006e-06,-6.310960163012206e-10
7,8,27394,33490,532,1969,27698,0.4880788607275766,186.75953546867441,0.8179755150791281,95,95,204.00253356213224,178.05331612970994,657.8893936688451,0.9890244783016824,2601.064606235556,1981.4364615491518,0.16728119543639877,0.0005116245423551579,0.0005746324257665267,9.244133550162098e-06,-3.795749476726916e-10,-7.825591373824726e-08,-5.566441681020526e-10
11,12,5243,7544,1265,2026,5367,0.9686938496167316,81.70431404183293,0.6949893955461294,86,23,171.2245685577736,42.50793485968439,406.5512985522207,0.9768958449785727,1832.365804862232,112.93278287719822,0.3710277680220161,0.1075500981169842,0.004533306164183048,0.0009056441266559009,1.0998283302956502e-06,5.881918308175332e-05,-1.46891929540045e-06
12,13,53241,85352,1380,830,60160,0.8249356391211707,260.3623371404643,0.6237815165432562,110,214,366.8471673075242,207.35180369403665,1105.4255403194156,0.8849900265957447,8411.052760097165,2687.173155948144,0.20845261952339947,0.011558156549056762,0.0021506639499612244,0.0005917365148773671,6.61940632820895e-07,6.229378012704431e-05,-8.629835230347722e-08
15,16,3734,5375,1673,9,4026,0.9925575796407787,68.95126148259433,0.6946976744186046,124,9,205.75777696966142,25.05640713679179,457.88225099390854,0.9274714356681569,2646.0164239685582,39.238971162791906,0.7191364207636182,0.4873705520240418,0.024085922375247357,0.018707455915550904,0.00039679833283179095,0.01238298213941924,-1.556562760254279e-05
19,20,2938,3776,1820,877,2973,0.4076390277525472,61.16189812646357,0.778072033898305,30,28,64.13318023551939,58.56277459416049,200.99494936611666,0.9882273797510932,257.0665504451009,214.34991051040308,0.16045488800391555,0.00021139299173046056,5.4355301278499155e-05,1.759370806983544e-07,-1.3205991775166398e-13,-8.965342515879115e-10,5.278024300561177e-13
20,21,75209,98640,1940,1826,79950,0.8439274773595169,309.4496290512995,0.7624594484995945,132,209,432.4355761570682,231.98321283655835,1190.5138520739843,0.9407004377736085,11687.532970393473,3363.5131898732457,0.2001229395453565,0.012249731757398165,0.0001891517191104964,1.5664018850224812e-05,6.09173986276692e-10,9.441403521055489e-07,-5.965590810877216e-10
21,22,10152,13440,1955,26,10315,0.9511403425528094,113.69225065127074,0.7553571428571428,117,26,211.0308943425673,65.15766353595295,500.30865786510145,0.9841977702375182,2783.377397938988,265.3450698415283,0.3003075716883882,0.06152043320317535,0.0026608205453284425,0.000788843817755301,1.0333141049299514e-06,0.00013008961127473575,-4.882609502905549e-07
22,23,22936,29295,1979,1162,23264,0.5582564035316372,170.88891771570704,0.7829322409967572,86,85,191.30449348446044,158.7193084659702,610.5756851698602,0.9859009628610729,2287.3380767091226,1574.4886799947371,0.1683740302015983,0.0009659623800777005,0.00048396238651791235,1.5203107511263035e-05,5.153579747281446e-10,3.0195758184328647e-07,1.197928106239067e-09
