,ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_c2,Intensity_IntegratedIntensityEdge_c3,Intensity_IntegratedIntensityEdge_cebp,Intensity_IntegratedIntensityEdge_dapi,Intensity_IntegratedIntensity_c2,Intensity_IntegratedIntensity_c3,Intensity_IntegratedIntensity_cebp,Intensity_IntegratedIntensity_dapi,Intensity_LowerQuartileIntensity_c2,Intensity_LowerQuartileIntensity_c3,Intensity_LowerQuartileIntensity_cebp,Intensity_LowerQuartileIntensity_dapi,Intensity_MADIntensity_c2,Intensity_MADIntensity_c3,Intensity_MADIntensity_cebp,Intensity_MADIntensity_dapi,Intensity_MassDisplacement_c2,Intensity_MassDisplacement_c3,Intensity_MassDisplacement_cebp,Intensity_MassDisplacement_dapi,Intensity_MaxIntensityEdge_c2,Intensity_MaxIntensityEdge_c3,Intensity_MaxIntensityEdge_cebp,Intensity_MaxIntensityEdge_dapi,Intensity_MaxIntensity_c2,Intensity_MaxIntensity_c3,Intensity_MaxIntensity_cebp,Intensity_MaxIntensity_dapi,Intensity_MeanIntensityEdge_c2,Intensity_MeanIntensityEdge_c3,Intensity_MeanIntensityEdge_cebp,Intensity_MeanIntensityEdge_dapi,Intensity_MeanIntensity_c2,Intensity_MeanIntensity_c3,Intensity_MeanIntensity_cebp,Intensity_MeanIntensity_dapi,Intensity_MedianIntensity_c2,Intensity_MedianIntensity_c3,Intensity_MedianIntensity_cebp,Intensity_MedianIntensity_dapi,Intensity_MinIntensityEdge_c2,Intensity_MinIntensityEdge_c3,Intensity_MinIntensityEdge_cebp,Intensity_MinIntensityEdge_dapi,Intensity_MinIntensity_c2,Intensity_MinIntensity_c3,Intensity_MinIntensity_cebp,Intensity_MinIntensity_dapi,Intensity_StdIntensityEdge_c2,Intensity_StdIntensityEdge_c3,Intensity_StdIntensityEdge_cebp,Intensity_StdIntensityEdge_dapi,Intensity_StdIntensity_c2,Intensity_StdIntensity_c3,Intensity_StdIntensity_cebp,Intensity_StdIntensity_dapi,Intensity_UpperQuartileIntensity_c2,Intensity_UpperQuartileIntensity_c3,Intensity_UpperQuartileIntensity_cebp,Intensity_UpperQuartileIntensity_dapi,Location_CenterMassIntensity_X_c2,Location_CenterMassIntensity_X_c3,Location_CenterMassIntensity_X_cebp,Location_CenterMassIntensity_X_dapi,Location_CenterMassIntensity_Y_c2,Location_CenterMassIntensity_Y_c3,Location_CenterMassIntensity_Y_cebp,Location_CenterMassIntensity_Y_dapi,Location_CenterMassIntensity_Z_c2,Location_CenterMassIntensity_Z_c3,Location_CenterMassIntensity_Z_cebp,Location_CenterMassIntensity_Z_dapi,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_c2,Location_MaxIntensity_X_c3,Location_MaxIntensity_X_cebp,Location_MaxIntensity_X_dapi,Location_MaxIntensity_Y_c2,Location_MaxIntensity_Y_c3,Location_MaxIntensity_Y_cebp,Location_MaxIntensity_Y_dapi,Location_MaxIntensity_Z_c2,Location_MaxIntensity_Z_c3,Location_MaxIntensity_Z_cebp,Location_MaxIntensity_Z_dapi,Number_Object_Number,in_object
0,1,1,8331,282.0,0.0,1.0,2.3524868996241834,0.9687809987987324,1.0,0.6585770750988142,0.3949009748059538,216.40475874413124,229.0021833957048,52.20153254455275,19.022155267382523,17.464249196572982,54.0,53.65065315296648,-0.2854834462114483,514.8839999999987,0.9651856571858888,2.2046540337614715,8.860868275165556,2.5261921370401983,6.604654034599662,99.7885719886981,381.13995670154685,159.40592139214274,339.5449767950922,0.009338521398603916,0.04155031591653824,0.012268253602087498,0.03500419482588768,0.0018310826271772387,0.0033417269587516785,0.003295948728919029,0.004730295389890671,3.194488864235116,2.555053723214631,11.173995236933274,1.6660818630037004,0.013855191878974438,0.046814680099487305,0.018570229411125183,0.031540397554636,0.03512626886367798,0.11815060675144196,0.1427328884601593,0.07627984881401062,0.009147942048802786,0.036767088278695265,0.010482125049959328,0.02740520346306913,0.011977982473736418,0.045749604693499805,0.019134068106126847,0.04075680912196522,0.010879682376980782,0.04443427175283432,0.015030136331915855,0.040726330131292336,0.006576638668775559,0.029724575579166405,0.007492179982364178,0.024368658661842343,0.0063630123622715465,0.029724575579166405,0.007019150070846082,0.024368658661842343,0.0013643043733639725,0.0040565037590103254,0.0019457403708627106,0.001266358046294296,0.0038809394075991865,0.007173470591315992,0.014988944428707419,0.008153679838369628,0.013290608301758766,0.048645760864019394,0.019520103931427,0.04466315731406212,276.59026720081266,277.0017769321186,269.08515230067553,280.6041026223296,18.921438699913928,19.718286019758136,16.193504896379455,18.974834352765527,0.0,0.0,0.0,0.0,279.5055815628376,20.227463689833158,0,277.0,260.0,249.0,351.0,3.0,21.0,5.0,4.0,0.0,0.0,0.0,0.0,1,0.0
1,1,2,49529,2043.0,89.0,1.0,1.8097388777053385,0.9196407471057556,1.0,0.578778848962898,0.3931081746864529,443.69130848829917,511.72258109252914,173.01156030739682,63.75495938775875,55.46169849544819,174.0,174.26446868843033,78.00748581763462,1258.2839999999976,0.8856246256180096,8.771511466242371,21.62752735242248,8.605294941924512,14.19902347587049,1657.970524717588,2346.279337216169,1972.2920171786102,2821.1220162790273,0.02542153000831604,0.043686579912900925,0.023224230855703357,0.046986342407763004,0.007797360420227052,0.00326542928814888,0.011734187602996826,0.008422978222370148,20.94429855332756,1.0534429947865844,13.826827717896313,6.717489892429477,0.036026552319526665,0.05250629410147667,0.03779659792780876,0.029266804456710812,0.0958113968372345,0.11891356110572815,0.17187762260437012,0.14914168417453766,0.016550021634419567,0.0408066553819292,0.016236405550800966,0.026790610331831114,0.033474742569355086,0.04737182937705523,0.03982095372768701,0.056958994049527076,0.033844511955976486,0.046829938888549805,0.03398184105753898,0.056900892406702035,0.008834973908960821,0.03341725841164589,0.009048599749803543,0.024292362853884697,0.007766842376440763,0.032852675765752785,0.008316166698932648,0.024292362853884697,0.0054062027193987824,0.0029101439377722423,0.0046947862980114075,0.0009371561017153897,0.012286564309717387,0.0056203519978991826,0.025040018179927445,0.0162224138361878,0.04129091277718544,0.05021744221448898,0.0475623719394207,0.0642404854297638,1971.9237500540087,1971.3046655850173,1970.931822295645,1976.412702683504,139.92124848484698,161.09191603109878,147.10586795855562,155.52512067937056,0.0,0.0,0.0,0.0,1972.3326132164996,160.8615558561651,0,1959.0,1918.0,1971.0,2043.0,45.0,52.0,186.0,376.0,0.0,0.0,0.0,0.0,2,0.0
2,1,3,54217,1186.0,186.0,1.0,1.0182892007840951,0.5600112879050766,1.0,0.7559115498299035,0.8837362715878901,288.1130285495472,286.77517326295873,118.43141475132349,43.063756737148026,38.18376618407357,236.80817079673912,238.6973158841673,-58.0609583980996,878.0339999999962,0.9921948630669704,24.97280847467482,30.74900445714593,10.29233241919428,20.231174273416396,4689.164619138463,2714.229180747643,2109.549681535922,5097.187965322286,0.07043564319610596,0.046799421310424805,0.02278172038495541,0.06724651157855988,0.0162661150097847,0.0033112093806266785,0.010757612064480782,0.024422064423561096,4.394286375605628,2.082407252584384,4.131193167969864,2.6629173791896603,0.07679865509271623,0.05986114218831062,0.025940338149666783,0.0313725508749485,0.19591058790683746,0.09227130562067032,0.233936071395874,0.2224155068397522,0.033701495917239976,0.04149663219587845,0.013889787340343159,0.0273025293838278,0.08648882489142637,0.05006232695921285,0.03890937679207485,0.09401457043588332,0.08734264224767685,0.05004959180951119,0.032639048993587494,0.09584954380989076,0.0158693827688694,0.030289158225059513,0.009216449223458769,0.0239871833473444,0.0158693827688694,0.02632181346416473,0.00909437704831362,0.0239871833473444,0.0118341360496249,0.005921566403161199,0.002541549002250363,0.0012500806171559773,0.025791035824202613,0.005427544959743781,0.02537384205400015,0.03604426466390922,0.10305943340063096,0.05340657755732536,0.04543755203485489,0.11709773540496825,1182.0609512267165,1183.9779863142294,1182.9375437000185,1184.4782401861098,189.1500411688561,187.77708603526924,189.5521870252694,188.67942777019357,0.0,0.0,0.0,0.0,1185.2552520427173,186.13239389859268,0,1096.0,1116.0,1155.0,1121.0,226.0,291.0,213.0,226.0,0.0,0.0,0.0,0.0,3,1.0
3,1,4,46013,455.0,474.0,1.0,1.013055110450696,0.5119012268692135,1.0,0.7766300403395953,0.8791427834698095,260.78913961971335,261.50334605889844,111.40017953306898,39.61750910994886,35.0,224.91779667319162,224.02942762129672,87.3241612805849,810.9899999999969,0.9887082737948149,22.539269156754017,33.82598616927862,9.918898368254306,19.381658744066954,2801.121664630249,2424.173850577325,1695.0982266366482,2839.7155302520837,0.0473487451672554,0.047959104180336,0.01899748295545578,0.046131838113069534,0.013107500970363615,0.004089415073394775,0.009330891072750092,0.012451361864805222,4.007853235220083,2.1001447575044097,6.092453271279878,1.9731266372611656,0.093110553920269,0.06919966638088226,0.02818341366946697,0.03311207890510559,0.1444724202156067,0.2125429213047028,0.22668802738189694,0.18359655141830444,0.032524197917393964,0.0488109468532159,0.014312984658375619,0.02796776153545015,0.060876744933611136,0.05268454242447405,0.03683955027137218,0.06171550497146641,0.05996795743703842,0.05181963741779328,0.026634622365236282,0.058350499719381325,0.012329289689660072,0.03782711550593376,0.009018082171678543,0.02389562875032425,0.012329289689660072,0.03782711550593376,0.009018082171678543,0.02389562875032425,0.015100586104052882,0.005311680610695829,0.003241148903051589,0.0014938611210727247,0.020005364752673067,0.006690767849849401,0.029761853781983136,0.02285331812440056,0.07357900589704514,0.05619897693395615,0.040772106498479836,0.07110704481601715,454.6695132860376,457.62250639894216,456.07230459955434,457.86361926623636,465.23683038436343,470.4636174324749,462.4254181241892,470.24695365836425,0.0,0.0,0.0,0.0,457.0882142003347,468.4325734031687,0,472.0,411.0,478.0,511.0,364.0,456.0,426.0,513.0,0.0,0.0,0.0,0.0,4,1.0
4,1,5,38938,1336.0,473.0,1.0,1.0255194376215335,0.5985886133597499,1.0,0.7491678691678691,0.8788550430498395,248.35803751009132,247.38633753705963,98.41239759298622,36.23505202152325,32.202484376209235,197.27847740455329,198.94884442105774,-42.67983080588497,746.161999999997,0.990410784687778,14.102616986259818,28.75938054174185,8.199328668415546,17.448615308851007,1868.714736818336,2208.6973719671373,1281.7422791570425,2603.294975904748,0.03778896853327751,0.051895935088396065,0.019287403672933582,0.051850154995918274,0.009796291589736937,0.004226747900247574,0.0075684748589992515,0.01274128258228302,0.6648327621263187,1.4157553878431728,7.0342471218627445,5.524954233769228,0.061280231922864914,0.06840619444847107,0.021057451143860817,0.03320363163948059,0.12336919456720352,0.2843824028968811,0.1915464997291565,0.16298161447048187,0.02242069473173262,0.045722385598953655,0.013035498677926149,0.02774024691391257,0.047992057548367564,0.05672344167566739,0.03291751705678367,0.06685743941406204,0.046540018171072006,0.05583276227116585,0.025665674358606342,0.0637827143073082,0.01188677828758955,0.03486686572432518,0.008682383224368095,0.024170290678739548,0.01188677828758955,0.03486686572432518,0.008682383224368095,0.024170290678739548,0.008053510729962661,0.006762661595877703,0.0019170532174533489,0.0016041789269697962,0.015402388342636882,0.008203858971398286,0.022536841878412525,0.022691679576167436,0.05758754909038544,0.060456246137619025,0.03706416487693786,0.07742428034543991,1344.736161930672,1344.518388413402,1349.1519924647573,1346.7018757779795,465.93606174442846,466.6745677481344,470.72562166555815,470.42495888661966,0.0,0.0,0.0,0.0,1344.7094611947198,465.2717653705892,0,1273.0,1297.0,1345.0,1286.0,489.0,437.0,471.0,531.0,0.0,0.0,0.0,0.0,5,1.0
5,1,6,37143,1638.0,603.0,1.0,1.0014139201913674,0.1957466645878717,1.0,0.7890510483716779,0.8937259862933122,219.2824286597246,223.03587155433087,105.68348972285122,36.12007017367588,31.827660925679094,212.0,215.04029986951755,-13.256940187569864,722.6719999999973,0.9911275366572828,18.957808885723352,28.0960708335042,8.539559068158269,16.90794236212969,2753.725432664156,2101.539333976805,1435.9538304684686,2516.5263483207677,0.059372853487730026,0.05317769199609757,0.021862363442778587,0.05380330979824066,0.01464866101741791,0.00314335897564888,0.010971236974000929,0.013870455324649809,1.4789119531366568,0.9083723167000496,1.6333915067906144,1.4617233304695283,0.08284123241901398,0.059235524386167526,0.02092011831700802,0.031006332486867905,0.1597924828529358,0.13095292448997498,0.1923704892396927,0.13005264103412628,0.030577111106005406,0.045316243279845486,0.013773482367997207,0.027270874777628528,0.07413847650066381,0.05657968753134656,0.03866014674281745,0.06775237186874424,0.07472342997789383,0.05612268298864365,0.0321507602930069,0.06895551830530168,0.016952773556113243,0.03637750819325447,0.009185931645333769,0.02372777834534645,0.016952773556113243,0.03637750819325447,0.009185931645333769,0.02372777834534645,0.00976222522265424,0.004666349621821624,0.0018703337075187817,0.0012158299801424256,0.021834672641418588,0.005438617639701715,0.02482306573512787,0.01925326954090709,0.08878080546855928,0.059510186314582825,0.04470893368124962,0.08183413743972777,1638.4208443112113,1640.1761584818619,1639.133563917573,1638.702574639594,603.5890333555786,602.3182519875868,604.6351397444073,602.2380924684463,0.0,0.0,0.0,0.0,1639.8363621678375,603.1606763050911,0,1641.0,1592.0,1660.0,1589.0,684.0,587.0,672.0,640.0,0.0,0.0,0.0,0.0,6,1.0
6,1,7,41741,1129.0,702.0,1.0,1.015752948940399,0.5438091623845233,1.0,0.7744155844155844,0.8819529745632512,251.16917241064948,251.87298386289865,104.23531071570707,37.84234846429133,33.541019662496836,208.40153550298044,210.7834074467314,22.393151139965592,771.193999999997,0.9908019511731964,13.404364152811468,32.66126505285501,8.540261001326144,18.47608156502247,1900.3648171052334,2381.8832572214305,1515.721435639076,2826.116949109361,0.0358319990336895,0.05238422378897667,0.019729916006326675,0.050019074231386185,0.009231708943843842,0.003738462924957275,0.008194094523787498,0.013916227966547012,1.2994825519506186,1.5075900664752038,5.960641870923648,0.19389289023875514,0.07277027517557144,0.06511024385690689,0.025925077497959137,0.032944228500127785,0.13780422508716586,0.221530482172966,0.2590524256229401,0.1885252147912979,0.020371374092418643,0.0496371809313906,0.012979120062805691,0.028079151314623813,0.04552753448899724,0.057063397072936214,0.0363125328966502,0.06770601924029995,0.04408331587910652,0.05578698590397835,0.025925077497959137,0.0634470134973526,0.010482948273420334,0.03886472806334496,0.008651865646243095,0.024567024782299995,0.010482948273420334,0.03886472806334496,0.008651865646243095,0.024567024782299995,0.0077008054821001955,0.0052731091661845295,0.0024531256047984717,0.0015395611492269856,0.014661394761349018,0.007620996647048234,0.0304088755923885,0.025921422286955396,0.054474707692861564,0.06009002774953842,0.03956664353609085,0.07794308662414551,1135.4178726780724,1135.5864578711364,1137.4555306698915,1134.320519778138,703.4410938232262,704.1537181537378,698.7507666493657,703.6235014189905,0.0,0.0,0.0,0.0,1134.1461632447713,703.708320356484,0,1125.0,1034.0,1188.0,1204.0,728.0,706.0,663.0,739.0,0.0,0.0,0.0,0.0,7,1.0
7,1,8,11622,0.0,710.0,1.0,1.3173131962538354,0.8606304965581255,1.0,0.7377642353837365,0.6748679312191178,175.6233796396294,181.83783984638617,73.60027173862879,26.71287088392446,24.041630560342607,88.0,89.43268593928724,79.40662171058216,465.1959999999992,0.9922308546059934,5.70186925958842,9.334508325904608,2.7890593046322465,6.654795179143548,1191.899474750273,623.1115601584314,395.4005047036335,907.017976462841,0.08098725974559784,0.0485542081296444,0.016189822927117348,0.06190585345029831,0.02384985238313675,0.005081254988908768,0.00863660592585802,0.015320055186748503,4.865846809629062,1.3509496562095094,7.685479928636523,3.3149110158560915,0.04145876318216324,0.04441901296377182,0.016174564138054848,0.032440681010484695,0.2344396114349365,0.08314640820026398,0.2078889161348343,0.173418790102005,0.02299140830479202,0.037639146475421804,0.011246206873517123,0.026833851528804627,0.10255545299864678,0.053614830507522936,0.03402172644154478,0.07804319191729832,0.10574502497911452,0.053223468363285065,0.02247653901576996,0.07397574186325072,0.015182727016508581,0.03367666155099869,0.008255130611360073,0.0234988946467638,0.015182727016508581,0.03367666155099869,0.007995727472007275,0.0234988946467638,0.00546709595118427,0.0021692971270953726,0.0016329375556528856,0.0014299922981212776,0.039759449445879065,0.007409561769709538,0.030499432490109418,0.02686097935317444,0.1288014054298401,0.05878538265824317,0.038872357457876205,0.09235522896051407,32.69267115389152,37.30468015954004,30.839725612679967,33.96658747684633,717.2714917917333,715.8974539599219,719.5114143724193,716.3838196805211,0.0,0.0,0.0,0.0,36.79074169678197,714.6480812252624,0,2.0,10.0,12.0,24.0,768.0,736.0,763.0,719.0,0.0,0.0,0.0,0.0,8,0.0
8,1,9,34329,917.0,840.0,1.0,1.0226639379997071,0.5784895183171044,1.0,0.7807723799126638,0.878445972466683,231.2181133291727,230.98268333362137,94.24436322666729,34.08729891231763,30.23243291566195,188.78797631205228,188.60226049749951,78.89115054193798,700.7739999999976,0.989836079754336,17.45529875997454,30.0828413143754,6.724971458315848,16.835202621296045,3106.7315051872283,2085.0563396774232,1104.4127908190712,2746.777480708435,0.07295338064432144,0.05543602630496025,0.0158083476126194,0.06167696788907051,0.018425270915031437,0.004699777811765671,0.007965209893882275,0.018081940710544583,1.7723132704738689,3.327592308718636,2.838789174117826,0.8348782440300285,0.06567483395338057,0.06652933359146118,0.016495002433657646,0.03355458751320839,0.26353856921195984,0.13626307249069214,0.2277103811502457,0.19636835157871246,0.029043758336064124,0.05005464444987588,0.0111896363699099,0.02801198439483536,0.09049874756582564,0.06073746219457087,0.03217142331029366,0.08001332636279633,0.09180590510368347,0.05990691855549812,0.02243076264858246,0.0788281038403511,0.014892805367708206,0.03491264209151268,0.0079499501734972,0.023437857627868645,0.014892805367708206,0.03491264209151268,0.00747692072764039,0.023437857627868645,0.010154943920318236,0.007568074714754039,0.0015924612511185787,0.0018577414278508136,0.02965253025663034,0.007847987019486571,0.029885550427669362,0.02674301367555179,0.10989547520875932,0.06492713838815689,0.03413061797618866,0.09771877527236937,915.087201207852,913.5111887692286,915.3671837123268,916.321104749832,829.9757209339133,830.0252466502425,827.8850039635747,829.6553193312566,0.0,0.0,0.0,0.0,916.8256576072708,830.3204870517637,0,854.0,847.0,913.0,939.0,763.0,868.0,832.0,810.0,0.0,0.0,0.0,0.0,9,1.0
9,1,10,48058,1789.0,890.0,1.0,1.0151135016844344,0.5266965275365415,1.0,0.7762809329973509,0.8774520894888771,267.9769482309265,268.26293072282647,111.8033988749895,40.36464954785604,35.77708763999664,225.85073408970862,227.79471360560157,-10.302013489013957,829.6139999999966,0.989142851262208,28.008545145392414,34.95730531588197,8.081742658745497,19.674677764996886,3136.768083106727,2443.864138104021,1141.45512080146,2820.266381582245,0.05091172829270363,0.0476539246737957,0.014084077440202238,0.045502401888370514,0.013473719358444214,0.0027771443128585807,0.00482184998691082,0.011596854776144028,0.5215543520793031,0.9856384415258792,1.1704395541390245,2.170437533392776,0.11642633378505708,0.06161592900753021,0.019928282126784325,0.032349128276109695,0.1771724969148636,0.16295109689235687,0.16305790841579434,0.14758525788784027,0.039728432830343864,0.049584830235293566,0.011463464764178009,0.027907344347513317,0.06527046658426748,0.05085238957309962,0.02375161514839277,0.058684639010825365,0.0639200434088707,0.05020218342542648,0.018112458288669583,0.056687265634536736,0.013183794915676115,0.03785763308405876,0.007782101165503263,0.024231327697634697,0.013183794915676115,0.03785763308405876,0.007782101165503263,0.024231327697634697,0.017573940238256185,0.003650460491651487,0.001871861906408381,0.0014136022796117725,0.020279638172585133,0.004637744882872062,0.016957338584356926,0.01798009612053944,0.07792782783508301,0.05329976230859757,0.025604639202356342,0.06884870678186418,1777.6566986172732,1777.6237065363568,1778.3978243229133,1776.8565438285345,895.9932882772333,897.1838423616127,897.4314228868677,894.5096439603739,0.0,0.0,0.0,0.0,1778.073494527446,896.3068167630779,0,1865.0,1828.0,1774.0,1715.0,868.0,915.0,939.0,930.0,0.0,0.0,0.0,0.0,10,1.0
