,ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Center_Z,AreaShape_Compactness,AreaShape_Eccentricity,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Intensity_IntegratedIntensityEdge_cebp,Intensity_IntegratedIntensityEdge_dapi,Intensity_IntegratedIntensityEdge_ppar,Intensity_IntegratedIntensity_cebp,Intensity_IntegratedIntensity_dapi,Intensity_IntegratedIntensity_ppar,Intensity_LowerQuartileIntensity_cebp,Intensity_LowerQuartileIntensity_dapi,Intensity_LowerQuartileIntensity_ppar,Intensity_MADIntensity_cebp,Intensity_MADIntensity_dapi,Intensity_MADIntensity_ppar,Intensity_MassDisplacement_cebp,Intensity_MassDisplacement_dapi,Intensity_MassDisplacement_ppar,Intensity_MaxIntensityEdge_cebp,Intensity_MaxIntensityEdge_dapi,Intensity_MaxIntensityEdge_ppar,Intensity_MaxIntensity_cebp,Intensity_MaxIntensity_dapi,Intensity_MaxIntensity_ppar,Intensity_MeanIntensityEdge_cebp,Intensity_MeanIntensityEdge_dapi,Intensity_MeanIntensityEdge_ppar,Intensity_MeanIntensity_cebp,Intensity_MeanIntensity_dapi,Intensity_MeanIntensity_ppar,Intensity_MedianIntensity_cebp,Intensity_MedianIntensity_dapi,Intensity_MedianIntensity_ppar,Intensity_MinIntensityEdge_cebp,Intensity_MinIntensityEdge_dapi,Intensity_MinIntensityEdge_ppar,Intensity_MinIntensity_cebp,Intensity_MinIntensity_dapi,Intensity_MinIntensity_ppar,Intensity_StdIntensityEdge_cebp,Intensity_StdIntensityEdge_dapi,Intensity_StdIntensityEdge_ppar,Intensity_StdIntensity_cebp,Intensity_StdIntensity_dapi,Intensity_StdIntensity_ppar,Intensity_UpperQuartileIntensity_cebp,Intensity_UpperQuartileIntensity_dapi,Intensity_UpperQuartileIntensity_ppar,Location_CenterMassIntensity_X_cebp,Location_CenterMassIntensity_X_dapi,Location_CenterMassIntensity_X_ppar,Location_CenterMassIntensity_Y_cebp,Location_CenterMassIntensity_Y_dapi,Location_CenterMassIntensity_Y_ppar,Location_CenterMassIntensity_Z_cebp,Location_CenterMassIntensity_Z_dapi,Location_CenterMassIntensity_Z_ppar,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_cebp,Location_MaxIntensity_X_dapi,Location_MaxIntensity_X_ppar,Location_MaxIntensity_Y_cebp,Location_MaxIntensity_Y_dapi,Location_MaxIntensity_Y_ppar,Location_MaxIntensity_Z_cebp,Location_MaxIntensity_Z_dapi,Location_MaxIntensity_Z_ppar,Number_Object_Number
321,12,1,14237,542.0,0.0,1.0,1.3202800059225377,0.8588790350999892,1.0,0.7452365996649917,0.6658947688403667,194.35409323081052,199.1105220725414,89.8999443826302,31.22541912788088,27.65863337187866,95.0,99.54398551189392,4.248161783240395,518.3359999999984,0.9922637301366044,8.546959703788161,11.656992465257645,1.1425040266476572,1176.7518283184618,1517.468697052449,154.5029999797698,0.0474746311083436,0.07124437391757965,0.00634775310754776,0.03153276443481445,0.03151751309633255,0.003746089991182089,6.272494882338817,5.008030168378093,7.4202405590793825,0.03659113496541977,0.0475165955722332,0.0059967958368361,0.21054399013519287,0.2077821046113968,0.03791866824030876,0.03177308440069949,0.04333454448051169,0.004247226864861179,0.08265447975826802,0.1065862679674404,0.010852216055332571,0.08538185805082321,0.11168841272592543,0.009666590485721828,0.025619897991418842,0.03950560837984085,0.002777141984552145,0.025619897991418842,0.03950560837984085,0.0026245517656207085,0.0021277389925469146,0.001296762812437199,0.0005490257876729414,0.0369626310864208,0.03863644230526461,0.005505895381944759,0.10888456553220748,0.13705652952194214,0.014328221790492538,537.8811796117328,540.1037675655049,537.3247731428936,33.13890998021783,34.18546116798625,32.108807623838324,0.0,0.0,0.0,539.6083444545901,39.16892603778886,0,532.0,575.0,561.0,15.0,13.0,3.0,0.0,0.0,0.0,1
322,12,2,252,1161.0,0.0,1.0,7.630878999978764,0.9974175936479844,1.0,0.7,0.13862819514999108,69.72433889536221,71.0,5.0,2.3805481858804907,2.0,4.0,5.007617300869453,0.16887815333191322,151.13999999999996,0.9438202247191012,1.798779284581542,3.131258100271225,0.2478370349854231,6.415533704683185,11.453299786895515,0.8670786640141159,0.024551765993237492,0.043610285967588425,0.0031891355756670237,0.0009002815932035445,0.0016021989285945892,0.0002594033721834421,0.13703104275637956,0.06541948291319001,0.19620404324491209,0.02761882916092873,0.0474402979016304,0.004577706567943096,0.028122376650571827,0.051316089928150184,0.004577706567943096,0.024983045619188085,0.04348969583710035,0.0034421810414642096,0.025458467082076133,0.04544960232895045,0.003440788349262365,0.02543678879737854,0.04501411318778992,0.0034180209040641785,0.02221713587641716,0.04049744457006455,0.002441443502902985,0.021332113072276115,0.04049744457006455,0.00238040741533041,0.0010223987855228214,0.0012654620191793304,0.0004178449230111707,0.0012235588949922958,0.0023876291442673407,0.0003760638112595367,0.02635233104228973,0.0470588244497776,0.003677424276247621,1152.9224815913685,1152.833383519353,1152.9818034733435,1.472783407091734,1.4194822221347514,1.4709981713966809,0.0,0.0,0.0,1152.7857142857142,1.4642857142857142,0,1156.0,1147.0,1179.0,2.0,0.0,2.0,0.0,0.0,0.0,2
323,12,3,1,1197.0,4.0,1.0,0.0,0.0,1.0,1.0,0.7853981633974483,0.095,0.0,1.0,1.0,1.0,0.0,0.095,0.0,4.0,1.0,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.0,0.0,0.0,0.0,0.0,0.0,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.022522317245602608,0.040711071342229836,0.0029907682910561557,0.0,0.0,0.0,0.0,0.0,0.0,0.022522317245602608,0.040711071342229836,0.0029907682910561557,1197.0,1197.0,1197.0,4.0,4.0,4.0,0.0,0.0,0.0,1197.0,4.0,0,1197.0,1197.0,1197.0,4.0,4.0,4.0,0.0,0.0,0.0,3
325,12,5,1,2011.0,416.0,1.0,0.0,0.0,1.0,1.0,0.7853981633974483,0.095,0.0,1.0,1.0,1.0,0.0,0.095,0.0,4.0,1.0,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.0,0.0,0.0,0.0,0.0,0.0,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.043900206685066216,0.03630121424794197,0.0038147554732859135,0.0,0.0,0.0,0.0,0.0,0.0,0.043900206685066216,0.03630121424794197,0.0038147554732859135,2011.0,2011.0,2011.0,416.0,416.0,416.0,0.0,0.0,0.0,2011.0,416.0,0,2011.0,2011.0,2011.0,416.0,416.0,416.0,0.0,0.0,0.0,5
327,12,7,21010,301.0,796.0,1.0,1.045989708132384,0.6690622003007312,1.0,0.7407015688348316,0.8547691545668089,189.49973977954815,188.4489320744482,68.81860213634101,26.160165382341212,23.3452350598575,138.49021854014157,140.83742184105702,25.05625192130854,555.7679999999979,0.9841901862044734,18.368154441937804,20.159334752708677,1.7727626648265868,1124.3862537965178,2833.1582222916186,90.3726728721522,0.04264896735548973,0.05877775326371192,0.003891050582751632,0.00953688845038414,0.046509496867656715,0.000396734569221735,0.31393372956274235,4.43665127612782,0.870389147883111,0.10379187017679213,0.046753644943237305,0.005157549399882555,0.13809414207935333,0.3727931678295136,0.01029984001070261,0.03933223649237217,0.043167740369825854,0.003796065663440229,0.05351671841011508,0.1348480829267786,0.004301412321378019,0.05075150728225708,0.0962386503815651,0.004272526130080223,0.02755779400467873,0.03967345878481865,0.002594033721834421,0.02755779400467873,0.03967345878481865,0.002273594262078405,0.008639278645802238,0.001194335460500649,0.0004987776478725748,0.013653398798844163,0.08983736307571652,0.0006230818122889809,0.0631265714764595,0.2062714546918869,0.004669260699301958,299.2367938201708,297.70681146137315,298.24252797405603,795.3887972591976,791.4693048409143,795.6829241335267,0.0,0.0,0.0,299.1128986197049,795.6772489290814,0,285.0,272.0,246.0,826.0,773.0,759.0,0.0,0.0,0.0,7
328,12,8,22433,239.0,1140.0,1.0,1.0101829641332336,0.48951122455856205,1.0,0.7698088603685529,0.8803672538013465,180.7034576952533,181.22085972646747,77.8973683766018,27.82736028605474,24.59674775249769,157.09825609778588,157.57287227688258,9.03259998250991,565.8699999999981,0.9864995602462621,19.520225888118148,20.77088583633304,1.7344014828559011,1236.3670581709596,2844.127215884626,90.9762584627606,0.04243534058332443,0.06013580411672592,0.003570611122995615,0.01132219284772873,0.04280918464064598,0.00045777065679430967,5.7491274420974605,8.13899820191997,3.9291133139814383,0.08940260857343674,0.0472571924328804,0.006286717019975185,0.16066224873065948,0.3721370398998261,0.010910200886428356,0.040582590203987835,0.04318271483645122,0.003605824288681707,0.05511376357022954,0.12678318619376036,0.0040554655401756606,0.05326924473047257,0.09485770761966704,0.004043641034513712,0.024856947362422943,0.03936827555298805,0.0018616006709635253,0.024856947362422943,0.03936827555298805,0.0016937514301389456,0.01220851614613671,0.001220877928579394,0.0007083893667832482,0.01581030308931657,0.08152800263059191,0.0007231005596227148,0.06543068587779999,0.17788586020469666,0.004486152436584234,243.10101839820905,243.91484941726694,243.91683335347386,1135.0301969848545,1132.4249045984955,1136.691318093837,0.0,0.0,0.0,244.83439575625198,1140.5117906655373,0,172.0,233.0,212.0,1128.0,1120.0,1121.0,0.0,0.0,0.0,8
336,12,16,52472,1230.0,1673.0,1.0,1.0570391748563055,0.6766095154199677,1.0,0.7172225259704756,0.79813194718254,301.9783970885681,305.4995908344232,112.0044641967453,40.61476114646759,36.23534186398688,224.8320127612261,222.3593815194213,-57.07435341804615,908.9319999999964,0.9851584135179536,30.88404676318169,32.990798883140094,2.9663996740709986,4171.2547083981335,5084.084387447685,322.3860587202944,0.051544975489377975,0.06201266497373581,0.004608224611729384,0.02554360032081604,0.032974746078252785,0.0014343480579555035,3.9671156539584818,2.2953104608533645,1.2287211618334108,0.05528343468904495,0.0479438453912735,0.005645838100463152,0.16266117990016934,0.21379415690898892,0.018478674814105037,0.040477125508757116,0.043238268523119384,0.00388781084412975,0.07949486789903441,0.09689137801966163,0.006143963613361305,0.0797283872961998,0.0946974903345108,0.006057831924408674,0.03355458751320839,0.03938353434205055,0.002029449911788106,0.03355458751320839,0.03906309604644776,0.002029449911788106,0.00407075223407798,0.0013329484414080586,0.0004902122116114807,0.028540884265588113,0.03750704924693635,0.0017691876116461137,0.10235752165317537,0.1280689686536789,0.00746166193857789,1242.3863317593355,1243.2271305836266,1244.2249899091314,1651.4852412545902,1649.8650014799425,1649.4377505174775,0.0,0.0,0.0,1245.1950945266044,1648.6836598566854,0,1191.0,1242.0,1289.0,1713.0,1654.0,1606.0,0.0,0.0,0.0,16
337,12,17,9604,2047.0,1726.0,1.0,1.59813825347176,0.9236509269760016,1.0,0.7624642743728167,0.5877095023555624,184.25930888313272,187.52333188166213,66.03029607687671,24.787982710337293,22.02271554554524,66.0,70.6145921689117,-87.40881715504754,453.1579999999994,0.9920975156241932,7.438132340088488,9.81350425630808,0.9077439678367228,588.5478610023856,710.9843300320207,62.64927240996622,0.0479133278131485,0.060975052416324615,0.005065995268523693,0.012130919843912123,0.012375067919492722,0.001266499049961567,1.359297334437274,2.5999910869827874,2.2677927361498558,0.04121461883187294,0.048584725707769394,0.005401693750172854,0.13612572848796844,0.14731059968471527,0.02110322751104832,0.033058365955948826,0.04361557447248035,0.004034417634829879,0.06128153488154785,0.07403002186922332,0.006523247856098107,0.060654610395431525,0.07215991616249083,0.006454566493630409,0.02514686807990074,0.03982604667544365,0.002868696115911007,0.024887464940547943,0.03982604667544365,0.002609292743727565,0.004130542603408789,0.001542322456718468,0.0005116523407361635,0.018303355784286768,0.01785885545777148,0.001926159119322918,0.07222095131874083,0.08581674098968506,0.0075989929027855405,2020.3938902515094,2021.604760605375,2021.5644656422596,1707.2282981134556,1705.2225551557985,1706.3291724956832,0.0,0.0,0.0,2019.298625572678,1706.423261141191,0,2013.0,2026.0,2009.0,1692.0,1717.0,1709.0,0.0,0.0,0.0,17
339,12,19,21208,0.0,2047.0,1.0,1.192446895650081,0.7716434154591602,1.0,0.716365478804256,0.6717202256962723,213.7007949600564,243.797046741752,145.04137340772803,52.26223861167472,46.61544808322665,146.64115874592412,135.9255391605623,65.50239883052485,629.8839999999991,0.9910280373831776,4.792660439386964,10.291783042252066,1.078507689991966,603.214757822454,2325.0885499417777,188.4100276217796,0.022934310138225555,0.07473868876695633,0.006469825282692909,0.00473029725253582,0.030365452170372013,0.002334630582481623,7.898680561777046,12.095237272206367,9.28029579706069,0.024734875187277797,0.046692606061697006,0.006744487676769495,0.05586327984929085,0.2549782693386078,0.020386053249239918,0.02005297254973625,0.04306185373327223,0.004512584476953832,0.02844279318287693,0.1096326174057798,0.008883913033844757,0.02655069902539253,0.1115587055683136,0.008834973908960821,0.0158999003469944,0.03990234062075615,0.0032806897070258856,0.01577782817184925,0.03990234062075615,0.0030060273129493,0.0022779604785694556,0.0012640704502288025,0.0006102977348037633,0.007339793251323244,0.04210692970004578,0.0028885165151552802,0.03335622325539589,0.13763637840747833,0.011139086447656156,55.99803103494584,53.18211482904565,52.86561882698988,1974.5291889180355,1977.7058982152898,1973.6276704516283,0.0,0.0,0.0,60.04319124858544,1967.7449547340627,0,67.0,45.0,49.0,1990.0,2019.0,1978.0,0.0,0.0,0.0,19
340,12,20,80313,494.0,2047.0,1.0,1.51199109865378,0.8975970786348076,1.0,0.7641215926930213,0.5730083172566222,507.6779426112343,458.9400832352737,146.4137971640651,51.52736520010289,48.04164859785725,230.0,223.79298524714628,-4.920863788845481,1327.1419999999962,0.894130089899524,29.31175714917481,35.95614565163851,3.643961292225868,4683.662662435323,6134.315915573387,475.3200645721517,0.04002441465854645,0.05891508236527442,0.0037994964513927702,0.014969103038311003,0.014854658395051956,0.0015716792549937966,29.382437903009478,8.78832949279392,45.14665603574896,0.04942397028207779,0.0479896254837513,0.007446402683854103,0.1276569813489914,0.18281833827495572,0.015472648665308952,0.03523047734275818,0.04321652121591167,0.004379761168540706,0.05831761560936988,0.07638011175741646,0.00591834528123905,0.054139010608196265,0.07357137650251389,0.0050965133123099795,0.016311895102262497,0.03939879313111305,0.0018616006709635253,0.016311895102262497,0.03939879313111305,0.0017700465396046636,0.008621764342240129,0.0012465210564093145,0.0014053702353037706,0.023071914996174628,0.022572421126178032,0.002616872227459873,0.07144273817539215,0.08870069682598114,0.007446402683854103,443.4543957888512,467.2181974596227,427.42098549167963,1953.2436365118717,1955.5612570879687,1951.7364787134784,0.0,0.0,0.0,472.4515582782364,1948.5010396822433,0,317.0,488.0,325.0,1917.0,2047.0,1915.0,0.0,0.0,0.0,20
