,index_count,segm_img_name,day,area_nucleus,x_coord,y_coord,dapi_nucleus,cebp_nucleus,ppar_nucleus,area_blob,dapi_blob,cebp_blob,ppar_blob,area_n_blob,dapi_n_blob,cebp_n_blob,ppar_n_blob,area_heteroc,dapi_heteroc,cebp_heteroc,ppar_heteroc,area_n_heteroc,dapi_n_heteroc,cebp_n_heteroc,ppar_n_heteroc,area_m1_heteroc,dapi_m1_heteroc,cebp_m1_heteroc,ppar_m1_heteroc,area_n_m1_heteroc,dapi_n_m1_heteroc,cebp_n_m1_heteroc,ppar_n_m1_heteroc,area_m2_heteroc,dapi_m2_heteroc,cebp_m2_heteroc,ppar_m2_heteroc,area_n_m2_heteroc,dapi_n_m2_heteroc,cebp_n_m2_heteroc,ppar_n_m2_heteroc,area_m3_heteroc,dapi_m3_heteroc,cebp_m3_heteroc,ppar_m3_heteroc,area_n_m3_heteroc,dapi_n_m3_heteroc,cebp_n_m3_heteroc,ppar_n_m3_heteroc,area_m4_heteroc,dapi_m4_heteroc,cebp_m4_heteroc,ppar_m4_heteroc,area_n_m4_heteroc,dapi_n_m4_heteroc,cebp_n_m4_heteroc,ppar_n_m4_heteroc,area_p1_heteroc,dapi_p1_heteroc,cebp_p1_heteroc,ppar_p1_heteroc,area_n_p4_heteroc,dapi_n_p4_heteroc,cebp_n_p4_heteroc,ppar_n_p4_heteroc,area_p2_heteroc,dapi_p2_heteroc,cebp_p2_heteroc,ppar_p2_heteroc,area_p3_heteroc,dapi_p3_heteroc,cebp_p3_heteroc,ppar_p3_heteroc,area_p4_heteroc,dapi_p4_heteroc,cebp_p4_heteroc,ppar_p4_heteroc,area_p5_heteroc,dapi_p5_heteroc,cebp_p5_heteroc,ppar_p5_heteroc,area_p6_heteroc,dapi_p6_heteroc,cebp_p6_heteroc,ppar_p6_heteroc,area_p7_heteroc,dapi_p7_heteroc,cebp_p7_heteroc,ppar_p7_heteroc,area_p8_heteroc,dapi_p8_heteroc,cebp_p8_heteroc,ppar_p8_heteroc,area_p9_heteroc,dapi_p9_heteroc,cebp_p9_heteroc,ppar_p9_heteroc,area_p10_heteroc,dapi_p10_heteroc,cebp_p10_heteroc,ppar_p10_heteroc,area_p11_heteroc,dapi_p11_heteroc,cebp_p11_heteroc,ppar_p11_heteroc,area_p12_heteroc,dapi_p12_heteroc,cebp_p12_heteroc,ppar_p12_heteroc,area_p13_heteroc,dapi_p13_heteroc,cebp_p13_heteroc,ppar_p13_heteroc,area_p14_heteroc,dapi_p14_heteroc,cebp_p14_heteroc,ppar_p14_heteroc,area_p15_heteroc,dapi_p15_heteroc,cebp_p15_heteroc,ppar_p15_heteroc,area_p16_heteroc,dapi_p16_heteroc,cebp_p16_heteroc,ppar_p16_heteroc,area_p17_heteroc,dapi_p17_heteroc,cebp_p17_heteroc,ppar_p17_heteroc,area_p18_heteroc,dapi_p18_heteroc,cebp_p18_heteroc,ppar_p18_heteroc,area_p19_heteroc,dapi_p19_heteroc,cebp_p19_heteroc,ppar_p19_heteroc,area_p20_heteroc,dapi_p20_heteroc,cebp_p20_heteroc,ppar_p20_heteroc,area_p21_heteroc,dapi_p21_heteroc,cebp_p21_heteroc,ppar_p21_heteroc,area_p22_heteroc,dapi_p22_heteroc,cebp_p22_heteroc,ppar_p22_heteroc,area_p23_heteroc,dapi_p23_heteroc,cebp_p23_heteroc,ppar_p23_heteroc,area_p24_heteroc,dapi_p24_heteroc,cebp_p24_heteroc,ppar_p24_heteroc,area_p25_heteroc,dapi_p25_heteroc,cebp_p25_heteroc,ppar_p25_heteroc,area_p26_heteroc,dapi_p26_heteroc,cebp_p26_heteroc,ppar_p26_heteroc,area_p27_heteroc,dapi_p27_heteroc,cebp_p27_heteroc,ppar_p27_heteroc,area_p28_heteroc,dapi_p28_heteroc,cebp_p28_heteroc,ppar_p28_heteroc,area_p29_heteroc,dapi_p29_heteroc,cebp_p29_heteroc,ppar_p29_heteroc,area_p30_heteroc,dapi_p30_heteroc,cebp_p30_heteroc,ppar_p30_heteroc,area_p31_heteroc,dapi_p31_heteroc,cebp_p31_heteroc,ppar_p31_heteroc,area_p32_heteroc,dapi_p32_heteroc,cebp_p32_heteroc,ppar_p32_heteroc,area_p33_heteroc,dapi_p33_heteroc,cebp_p33_heteroc,ppar_p33_heteroc,area_p34_heteroc,dapi_p34_heteroc,cebp_p34_heteroc,ppar_p34_heteroc,area_p35_heteroc,dapi_p35_heteroc,cebp_p35_heteroc,ppar_p35_heteroc,area_p36_heteroc,dapi_p36_heteroc,cebp_p36_heteroc,ppar_p36_heteroc,area_p37_heteroc,dapi_p37_heteroc,cebp_p37_heteroc,ppar_p37_heteroc,area_p38_heteroc,dapi_p38_heteroc,cebp_p38_heteroc,ppar_p38_heteroc,area_p39_heteroc,dapi_p39_heteroc,cebp_p39_heteroc,ppar_p39_heteroc,area_p40_heteroc,dapi_p40_heteroc,cebp_p40_heteroc,ppar_p40_heteroc,area_p41_heteroc,dapi_p41_heteroc,cebp_p41_heteroc,ppar_p41_heteroc,area_p42_heteroc,dapi_p42_heteroc,cebp_p42_heteroc,ppar_p42_heteroc,area_p43_heteroc,dapi_p43_heteroc,cebp_p43_heteroc,ppar_p43_heteroc,area_p44_heteroc,dapi_p44_heteroc,cebp_p44_heteroc,ppar_p44_heteroc,area_p45_heteroc,dapi_p45_heteroc,cebp_p45_heteroc,ppar_p45_heteroc,area_p46_heteroc,dapi_p46_heteroc,cebp_p46_heteroc,ppar_p46_heteroc,area_p47_heteroc,dapi_p47_heteroc,cebp_p47_heteroc,ppar_p47_heteroc,area_p48_heteroc,dapi_p48_heteroc,cebp_p48_heteroc,ppar_p48_heteroc,area_p49_heteroc,dapi_p49_heteroc,cebp_p49_heteroc,ppar_p49_heteroc,area_m1_blob,dapi_m1_blob,cebp_m1_blob,ppar_m1_blob,area_n_m1_blob,dapi_n_m1_blob,cebp_n_m1_blob,ppar_n_m1_blob,area_m2_blob,dapi_m2_blob,cebp_m2_blob,ppar_m2_blob,area_n_m2_blob,dapi_n_m2_blob,cebp_n_m2_blob,ppar_n_m2_blob,area_m3_blob,dapi_m3_blob,cebp_m3_blob,ppar_m3_blob,area_n_m3_blob,dapi_n_m3_blob,cebp_n_m3_blob,ppar_n_m3_blob,area_m4_blob,dapi_m4_blob,cebp_m4_blob,ppar_m4_blob,area_n_m4_blob,dapi_n_m4_blob,cebp_n_m4_blob,ppar_n_m4_blob,area_p1_blob,dapi_p1_blob,cebp_p1_blob,ppar_p1_blob,area_n_p1_blob,dapi_n_p1_blob,cebp_n_p1_blob,ppar_n_p1_blob,area_p2_blob,dapi_p2_blob,cebp_p2_blob,ppar_p2_blob,area_n_p2_blob,dapi_n_p2_blob,cebp_n_p2_blob,ppar_n_p2_blob,area_p3_blob,dapi_p3_blob,cebp_p3_blob,ppar_p3_blob,area_n_p3_blob,dapi_n_p3_blob,cebp_n_p3_blob,ppar_n_p3_blob,area_p4_blob,dapi_p4_blob,cebp_p4_blob,ppar_p4_blob,area_n_p4_blob,dapi_n_p4_blob,cebp_n_p4_blob,ppar_n_p4_blob,area_p5_blob,dapi_p5_blob,cebp_p5_blob,ppar_p5_blob,area_n_p5_blob,dapi_n_p5_blob,cebp_n_p5_blob,ppar_n_p5_blob,area_p6_blob,dapi_p6_blob,cebp_p6_blob,ppar_p6_blob,area_n_p6_blob,dapi_n_p6_blob,cebp_n_p6_blob,ppar_n_p6_blob,area_p7_blob,dapi_p7_blob,cebp_p7_blob,ppar_p7_blob,area_n_p7_blob,dapi_n_p7_blob,cebp_n_p7_blob,ppar_n_p7_blob,area_p8_blob,dapi_p8_blob,cebp_p8_blob,ppar_p8_blob,area_n_p8_blob,dapi_n_p8_blob,cebp_n_p8_blob,ppar_n_p8_blob,area_p9_blob,dapi_p9_blob,cebp_p9_blob,ppar_p9_blob,area_n_p9_blob,dapi_n_p9_blob,cebp_n_p9_blob,ppar_n_p9_blob,area_p10_blob,dapi_p10_blob,cebp_p10_blob,ppar_p10_blob,area_n_p10_blob,dapi_n_p10_blob,cebp_n_p10_blob,ppar_n_p10_blob,area_p11_blob,dapi_p11_blob,cebp_p11_blob,ppar_p11_blob,area_n_p11_blob,dapi_n_p11_blob,cebp_n_p11_blob,ppar_n_p11_blob,area_p12_blob,dapi_p12_blob,cebp_p12_blob,ppar_p12_blob,area_n_p12_blob,dapi_n_p12_blob,cebp_n_p12_blob,ppar_n_p12_blob,area_p13_blob,dapi_p13_blob,cebp_p13_blob,ppar_p13_blob,area_n_p13_blob,dapi_n_p13_blob,cebp_n_p13_blob,ppar_n_p13_blob,area_p14_blob,dapi_p14_blob,cebp_p14_blob,ppar_p14_blob,area_n_p14_blob,dapi_n_p14_blob,cebp_n_p14_blob,ppar_n_p14_blob,area_p15_blob,dapi_p15_blob,cebp_p15_blob,ppar_p15_blob,area_n_p15_blob,dapi_n_p15_blob,cebp_n_p15_blob,ppar_n_p15_blob,area_p16_blob,dapi_p16_blob,cebp_p16_blob,ppar_p16_blob,area_n_p16_blob,dapi_n_p16_blob,cebp_n_p16_blob,ppar_n_p16_blob,area_p17_blob,dapi_p17_blob,cebp_p17_blob,ppar_p17_blob,area_n_p17_blob,dapi_n_p17_blob,cebp_n_p17_blob,ppar_n_p17_blob,area_p18_blob,dapi_p18_blob,cebp_p18_blob,ppar_p18_blob,area_n_p18_blob,dapi_n_p18_blob,cebp_n_p18_blob,ppar_n_p18_blob,area_p19_blob,dapi_p19_blob,cebp_p19_blob,ppar_p19_blob,area_n_p19_blob,dapi_n_p19_blob,cebp_n_p19_blob,ppar_n_p19_blob,area_p20_blob,dapi_p20_blob,cebp_p20_blob,ppar_p20_blob,area_n_p20_blob,dapi_n_p20_blob,cebp_n_p20_blob,ppar_n_p20_blob,area_p21_blob,dapi_p21_blob,cebp_p21_blob,ppar_p21_blob,area_n_p21_blob,dapi_n_p21_blob,cebp_n_p21_blob,ppar_n_p21_blob,area_p22_blob,dapi_p22_blob,cebp_p22_blob,ppar_p22_blob,area_n_p22_blob,dapi_n_p22_blob,cebp_n_p22_blob,ppar_n_p22_blob,area_p23_blob,dapi_p23_blob,cebp_p23_blob,ppar_p23_blob,area_n_p23_blob,dapi_n_p23_blob,cebp_n_p23_blob,ppar_n_p23_blob,area_p24_blob,dapi_p24_blob,cebp_p24_blob,ppar_p24_blob,area_n_p24_blob,dapi_n_p24_blob,cebp_n_p24_blob,ppar_n_p24_blob,area_p25_blob,dapi_p25_blob,cebp_p25_blob,ppar_p25_blob,area_n_p25_blob,dapi_n_p25_blob,cebp_n_p25_blob,ppar_n_p25_blob,area_p26_blob,dapi_p26_blob,cebp_p26_blob,ppar_p26_blob,area_n_p26_blob,dapi_n_p26_blob,cebp_n_p26_blob,ppar_n_p26_blob,area_p27_blob,dapi_p27_blob,cebp_p27_blob,ppar_p27_blob,area_n_p27_blob,dapi_n_p27_blob,cebp_n_p27_blob,ppar_n_p27_blob,area_p28_blob,dapi_p28_blob,cebp_p28_blob,ppar_p28_blob,area_n_p28_blob,dapi_n_p28_blob,cebp_n_p28_blob,ppar_n_p28_blob,area_p29_blob,dapi_p29_blob,cebp_p29_blob,ppar_p29_blob,area_n_p29_blob,dapi_n_p29_blob,cebp_n_p29_blob,ppar_n_p29_blob,area_p30_blob,dapi_p30_blob,cebp_p30_blob,ppar_p30_blob,area_n_p30_blob,dapi_n_p30_blob,cebp_n_p30_blob,ppar_n_p30_blob,area_p31_blob,dapi_p31_blob,cebp_p31_blob,ppar_p31_blob,area_n_p31_blob,dapi_n_p31_blob,cebp_n_p31_blob,ppar_n_p31_blob,area_p32_blob,dapi_p32_blob,cebp_p32_blob,ppar_p32_blob,area_n_p32_blob,dapi_n_p32_blob,cebp_n_p32_blob,ppar_n_p32_blob,area_p33_blob,dapi_p33_blob,cebp_p33_blob,ppar_p33_blob,area_n_p33_blob,dapi_n_p33_blob,cebp_n_p33_blob,ppar_n_p33_blob,area_p34_blob,dapi_p34_blob,cebp_p34_blob,ppar_p34_blob,area_n_p34_blob,dapi_n_p34_blob,cebp_n_p34_blob,ppar_n_p34_blob,area_p35_blob,dapi_p35_blob,cebp_p35_blob,ppar_p35_blob,area_n_p35_blob,dapi_n_p35_blob,cebp_n_p35_blob,ppar_n_p35_blob,area_p36_blob,dapi_p36_blob,cebp_p36_blob,ppar_p36_blob,area_n_p36_blob,dapi_n_p36_blob,cebp_n_p36_blob,ppar_n_p36_blob,area_p37_blob,dapi_p37_blob,cebp_p37_blob,ppar_p37_blob,area_n_p37_blob,dapi_n_p37_blob,cebp_n_p37_blob,ppar_n_p37_blob,area_p38_blob,dapi_p38_blob,cebp_p38_blob,ppar_p38_blob,area_n_p38_blob,dapi_n_p38_blob,cebp_n_p38_blob,ppar_n_p38_blob,area_p39_blob,dapi_p39_blob,cebp_p39_blob,ppar_p39_blob,area_n_p39_blob,dapi_n_p39_blob,cebp_n_p39_blob,ppar_n_p39_blob,area_p40_blob,dapi_p40_blob,cebp_p40_blob,ppar_p40_blob,area_n_p40_blob,dapi_n_p40_blob,cebp_n_p40_blob,ppar_n_p40_blob,area_p41_blob,dapi_p41_blob,cebp_p41_blob,ppar_p41_blob,area_n_p41_blob,dapi_n_p41_blob,cebp_n_p41_blob,ppar_n_p41_blob,area_p42_blob,dapi_p42_blob,cebp_p42_blob,ppar_p42_blob,area_n_p42_blob,dapi_n_p42_blob,cebp_n_p42_blob,ppar_n_p42_blob,area_p43_blob,dapi_p43_blob,cebp_p43_blob,ppar_p43_blob,area_n_p43_blob,dapi_n_p43_blob,cebp_n_p43_blob,ppar_n_p43_blob,area_p44_blob,dapi_p44_blob,cebp_p44_blob,ppar_p44_blob,area_n_p44_blob,dapi_n_p44_blob,cebp_n_p44_blob,ppar_n_p44_blob,area_p45_blob,dapi_p45_blob,cebp_p45_blob,ppar_p45_blob,area_n_p45_blob,dapi_n_p45_blob,cebp_n_p45_blob,ppar_n_p45_blob,area_p46_blob,dapi_p46_blob,cebp_p46_blob,ppar_p46_blob,area_n_p46_blob,dapi_n_p46_blob,cebp_n_p46_blob,ppar_n_p46_blob,area_p47_blob,dapi_p47_blob,cebp_p47_blob,ppar_p47_blob,area_n_p47_blob,dapi_n_p47_blob,cebp_n_p47_blob,ppar_n_p47_blob,area_p48_blob,dapi_p48_blob,cebp_p48_blob,ppar_p48_blob,area_n_p48_blob,dapi_n_p48_blob,cebp_n_p48_blob,ppar_n_p48_blob,area_p49_blob,dapi_p49_blob,cebp_p49_blob,ppar_p49_blob,area_n_p49_blob,dapi_n_p49_blob,cebp_n_p49_blob,ppar_n_p49_blob
1,1,stad3-26-xy6_cebp_segm_cell2.tif,-3,44295,957.6974602099559,1801.0302517214132,61675835,115560520,53184482,4517,5607194,23192712,5602769,39778.0,56068641.0,92367808.0,47581713.0,3259,5827823,7999989,3854958,41036.0,55848012.0,107560531.0,49329524.0,969,1656299,2354911,2354911,42005.0,57504311.0,109915442.0,50481742.0,851,1501618,2080673,2080673,42856.0,59005929.0,111996115.0,51489924.0,746,1361827,1848509,1848509,43602.0,60367756.0,113844624.0,52372833.0,416,775641,1034778,1034778,44018.0,61143397.0,114879402.0,52862163.0,1042,1721524,2555980,2555980,0.0,0.0,0.0,0.0,1109,1767023,2746582,2746582,1433,2218712,3593138,3593138,1320,1999533,3407080,3407080,1788,2668622,4689782,4689782,1480,2180439,3944280,3944280,1518,2212988,4085868,4085868,1816,2627533,4952761,4952761,1786,2558653,4911001,4911001,1805,2568825,4976989,4976989,1532,2173466,4254989,4254989,1515,2137236,4225005,4225005,1900,2662590,5286682,5286682,1591,2218019,4431826,4431826,1700,2333180,4661134,4661134,1398,1897914,3809517,3809517,1591,2144411,4268776,4268776,1370,1816502,3623748,3623748,1349,1764086,3563838,3563838,1252,1610558,3287591,3287591,1011,1293702,2699006,2699006,1112,1422474,2980016,2980016,848,1078913,2216282,2216282,774,961415,2007307,2007307,815,989462,2068747,2068747,703,833746,1787588,1787588,654,754546,1631916,1631916,554,638250,1416295,1416295,536,615430,1405502,1405502,513,590090,1397510,1397510,408,458530,1089830,1089830,405,441114,1007473,1007473,327,351342,799104,799104,320,342823,750812,750812,289,306787,653225,653225,230,240367,507204,507204,245,254693,486019,486019,192,198157,363323,363323,207,210777,337771,337771,158,159805,227835,227835,128,125666,162953,162953,117,114103,120547,120547,82,78536,76056,76056,63,59792,52330,52330,34,31140,27115,27115,14,12705,10562,10562,2,1833,1636,1636,0,0,0,0,0,0,0,0,1485,1866686,6312901,6312901,41263.0,57935327.0,98680709.0,49417638.0,1272,1583521,6201369,6201369,42535.0,59518848.0,104882078.0,50996718.0,1051,1293608,5902149,5902149,43586.0,60812456.0,110784227.0,52304479.0,495,611693,3193225,3193225,44081.0,61424149.0,113977452.0,52920577.0,1604,2041541,5897089,5897089,44081.0,61424149.0,113977452.0,52920577.0,1716,2209518,5501520,5501520,44081.0,61424149.0,113977452.0,52920577.0,2240,2915939,6331346,6331346,44081.0,61424149.0,113977452.0,52920577.0,2021,2667431,5192247,5192247,44081.0,61424149.0,113977452.0,52920577.0,2730,3643332,6543928,6543928,44081.0,61424149.0,113977452.0,52920577.0,2154,2906130,4928364,4928364,44081.0,61424149.0,113977452.0,52920577.0,2097,2850344,4654119,4654119,44081.0,61424149.0,113977452.0,52920577.0,2476,3390589,5360984,5360984,44081.0,61424149.0,113977452.0,52920577.0,2388,3291389,5102298,5102298,44081.0,61424149.0,113977452.0,52920577.0,2405,3333209,5054476,5054476,44081.0,61424149.0,113977452.0,52920577.0,1898,2659798,3996592,3996592,44081.0,61424149.0,113977452.0,52920577.0,1796,2544356,3769951,3769951,44081.0,61424149.0,113977452.0,52920577.0,2128,3047000,4421473,4421473,44081.0,61424149.0,113977452.0,52920577.0,1604,2321897,3294967,3294967,44081.0,61424149.0,113977452.0,52920577.0,1604,2336979,3274239,3274239,44081.0,61424149.0,113977452.0,52920577.0,1242,1827947,2572209,2572209,44081.0,61424149.0,113977452.0,52920577.0,1287,1916512,2663630,2663630,44081.0,61424149.0,113977452.0,52920577.0,1025,1545852,2136637,2136637,44081.0,61424149.0,113977452.0,52920577.0,914,1391367,1883381,1883381,44081.0,61424149.0,113977452.0,52920577.0,846,1304096,1760579,1760579,44081.0,61424149.0,113977452.0,52920577.0,619,971934,1311141,1311141,44081.0,61424149.0,113977452.0,52920577.0,655,1035685,1426308,1426308,44081.0,61424149.0,113977452.0,52920577.0,491,786055,1090754,1090754,44081.0,61424149.0,113977452.0,52920577.0,371,602532,817928,817928,44081.0,61424149.0,113977452.0,52920577.0,342,559673,739629,739629,44081.0,61424149.0,113977452.0,52920577.0,273,450179,583858,583858,44081.0,61424149.0,113977452.0,52920577.0,213,357209,452587,452587,44081.0,61424149.0,113977452.0,52920577.0,145,248181,323105,323105,44081.0,61424149.0,113977452.0,52920577.0,122,211358,284560,284560,44081.0,61424149.0,113977452.0,52920577.0,100,179540,247750,247750,44081.0,61424149.0,113977452.0,52920577.0,78,143997,201339,201339,44081.0,61424149.0,113977452.0,52920577.0,75,141102,200265,200265,44081.0,61424149.0,113977452.0,52920577.0,52,101171,147405,147405,44081.0,61424149.0,113977452.0,52920577.0,39,77406,116117,116117,44081.0,61424149.0,113977452.0,52920577.0,18,36639,54572,54572,44081.0,61424149.0,113977452.0,52920577.0,9,18615,27568,27568,44081.0,61424149.0,113977452.0,52920577.0,1,2139,2893,2893,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0,0,0,0,0,44081.0,61424149.0,113977452.0,52920577.0
1,2,stad3-42-xy3_cebp_segm_cell10.tif,3,32994,1967.9091956113232,932.1359338061466,153781028,137257691,158713971,2931,13403488,28540460,18342730,30063.0,140377540.0,108717231.0,140371241.0,2784,18186042,10094122,12583049,30210.0,135594986.0,127163569.0,146130922.0,693,4027714,2532713,2532713,30903.0,139622700.0,129696282.0,149437178.0,600,3648516,2176518,2176518,31503.0,143271216.0,131872800.0,152256377.0,529,3371282,1919726,1919726,32032.0,146642498.0,133792526.0,154674972.0,375,2518866,1353135,1353135,32407.0,149161364.0,135145661.0,156298399.0,769,4265808,2822386,2822386,0.0,0.0,0.0,0.0,844,4478062,3107601,3107601,1103,5584326,4056807,4056807,1048,5138736,3877506,3877506,1471,6966630,5525495,5525495,1203,5595866,4625348,4625348,1221,5600355,4818455,4818455,1469,6676678,5935739,5935739,1513,6827324,6299660,6299660,1554,6996375,6588907,6588907,1295,5830764,5659433,5659433,1210,5415012,5435354,5435354,1509,6713409,6856903,6856903,1229,5434793,5679994,5679994,1282,5616147,5825170,5825170,1057,4603353,4831348,4831348,1167,5005997,5339041,5339041,1022,4325139,4643993,4643993,1062,4459469,4787794,4787794,1058,4380041,4719410,4719410,870,3539948,3848035,3848035,928,3728297,4044482,4044482,721,2908366,3097947,3097947,620,2514874,2640860,2640860,589,2400817,2503775,2503775,439,1792899,1725519,1725519,358,1478489,1500299,1500299,278,1171938,1167002,1167002,241,1043067,1043378,1043378,215,968383,909313,909313,168,784673,720947,720947,156,749765,666208,666208,126,618027,497701,497701,115,577533,432955,432955,92,460973,331755,331755,63,314318,217418,217418,55,262037,171706,171706,39,184755,120076,120076,30,125478,71186,71186,10,26955,7984,7984,7,18675,5491,5491,4,10435,3188,3188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,920,4255749,7657763,7657763,30983.0,144633289.0,116374994.0,146142933.0,806,3703556,7509047,7509047,31789.0,148336845.0,123884041.0,151108737.0,686,3143771,7102232,7102232,32475.0,151480616.0,130986273.0,155412035.0,347,1562419,4024737,4024737,32822.0,153043035.0,135011010.0,157643650.0,976,4536297,7247806,7247806,32822.0,153043035.0,135011010.0,157643650.0,1018,4752513,6699211,6699211,32822.0,153043035.0,135011010.0,157643650.0,1254,5905586,7292104,7292104,32822.0,153043035.0,135011010.0,157643650.0,1101,5230939,5693928,5693928,32822.0,153043035.0,135011010.0,157643650.0,1439,6893669,6804379,6804379,32822.0,153043035.0,135011010.0,157643650.0,1203,5801105,5313759,5313759,32822.0,153043035.0,135011010.0,157643650.0,1223,5929687,5126438,5126438,32822.0,153043035.0,135011010.0,157643650.0,1443,7046399,5758737,5758737,32822.0,153043035.0,135011010.0,157643650.0,1467,7195146,5610114,5610114,32822.0,153043035.0,135011010.0,157643650.0,1521,7495001,5630033,5630033,32822.0,153043035.0,135011010.0,157643650.0,1301,6413335,4677979,4677979,32822.0,153043035.0,135011010.0,157643650.0,1255,6223211,4408528,4408528,32822.0,153043035.0,135011010.0,157643650.0,1505,7443969,5077490,5077490,32822.0,153043035.0,135011010.0,157643650.0,1233,6079149,4011819,4011819,32822.0,153043035.0,135011010.0,157643650.0,1266,6196694,4026151,4026151,32822.0,153043035.0,135011010.0,157643650.0,1056,5120282,3272185,3272185,32822.0,153043035.0,135011010.0,157643650.0,1114,5343757,3338325,3338325,32822.0,153043035.0,135011010.0,157643650.0,984,4652824,2835871,2835871,32822.0,153043035.0,135011010.0,157643650.0,986,4648655,2686508,2686508,32822.0,153043035.0,135011010.0,157643650.0,938,4377607,2431284,2431284,32822.0,153043035.0,135011010.0,157643650.0,766,3513173,1883284,1883284,32822.0,153043035.0,135011010.0,157643650.0,831,3787678,1973360,1973360,32822.0,153043035.0,135011010.0,157643650.0,650,2860780,1412549,1412549,32822.0,153043035.0,135011010.0,157643650.0,567,2436123,1135400,1135400,32822.0,153043035.0,135011010.0,157643650.0,502,2022311,902521,902521,32822.0,153043035.0,135011010.0,157643650.0,379,1431700,607672,607672,32822.0,153043035.0,135011010.0,157643650.0,338,1215652,507384,507384,32822.0,153043035.0,135011010.0,157643650.0,277,988144,410763,410763,32822.0,153043035.0,135011010.0,157643650.0,254,880198,357809,357809,32822.0,153043035.0,135011010.0,157643650.0,238,807911,324459,324459,32822.0,153043035.0,135011010.0,157643650.0,200,659472,265350,265350,32822.0,153043035.0,135011010.0,157643650.0,190,613294,245821,245821,32822.0,153043035.0,135011010.0,157643650.0,142,449815,181567,181567,32822.0,153043035.0,135011010.0,157643650.0,119,379924,152950,152950,32822.0,153043035.0,135011010.0,157643650.0,85,274515,113329,113329,32822.0,153043035.0,135011010.0,157643650.0,58,185580,74562,74562,32822.0,153043035.0,135011010.0,157643650.0,44,145791,58664,58664,32822.0,153043035.0,135011010.0,157643650.0,31,104425,40194,40194,32822.0,153043035.0,135011010.0,157643650.0,35,113678,43238,43238,32822.0,153043035.0,135011010.0,157643650.0,23,72134,27700,27700,32822.0,153043035.0,135011010.0,157643650.0,17,51922,19684,19684,32822.0,153043035.0,135011010.0,157643650.0,14,41740,15609,15609,32822.0,153043035.0,135011010.0,157643650.0,11,31755,11625,11625,32822.0,153043035.0,135011010.0,157643650.0,6,16140,6115,6115,32822.0,153043035.0,135011010.0,157643650.0,3,7860,2973,2973,32822.0,153043035.0,135011010.0,157643650.0,0,0,0,0,32822.0,153043035.0,135011010.0,157643650.0,0,0,0,0,32822.0,153043035.0,135011010.0,157643650.0,0,0,0,0,32822.0,153043035.0,135011010.0,157643650.0,0,0,0,0,32822.0,153043035.0,135011010.0,157643650.0
