,segm_cebp_imagename,day,area_nucleus,xcoord_nucleus,ycoord_nucleus,dapi_nucleus,cebp_nucleus,ppar_nucleus,count_heteroc,area_heteroc,dapi_heteroc,cebp_heteroc,ppar_heteroc,area_n_heteroc,dapi_n_heteroc,cebp_n_heteroc,ppar_n_heteroc,area_p3_heteroc,dapi_p3_heteroc,cebp_p3_heteroc,ppar_p3_heteroc,area_n_p3_heteroc,dapi_n_p3_heteroc,cebp_n_p3_heteroc,ppar_n_p3_heteroc,area_blob,count_blob,dapi_blob,cebp_blob,ppar_blob,area_n_blob,dapi_n_blob,cebp_n_blob,ppar_n_blob,area_p1_blob,dapi_p1_blob,cebp_p1_blob,ppar_p1_blob,area_n_p1_blob,dapi_n_p1_blob,cebp_n_p1_blob,ppar_n_p1_blob,area_p2_blob,dapi_p2_blob,cebp_p2_blob,ppar_p2_blob,area_n_p2_blob,dapi_n_p2_blob,cebp_n_p2_blob,ppar_n_p2_blob,area_p3_blob,dapi_p3_blob,cebp_p3_blob,ppar_p3_blob,area_n_p3_blob,dapi_n_p3_blob,cebp_n_p3_blob,ppar_n_p3_blob,area_p4_blob,dapi_p4_blob,cebp_p4_blob,ppar_p4_blob,area_n_p4_blob,dapi_n_p4_blob,cebp_n_p4_blob,ppar_n_p4_blob,area_p5_blob,dapi_p5_blob,cebp_p5_blob,ppar_p5_blob,area_n_p5_blob,dapi_n_p5_blob,cebp_n_p5_blob,ppar_n_p5_blob,area_p6_blob,dapi_p6_blob,cebp_p6_blob,ppar_p6_blob,area_n_p6_blob,dapi_n_p6_blob,cebp_n_p6_blob,ppar_n_p6_blob,area_p7_blob,dapi_p7_blob,cebp_p7_blob,ppar_p7_blob,area_n_p7_blob,dapi_n_p7_blob,cebp_n_p7_blob,ppar_n_p7_blob
104,stad3-30-xy6_cebp_segm_cell1.tif,0.083,34999,1185.6042744078402,93.70782022343495,145282555,197417330,57605291,11,1566,9842255,9553357,2590652,33433.0,135440300.0,187863973.0,55014639.0,1542,8198763,9130399,2491558,31891.0,127241537.0,178733574.0,52523081.0,462,21,1979177,6095525,881746,34537.0,143303378.0,191321805.0,56723545.0,378,1631402,4418495,716834,34159.0,141671976.0,186903310.0,56006711.0,450,1947751,4907054,834649,33709.0,139724225.0,181996256.0,55172062.0,640,2778371,6427417,1161011,33069.0,136945854.0,175568839.0,54011051.0,1291,5619601,12449947,2329529,32418.0,134104624.0,169546309.0,52842533.0,1588,6962654,14009722,2815995,31481.0,129983200.0,161559117.0,51195056.0,2427,10674456,20671211,4270186,30642.0,126271398.0,154897628.0,49740865.0,1727,7672383,13317502,2977514,29754.0,122310817.0,148241615.0,48217542.0
105,stad3-30-xy6_cebp_segm_cell10.tif,0.083,39397,448.0102545879128,1477.9794400588878,135538381,166795289,77249857,17,3269,16996915,15003973,6552603,36128.0,118541466.0,151791316.0,70697254.0,2628,10912229,12604869,5436909,33500.0,107629237.0,139186447.0,65260345.0,735,26,2653099,8829864,1696512,38662.0,132885282.0,157965425.0,75553345.0,558,2032464,5772040,1202393,38104.0,130852818.0,152193385.0,74350952.0,645,2351581,6058612,1355603,37459.0,128501237.0,146134773.0,72995349.0,872,3185092,7278052,1789766,36587.0,125316145.0,138856721.0,71205583.0,1766,6470788,13881827,3601895,35693.0,122030449.0,132252946.0,69393454.0,2135,7878594,14667007,4318201,34452.0,117437551.0,124189714.0,66887382.0,3242,11987829,21041160,6541361,33345.0,113328316.0,117815561.0,64664222.0,2281,8485441,12630195,4575184,32171.0,108952110.0,111559519.0,62312198.0
106,stad3-30-xy6_cebp_segm_cell11.tif,0.083,38975,1655.115869146889,1924.7538165490698,155610529,198693752,65314761,16,2702,15764398,14481724,4460285,36273.0,139846131.0,184212028.0,60854476.0,2856,14684171,15306180,4759473,33417.0,125161960.0,168905848.0,56095003.0,454,33,1737445,5285678,837598,38521.0,153873084.0,193408074.0,64477163.0,476,1833426,4908586,871489,38045.0,152039658.0,188499488.0,63605674.0,595,2295617,5663676,1080659,37450.0,149744041.0,182835812.0,62525015.0,903,3501348,7812429,1609838,36547.0,146242693.0,175023383.0,60915177.0,1839,7165556,15169760,3261834,35611.0,142578485.0,167666052.0,59263181.0,2313,9102237,17168460,4044147,34234.0,137140456.0,157854923.0,56871030.0,3574,14109346,25443620,6202586,32973.0,132133347.0,149579763.0,54712591.0,2614,10413533,16604404,4459289,31620.0,126726923.0,141250519.0,52411741.0
107,stad3-30-xy6_cebp_segm_cell2.tif,0.083,39030,708.3176787086857,408.4985139636177,141858477,196721872,89769172,11,1821,11769790,10251544,4125965,37209.0,130088687.0,186470328.0,85643207.0,1577,7794983,8604489,3696311,35632.0,122293704.0,177865839.0,81946896.0,550,24,1995702,6725290,1509804,38480.0,139862775.0,189996582.0,88259368.0,440,1627739,4855501,1311335,38040.0,138235036.0,185141081.0,86948033.0,527,1962993,5454165,1587422,37513.0,136272043.0,179686916.0,85360611.0,759,2842666,7244109,2237561,36754.0,133429377.0,172442807.0,83123050.0,1523,5724245,13929014,4456144,35990.0,130547798.0,165757902.0,80904467.0,1872,7089244,15659532,5317742,34882.0,126340133.0,156783275.0,77805308.0,2858,10867728,23071705,8051568,33896.0,122561649.0,149371102.0,75071482.0,2032,7826829,14870950,5617679,32850.0,118513304.0,141912325.0,72187629.0
108,stad3-30-xy6_cebp_segm_cell3.tif,0.083,44818,1524.1992503012182,470.8874559328841,210532610,222165704,73752773,16,2108,17919243,9646820,3424536,42710.0,192613367.0,212518884.0,70328237.0,2154,15027153,11486880,3594859,40556.0,177586214.0,201032004.0,66733378.0,1037,36,4599964,11483195,1844548,43781.0,205932646.0,210682509.0,71908225.0,758,3446350,7499536,1372499,43023.0,202486296.0,203182973.0,70535726.0,887,4062063,8178543,1614552,42136.0,198424233.0,195004430.0,68921174.0,1216,5601767,10337308,2193132,40920.0,192822466.0,184667122.0,66728042.0,2470,11430792,20196894,4420695,39666.0,186993441.0,174807536.0,64500479.0,3043,14206231,22840239,5356225,37877.0,178616235.0,161826883.0,61371817.0,4639,21770289,33697913,8123576,36281.0,171052177.0,150969209.0,58604466.0,3286,15629020,21801383,5678198,34591.0,162987215.0,140025500.0,55693619.0
109,stad3-30-xy6_cebp_segm_cell4.tif,0.083,27159,91.15759048565853,576.1528774991715,104240626,133714442,44639822,7,1594,10446628,8112975,2435030,25565.0,93793998.0,125601467.0,42204792.0,1153,6028638,5770371,1897807,24412.0,87765360.0,119831096.0,40306985.0,610,14,2283237,6478155,1133496,26549.0,101957389.0,127236287.0,43506326.0,373,1405483,3496111,674631,26176.0,100551906.0,123740176.0,42831695.0,425,1612226,3731205,763188,25751.0,98939680.0,120008971.0,42068507.0,582,2222025,4723582,1042036,25169.0,96717655.0,115285389.0,41026471.0,1163,4453929,9101319,2079582,24588.0,94485751.0,110907652.0,39988925.0,1407,5438958,10160350,2513222,23762.0,91278697.0,105125039.0,38513249.0,2143,8312448,15003406,3822967,23026.0,88405207.0,100281983.0,37203504.0,1515,5940947,9730493,2690577,22247.0,85337750.0,95394546.0,35822672.0
110,stad3-30-xy6_cebp_segm_cell5.tif,0.083,36986,308.5675661060942,700.1272914075596,126374890,140330733,59700013,11,1958,10828125,8145730,3000623,35028.0,115546765.0,132185003.0,56699390.0,1664,7626009,6911269,2669039,33364.0,107920756.0,125273734.0,54030351.0,395,20,1372572,3405565,757580,36591.0,125002318.0,136925168.0,58942433.0,316,1120084,2430874,584359,36275.0,123882234.0,134494294.0,58358074.0,384,1379412,2758256,694298,35891.0,122502822.0,131736038.0,57663776.0,569,2066957,3774226,1000250,35322.0,120435865.0,127961812.0,56663526.0,1143,4176712,7248637,1992026,34748.0,118326110.0,124487401.0,55671750.0,1418,5251091,8153419,2419016,33904.0,115184774.0,119808393.0,54244510.0,2170,8082000,12017194,3674969,33152.0,112353865.0,115944618.0,52988557.0,1557,5882757,7783860,2585516,32347.0,109302017.0,112024533.0,51658994.0
111,stad3-30-xy6_cebp_segm_cell6.tif,0.083,36902,1085.077014795946,913.1010243347245,149399889,223576489,66604225,17,2360,15164351,15442552,4363875,34542.0,134235538.0,208133937.0,62240350.0,2505,13454698,16202657,4680955,32037.0,120780840.0,191931280.0,57559395.0,674,29,2587520,8663015,1307882,36228.0,146812369.0,214913474.0,65296343.0,562,2164585,6442320,1090350,35666.0,144647784.0,208471154.0,64205993.0,668,2582550,7056299,1296942,34998.0,142065234.0,201414855.0,62909051.0,951,3678329,9087504,1831518,34047.0,138386905.0,192327351.0,61077533.0,1921,7463181,17510377,3691891,33077.0,134602053.0,183904478.0,59217160.0,2385,9331615,19598717,4541192,31662.0,129055290.0,172728634.0,56536341.0,3642,14291978,28782709,6883541,30406.0,124097076.0,163547603.0,54195686.0,2594,10260295,18383135,4814939,29077.0,118813346.0,154371116.0,51736157.0
112,stad3-30-xy6_cebp_segm_cell7.tif,0.083,37067,193.3792052229746,1133.729975449861,126771484,171903097,64517079,10,2166,12074632,10995596,3818059,34901.0,114696852.0,160907501.0,60699020.0,1655,7387016,8127606,2987564,33246.0,107309836.0,152779895.0,57711456.0,279,19,953227,2882438,524075,36788.0,125818257.0,169020659.0,63993004.0,283,969303,2749568,530722,36505.0,124848954.0,166271091.0,63462282.0,341,1171526,3124209,640725,36164.0,123677428.0,163146882.0,62821557.0,503,1745591,4283174,954681,35661.0,121931837.0,158863708.0,61866876.0,1026,3566714,8368939,1950602,35138.0,120110714.0,154777943.0,60870955.0,1293,4529114,9628749,2480642,34370.0,117406860.0,149242920.0,59388768.0,1994,7011599,14327921,3822479,33676.0,114938947.0,144568561.0,58056611.0,1461,5194496,9534715,2796483,32926.0,112247809.0,139766535.0,56615605.0
113,stad3-30-xy6_cebp_segm_cell8.tif,0.083,42982,1815.7513843004049,1128.0651202829092,167110012,152942154,76094580,22,3382,20890852,10487420,5861251,39600.0,146219160.0,142454734.0,70233329.0,3116,14688638,9823254,5369927,36484.0,131530522.0,132631480.0,64863402.0,725,34,2772388,6465459,1402386,42257.0,164337624.0,146476695.0,74692194.0,630,2443171,5064952,1221580,41627.0,161894453.0,141411743.0,73470614.0,749,2919715,5557862,1461863,40878.0,158974738.0,135853881.0,72008751.0,1064,4174490,7133196,2096965,39814.0,154800248.0,128720685.0,69911786.0,2168,8528873,13794748,4262906,38710.0,150445865.0,122059133.0,67745845.0,2697,10701248,15278742,5267083,37117.0,144099000.0,113441943.0,64644703.0,4109,16370655,22218693,7988305,35705.0,138429593.0,106501992.0,61923481.0,2912,11747448,13798854,5566334,34205.0,132351552.0,99643089.0,59078369.0
114,stad3-30-xy6_cebp_segm_cell9.tif,0.083,33957,1742.0768030155784,1458.279736136879,156313390,146744241,59861242,8,1358,10619479,5738096,2220322,32599.0,145693911.0,141006145.0,57640920.0,1170,7350742,4885834,1975337,31429.0,138343169.0,136120311.0,55665583.0,881,28,4487393,8859411,1695649,33076.0,151825997.0,137884830.0,58165593.0,605,3021353,5151964,1157897,32471.0,148804644.0,132732866.0,57007696.0,711,3558322,5597553,1361753,31760.0,145246322.0,127135313.0,55645943.0,996,5011584,7184911,1895818,30764.0,140234738.0,119950402.0,53750125.0,2009,10135944,13890400,3811905,29751.0,135110378.0,113244913.0,51834038.0,2456,12500628,15492150,4618373,28308.0,127734110.0,104458252.0,49131752.0,3715,18974341,22585785,6953369,27049.0,121260397.0,97364617.0,46796756.0,2565,13232367,14062541,4737865,25743.0,114501743.0,90395711.0,44393887.0
115,stad3-31-xy3_cebp_segm_cell1.tif,0.083,89010,772.1900011234693,175.4335018537243,363432577,428038884,152669972,28,6283,37943335,29256497,10282097,82727.0,325489242.0,398782387.0,142387875.0,4788,23617720,22480695,8148962,77946.0,301886933.0,376318481.0,134247433.0,820,17,3275178,7314488,1512526,88190.0,360157399.0,420724396.0,151157446.0,430,1693222,3478913,803121,87760.0,358464177.0,417245483.0,150354325.0,494,1944164,3875889,917643,87266.0,356520013.0,413369594.0,149436682.0,693,2749923,5246599,1288141,86573.0,353770090.0,408122995.0,148148541.0,1379,5481995,10229485,2560300,85887.0,351038018.0,403140109.0,146876382.0,1677,6705887,11915538,3120494,84896.0,347064203.0,396207457.0,145028047.0,2555,10250448,17820526,4757088,84018.0,343519642.0,390302469.0,143391453.0,1820,7366972,12043747,3394822,83076.0,339697231.0,384163710.0,141633225.0
116,stad3-31-xy3_cebp_segm_cell2.tif,0.083,39659,118.69086462089311,244.5632012910058,152044410,188935877,59551346,9,1483,9364036,7489329,2187121,38176.0,142680374.0,181446548.0,57364225.0,1279,6709870,6370633,1901836,36897.0,135970504.0,175075915.0,55462389.0,194,5,723618,1809411,336155,39465.0,151320792.0,187126466.0,59215191.0,100,385934,924778,173527,39365.0,150934858.0,186201688.0,59041664.0,108,418235,974435,187470,39257.0,150516623.0,185227253.0,58854194.0,140,549292,1212616,240196,39117.0,149967331.0,184014637.0,58613998.0,272,1073430,2331203,463831,38985.0,149443193.0,182896050.0,58390363.0,317,1270129,2621286,532780,38800.0,148697202.0,181393351.0,58081218.0,473,1904648,3850178,791622,38644.0,148062683.0,180164459.0,57822376.0,318,1305586,2466568,529950,38482.0,147391616.0,178926783.0,57551268.0
117,stad3-31-xy3_cebp_segm_cell3.tif,0.083,58274,1475.676476644816,549.9920719360264,264867522,397813117,91921260,7,1164,8333857,9539752,1764932,57110.0,256533665.0,388273365.0,90156328.0,996,5925007,7628913,1536819,56114.0,250608658.0,380644452.0,88619509.0,244,14,1205202,3002658,409171,58030.0,263662320.0,394810459.0,91512089.0,215,1058815,2509816,362237,57815.0,262603505.0,392300643.0,91149852.0,267,1322406,2999350,450383,57548.0,261281099.0,389301293.0,90699469.0,412,2047156,4410343,696782,57136.0,259233943.0,384890950.0,90002687.0,835,4159941,8695327,1410308,56713.0,257121158.0,380605966.0,89289161.0,1055,5275903,10356653,1780171,56081.0,253958040.0,374534297.0,88222516.0,1634,8185770,15656415,2762680,55502.0,251048173.0,369234535.0,87240007.0,1210,6087417,10874386,2053816,54871.0,247870623.0,363659911.0,86168700.0
118,stad3-31-xy3_cebp_segm_cell4.tif,0.083,40267,763.3403034743089,677.2968684034073,193379120,162725967,68410654,14,1601,10962933,6664752,2646272,38666.0,182416187.0,156061215.0,65764382.0,1756,10404079,7298073,2941602,36910.0,172012108.0,148763142.0,62822780.0,394,12,2010022,3931470,706877,39873.0,191369098.0,158794497.0,67703777.0,271,1387101,2425491,494924,39602.0,189981997.0,156369006.0,67208853.0,310,1600986,2575512,562838,39292.0,188381011.0,153793494.0,66646015.0,435,2253051,3316914,787172,38857.0,186127960.0,150476580.0,65858843.0,866,4499776,6299175,1562155,38426.0,183881235.0,147494319.0,65083860.0,1060,5542931,6991413,1900573,37797.0,180585029.0,143485167.0,63958270.0,1610,8434313,10226696,2880475,37247.0,177693647.0,140249884.0,62978368.0,1136,5986184,6491450,2022737,36661.0,174598845.0,136993717.0,61935533.0
119,stad3-31-xy3_cebp_segm_cell5.tif,0.083,91612,476.8722874732568,824.4918351307689,392087433,517991118,169347058,17,2702,17828224,17021829,4889469,88910.0,374259209.0,500969289.0,164457589.0,2491,14551028,15846147,4648432,86419.0,359708181.0,485123142.0,159809157.0,125,7,590315,1449528,313740,91487.0,391497118.0,516541590.0,169033318.0,101,471220,1069941,242280,91386.0,391025898.0,515471649.0,168791038.0,125,578929,1284083,292372,91261.0,390446969.0,514187566.0,168498666.0,186,856655,1845514,426714,91075.0,389590314.0,512342052.0,168071952.0,383,1763438,3740865,872676,90878.0,388683531.0,510446701.0,167625990.0,492,2260022,4666951,1105265,90583.0,387330292.0,507675101.0,166966687.0,752,3453269,7014824,1682275,90323.0,386137045.0,505327228.0,166389677.0,536,2459950,4762610,1182538,90047.0,384870342.0,502912491.0,165784149.0
120,stad3-31-xy3_cebp_segm_cell6.tif,0.083,42594,1575.9517772456215,801.2299384889891,180606352,198107803,68588749,19,2717,17755503,10693005,4115169,39877.0,162850849.0,187414798.0,64473580.0,2656,13615174,10536558,4073638,37221.0,149235675.0,176878240.0,60399942.0,396,22,1661437,7291559,740194,42198.0,178944915.0,190816244.0,67848555.0,358,1541519,5231367,703523,41840.0,177403396.0,185584877.0,67145032.0,440,1916525,5762231,865772,41400.0,175486871.0,179822646.0,66279260.0,631,2783110,7237707,1202573,40769.0,172703761.0,172584939.0,65076687.0,1310,5803528,14085661,2449474,40090.0,169683343.0,165736985.0,63829786.0,1650,7400078,15361550,2955993,39119.0,165303683.0,157223389.0,62120694.0,2541,11442408,22229681,4494595,38228.0,161261353.0,150355258.0,60582092.0,1832,8355334,13424127,3145183,37287.0,156948349.0,143799262.0,58975511.0
121,stad3-31-xy3_cebp_segm_cell7.tif,0.083,35560,809.6667604049494,975.9561304836895,182374333,241708044,71123740,19,2824,24031020,24349568,5962234,32736.0,158343313.0,217358476.0,65161506.0,2650,17374815,21427051,5654299,30086.0,140968498.0,195931425.0,59507207.0,397,15,2157191,7171686,988888,35163.0,180217142.0,234536358.0,70134852.0,298,1576076,4803335,713887,34865.0,178641066.0,229733023.0,69420965.0,353,1874935,5234786,831264,34512.0,176766131.0,224498237.0,68589701.0,514,2756608,6923689,1195640,33998.0,174009523.0,217574548.0,67394061.0,1036,5567550,13216708,2394040,33476.0,171198581.0,211281529.0,66195661.0,1294,7012628,14649239,2947285,32704.0,166996895.0,202925309.0,64446776.0,1983,10776171,21422167,4489394,32015.0,163233352.0,196152381.0,62904667.0,1426,7817780,13479092,3165910,31278.0,159179115.0,189446217.0,61280866.0
122,stad3-31-xy3_cebp_segm_cell8.tif,0.083,62443,117.6670403407908,1167.2894960203705,321182101,334060636,101750837,22,4850,40152045,26911474,7770409,57593.0,281030056.0,307149162.0,93980428.0,3714,24159671,19726768,6021791,53879.0,256870385.0,287422394.0,87958637.0,1248,18,6814133,18250749,2375450,61195.0,314367968.0,315809887.0,99375387.0,590,3243551,7543233,1111830,60605.0,311124417.0,308266654.0,98263557.0,658,3646306,7825457,1236744,59947.0,307478111.0,300441197.0,97026813.0,864,4793499,9331010,1616352,59083.0,302684612.0,291110187.0,95410461.0,1726,9645378,17968224,3221758,58221.0,297832733.0,282472973.0,93805055.0,2048,11550009,19430198,3789918,57035.0,291134603.0,271679989.0,91620543.0,3114,17667216,28445286,5743669,55969.0,285017396.0,262664901.0,89666792.0,2200,12683435,18005168,4013580,54835.0,278451168.0,253674821.0,87606963.0
123,stad3-31-xy3_cebp_segm_cell9.tif,0.083,39555,1054.6547339148021,1277.3957021868284,179933153,175610624,57741260,19,3083,19807031,13402386,4192108,36472.0,160126122.0,162208238.0,53549152.0,2809,13881930,12311801,3926387,33663.0,146244192.0,149896437.0,49622765.0,820,24,4133912,10571366,1399524,38735.0,175799241.0,165039258.0,56341736.0,511,2491696,5433830,846199,38224.0,173307545.0,159605428.0,55495537.0,603,2925758,5723153,976167,37621.0,170381787.0,153882275.0,54519370.0,854,4127776,7116139,1356930,36767.0,166254011.0,146766136.0,53162440.0,1733,8388144,13568174,2730214,35888.0,161993643.0,140314101.0,51789156.0,2132,10364257,14605803,3308873,34635.0,155889754.0,132160333.0,49853567.0,3276,15936384,21322077,5061722,33491.0,150317627.0,125444059.0,48100718.0,2373,11572146,13419628,3625364,32262.0,144317608.0,118740705.0,46228203.0
124,stad3-32-xy3_cebp_segm_cell1.tif,0.167,28722,1610.7321913515773,70.37528723626488,108823270,199982513,40042386,16,2168,11492277,16689454,3002711,26554.0,97330993.0,183293059.0,37039675.0,2265,10109159,16840415,3159373,24289.0,87221834.0,166452644.0,33880302.0,135,20,514349,1896109,218355,28587.0,108308921.0,198086404.0,39824031.0,183,702207,2398635,294752,28404.0,107606714.0,195687769.0,39529279.0,250,968158,3159727,407565,28154.0,106638556.0,192528042.0,39121714.0,399,1548873,4797040,651150,27755.0,105089683.0,187731002.0,38470564.0,823,3195960,9612717,1341909,27333.0,103446517.0,182928688.0,37782151.0,1048,4078788,11480939,1693930,26715.0,101027054.0,176299788.0,36785792.0,1619,6328502,17315623,2595841,26151.0,98791851.0,170504547.0,35891668.0,1176,4641520,11783675,1853933,25555.0,96418484.0,164602848.0,34949966.0
125,stad3-32-xy3_cebp_segm_cell10.tif,0.167,31978,502.9551566702108,1561.0795234223528,130761981,192721648,49335025,18,2632,15404172,17965189,3920840,29346.0,115357809.0,174756459.0,45414185.0,2554,12312843,16787107,3994944,26792.0,103044966.0,157969352.0,41419241.0,638,32,2748161,8449798,1286149,31340.0,128013820.0,184271850.0,48048876.0,588,2542703,6864860,1108569,30752.0,125471117.0,177406990.0,46940307.0,704,3059163,7584488,1286584,30048.0,122411954.0,169822502.0,45653723.0,1014,4459131,9964342,1794045,29034.0,117952823.0,159858160.0,43859678.0,2061,9077423,19383651,3591192,27987.0,113334531.0,150438851.0,42062531.0,2558,11350148,21977001,4339442,26476.0,106602675.0,137881159.0,39520236.0,3900,17357330,32392462,6543985,25134.0,100595493.0,127465698.0,37315693.0,2749,12341712,20838107,4498677,23727.0,94260963.0,117043052.0,35021559.0
126,stad3-32-xy3_cebp_segm_cell11.tif,0.167,33634,1566.7102931557354,1883.975114467503,124214422,235291328,50642161,18,2447,13146382,17400217,3571484,31187.0,111068040.0,217891111.0,47070677.0,2438,10658131,17174980,3592662,28751.0,100414005.0,200719199.0,43480179.0,261,20,941836,4008284,458167,33373.0,123272586.0,231283044.0,50183994.0,299,1097686,4297742,555139,33074.0,122174900.0,226985302.0,49628855.0,367,1358085,4990139,670430,32707.0,120816815.0,221995163.0,48958425.0,534,1987251,6736292,956933,32173.0,118829564.0,215258871.0,48001492.0,1094,4095583,13227323,1925627,31613.0,116721232.0,208767840.0,47032798.0,1379,5217214,15215419,2341258,30794.0,113612350.0,200043452.0,45660234.0,2130,8098696,22654754,3576153,30043.0,110730868.0,192604117.0,44425339.0,1566,6038084,15094874,2560200,29228.0,107574266.0,184948578.0,43100034.0
127,stad3-32-xy3_cebp_segm_cell12.tif,0.167,34958,1017.1346186852795,1933.496224040277,126447391,209038811,56257372,15,2388,13351451,14825974,3903853,32570.0,113095940.0,194212837.0,52353519.0,2231,10004467,13056785,3666718,30339.0,103091473.0,181156052.0,48686801.0,610,32,2132478,8564891,1090061,34348.0,124314913.0,200473920.0,55167311.0,561,1947812,6847416,1022687,33787.0,122367101.0,193626504.0,54144624.0,679,2375733,7610742,1259847,33108.0,119991368.0,186015762.0,52884777.0,981,3475927,9906065,1839802,32127.0,116515441.0,176109697.0,51044975.0,2022,7188581,19366480,3793244,31086.0,112802787.0,166649282.0,49091533.0,2563,9214990,21914977,4775273,29564.0,107300451.0,154194720.0,46269702.0,3944,14247901,32248007,7238679,28183.0,102267540.0,143861690.0,43806296.0,2843,10416386,20599824,5009802,26722.0,96886150.0,133599017.0,41261150.0
128,stad3-32-xy3_cebp_segm_cell2.tif,0.167,28136,749.0111600796133,144.19121410292863,118780656,196354493,40459041,12,1562,10502963,12952951,2368017,26574.0,108277693.0,183401542.0,38091024.0,1622,9290332,13637459,2476678,24952.0,98987361.0,169764083.0,35614346.0,269,18,1315888,3804922,430834,27867.0,117464768.0,192549571.0,40028207.0,260,1266699,3413565,418889,27607.0,116198069.0,189136006.0,39609318.0,328,1585572,4072486,533225,27279.0,114612497.0,185063520.0,39076093.0,498,2398830,5782872,812049,26781.0,112213667.0,179280648.0,38264044.0,1022,4922942,11501608,1663560,26257.0,109689555.0,173561912.0,37412533.0,1297,6264234,13597549,2105490,25484.0,105949433.0,165683099.0,36158554.0,2011,9723626,20502771,3255266,24770.0,102490041.0,158777877.0,35008778.0,1492,7245064,14148803,2391987,23992.0,98704369.0,151534296.0,33766567.0
129,stad3-32-xy3_cebp_segm_cell3.tif,0.167,37136,1395.4596348556656,286.41267233950884,127227692,213887069,51457032,15,2384,12823300,14042584,3122228,34752.0,114404392.0,199844485.0,48334804.0,2129,8873581,11894505,2860438,32627.0,105538564.0,187960179.0,45479024.0,413,28,1332233,5069248,620559,36723.0,125895459.0,208817821.0,50836473.0,391,1283521,4331671,588770,36332.0,124611938.0,204486150.0,50247703.0,491,1622893,5109101,743117,35841.0,122989045.0,199377049.0,49504586.0,741,2474028,7119018,1130552,35100.0,120515017.0,192258031.0,48374034.0,1523,5100077,14024384,2304352,34318.0,117888968.0,185352665.0,47200234.0,1942,6546517,16292228,2886244,33158.0,113968500.0,175965803.0,45487790.0,2970,10050139,23990290,4393782,32130.0,110464878.0,168267741.0,43980252.0,2139,7314497,15592204,3118763,31019.0,106654003.0,160373599.0,42369027.0
130,stad3-32-xy3_cebp_segm_cell4.tif,0.167,32596,1818.1225917290465,386.05485335624,122352889,206465561,48737450,14,2285,13775753,15888957,3611202,30311.0,108577136.0,190576604.0,45126248.0,2035,9633352,13771994,3102822,28276.0,98943784.0,176804610.0,42023426.0,399,19,1506471,4880573,666175,32197.0,120846418.0,201584988.0,48071275.0,351,1342884,3987789,581680,31846.0,119503534.0,197597199.0,47489595.0,422,1627618,4531716,696843,31424.0,117875916.0,193065483.0,46792752.0,617,2384861,6184451,1002571,30807.0,115491055.0,186881032.0,45790181.0,1256,4884521,12199136,2031950,30168.0,112991395.0,180866347.0,44760802.0,1561,6125512,14177674,2490742,29249.0,109371534.0,172718750.0,43303930.0,2407,9490172,21329209,3820911,28409.0,106018929.0,165596658.0,41982602.0,1750,6978950,14524795,2741390,27513.0,102420728.0,158259960.0,40583402.0
131,stad3-32-xy3_cebp_segm_cell5.tif,0.167,35877,126.92351645901273,391.3112021629456,135934851,264509429,57150567,14,2260,13229766,21888950,3637896,33617.0,122705085.0,242620479.0,53512671.0,2018,9678085,17684866,3303643,31599.0,113027000.0,224935613.0,50209028.0,786,28,3254257,11112874,1481776,35091.0,132680594.0,253396555.0,55668791.0,547,2296598,6933094,975484,34544.0,130383996.0,246463461.0,54693307.0,650,2740407,7799016,1134507,33894.0,127643589.0,238664445.0,53558800.0,951,4018055,10738158,1634802,32943.0,123625534.0,227926287.0,51923998.0,1905,8041327,20830658,3251025,31989.0,119602262.0,217833787.0,50307775.0,2340,9850661,23813544,3953413,30603.0,113774873.0,204112743.0,47970585.0,3568,14981736,35290178,6010805,29375.0,108643798.0,192636109.0,45913193.0,2529,10541010,23079263,4238717,28074.0,103233863.0,181033480.0,43731868.0
132,stad3-32-xy3_cebp_segm_cell6.tif,0.167,53187,500.2359223118431,874.3083460244045,196602844,601074940,82113222,15,2090,12135663,28657481,3267278,51097.0,184467181.0,572417459.0,78845944.0,2033,9566301,26341819,3213613,49064.0,174900880.0,546075640.0,75632331.0,1824,40,6770497,39105132,3124647,51363.0,189832347.0,561969808.0,78988575.0,1018,3827525,19290166,1722482,50345.0,186004822.0,542679642.0,77266093.0,1163,4379707,20720294,1946805,49182.0,181625115.0,521959348.0,75319288.0,1579,5949473,26184196,2627821,47603.0,175675642.0,495775152.0,72691467.0,3158,11912686,50512446,5220560,46024.0,169712429.0,471446902.0,70098728.0,3824,14452063,56566067,6252523,43779.0,161223579.0,439209085.0,66438944.0,5784,21866042,82890921,9402659,41819.0,153809600.0,412884231.0,63288808.0,4027,15243472,52814528,6432680,39752.0,145980107.0,386394557.0,60006264.0
