,segm_cebp_imagename,day,area_nucleus,xcoord_nucleus,ycoord_nucleus,dapi_nucleus,cebp_nucleus,ppar_nucleus,count_heteroc,area_heteroc,dapi_heteroc,cebp_heteroc,ppar_heteroc,area_n_heteroc,dapi_n_heteroc,cebp_n_heteroc,ppar_n_heteroc,area_p3_heteroc,dapi_p3_heteroc,cebp_p3_heteroc,ppar_p3_heteroc,area_n_p3_heteroc,dapi_n_p3_heteroc,cebp_n_p3_heteroc,ppar_n_p3_heteroc,area_blob,count_blob,dapi_blob,cebp_blob,ppar_blob,area_n_blob,dapi_n_blob,cebp_n_blob,ppar_n_blob,area_p1_blob,dapi_p1_blob,cebp_p1_blob,ppar_p1_blob,area_n_p1_blob,dapi_n_p1_blob,cebp_n_p1_blob,ppar_n_p1_blob,area_p2_blob,dapi_p2_blob,cebp_p2_blob,ppar_p2_blob,area_n_p2_blob,dapi_n_p2_blob,cebp_n_p2_blob,ppar_n_p2_blob,area_p3_blob,dapi_p3_blob,cebp_p3_blob,ppar_p3_blob,area_n_p3_blob,dapi_n_p3_blob,cebp_n_p3_blob,ppar_n_p3_blob,area_p4_blob,dapi_p4_blob,cebp_p4_blob,ppar_p4_blob,area_n_p4_blob,dapi_n_p4_blob,cebp_n_p4_blob,ppar_n_p4_blob,area_p5_blob,dapi_p5_blob,cebp_p5_blob,ppar_p5_blob,area_n_p5_blob,dapi_n_p5_blob,cebp_n_p5_blob,ppar_n_p5_blob,area_p6_blob,dapi_p6_blob,cebp_p6_blob,ppar_p6_blob,area_n_p6_blob,dapi_n_p6_blob,cebp_n_p6_blob,ppar_n_p6_blob,area_p7_blob,dapi_p7_blob,cebp_p7_blob,ppar_p7_blob,area_n_p7_blob,dapi_n_p7_blob,cebp_n_p7_blob,ppar_n_p7_blob
213,stad3-36-xy6_cebp_segm_cell11.tif,0.33,36320,1463.0276156387665,1549.2204295154186,177026778,300618184,66442848,12,1692,12907421,16537725,2954341,34628.0,164119357.0,284080459.0,63488507.0,1624,9899426,13960436,2850624,33004.0,154219931.0,270120023.0,60637883.0,301,13,1473584,5890019,618020,36019.0,175553194.0,294728165.0,65824828.0,248,1214840,4439288,502024,35771.0,174338354.0,290288877.0,65322804.0,295,1453477,4935863,592976,35476.0,172884877.0,285353014.0,64729828.0,428,2129918,6550570,857475,35048.0,170754959.0,278802444.0,63872353.0,868,4334193,12706102,1740869,34608.0,168550684.0,272646912.0,62988959.0,1084,5468892,14366967,2156671,33964.0,165286067.0,264435477.0,61715682.0,1667,8451083,21267755,3300039,33381.0,162303876.0,257534689.0,60572314.0,1214,6249402,13956600,2367610,32750.0,159036665.0,250478877.0,59348072.0
214,stad3-36-xy6_cebp_segm_cell12.tif,0.33,42042,915.5914085914086,1654.2156652870938,178882300,320997382,73062400,9,1288,9736520,12874473,2181876,40754.0,169145780.0,308122909.0,70880524.0,1180,6746053,10317630,2043688,39574.0,162399727.0,297805279.0,68836836.0,742,25,3574519,11251858,1386846,41300.0,175307781.0,309745524.0,71675554.0,496,2246058,6813019,909869,40804.0,173061723.0,302932505.0,70765685.0,591,2648056,7669053,1082681,40213.0,170413667.0,295263452.0,69683004.0,858,3797981,10411908,1556929,39355.0,166615686.0,284851544.0,68126075.0,1738,7697102,20421745,3143932,38477.0,162721890.0,274859603.0,66543205.0,2160,9585058,23634150,3888557,37203.0,157052041.0,261287983.0,64254112.0,3294,14585893,35026678,5929014,36075.0,152067452.0,249946749.0,62225979.0,2346,10336768,23045936,4219029,34870.0,146750311.0,238348171.0,60061014.0
215,stad3-36-xy6_cebp_segm_cell2.tif,0.33,33676,250.1009621095142,657.7725680009503,162864544,279261428,52315407,16,2157,15708955,22706670,3445033,31519.0,147155589.0,256554758.0,48870374.0,2161,13379743,21626333,3496353,29358.0,133775846.0,234928425.0,45374021.0,402,14,2294564,8013737,752233,33274.0,160569980.0,271247691.0,51563174.0,271,1540450,4838539,492058,33003.0,159029530.0,266409152.0,51071116.0,314,1789682,5268906,563249,32689.0,157239848.0,261140246.0,50507867.0,443,2528059,6853758,786426,32246.0,154711789.0,254286488.0,49721441.0,890,5111625,13275386,1571262,31799.0,152128223.0,247864860.0,48936605.0,1094,6348623,15059233,1903301,31152.0,148363166.0,239227255.0,47818140.0,1672,9748629,22364737,2890543,30574.0,144963160.0,231921751.0,46830898.0,1199,7083868,14853794,2037051,29953.0,141279298.0,224373461.0,45781089.0
216,stad3-36-xy6_cebp_segm_cell3.tif,0.33,77679,1848.6338006411,705.7007170535151,406792480,777938977,131940970,19,3324,27831775,53849588,5903559,74355.0,378960705.0,724089389.0,126037411.0,3020,21784303,42854053,5250514,71335.0,357176402.0,681235336.0,120786897.0,2075,32,15540462,38676428,3775646,75604.0,391252018.0,739262549.0,128165324.0,953,6828909,16230013,1702847,74651.0,384423109.0,723032536.0,126462477.0,1074,7539320,17463811,1906708,73577.0,376883789.0,705568725.0,124555769.0,1478,10142969,22771004,2616591,72099.0,366740820.0,682797721.0,121939178.0,2899,19672330,43581179,5121515,70678.0,357211459.0,661987546.0,119434254.0,3442,22828191,48982095,6061839,68657.0,343912629.0,633815626.0,115877339.0,5166,33888616,71989173,9091149,66933.0,332852204.0,610808548.0,112848029.0,3533,22484582,46340909,6194288,65124.0,321428047.0,587474717.0,109683051.0
217,stad3-36-xy6_cebp_segm_cell4.tif,0.33,46460,1498.5939087387,662.8404649160568,189250700,271768554,76947848,9,1489,9333764,10850581,2614282,44971.0,179916936.0,260917973.0,74333566.0,1261,6854977,8804846,2198875,43710.0,173061959.0,252113127.0,72134691.0,241,6,1121558,2639867,481022,46219.0,188129142.0,269128687.0,76466826.0,117,557899,1222308,233308,46102.0,187571243.0,267906379.0,76233518.0,137,658781,1404656,270417,45965.0,186912462.0,266501723.0,75963101.0,199,956984,2000506,389488,45766.0,185955478.0,264501217.0,75573613.0,396,1916514,3925459,773337,45569.0,184995948.0,262576264.0,75189764.0,489,2393027,4699734,954004,45277.0,183562451.0,259801483.0,74619609.0,743,3649720,7030447,1445802,45023.0,182305758.0,257470770.0,74127811.0,517,2561100,4663789,1000100,44760.0,181001351.0,255137694.0,73619509.0
218,stad3-36-xy6_cebp_segm_cell5.tif,0.33,65259,1231.5206178458143,734.4722567002252,429772868,578373019,119924628,19,4033,42605790,48838660,7546262,61226.0,387167078.0,529534359.0,112378366.0,3157,27048116,34637457,5968439,58069.0,360118962.0,494896902.0,106409927.0,699,47,4889538,12142844,1470717,64560.0,424883330.0,566230175.0,118453911.0,699,4969186,10956329,1431884,63861.0,419914144.0,555273846.0,117022027.0,862,6156989,12739710,1743995,62999.0,413757155.0,542534136.0,115278032.0,1269,9147629,17527063,2535519,61730.0,404609526.0,525007073.0,112742513.0,2614,18887723,34866724,5185913,60385.0,394869432.0,507667412.0,110092119.0,3321,24106353,41210088,6497906,58409.0,380503173.0,483796985.0,106244607.0,5131,37289816,61886356,9975428,56599.0,367319710.0,463120717.0,102767085.0,3763,27436897,42182057,7204022,54646.0,353066276.0,441614928.0,99040585.0
219,stad3-36-xy6_cebp_segm_cell6.tif,0.33,39424,794.7481229707793,1053.796291599026,169493761,307877555,69251704,14,1792,11935329,19115644,3313953,37632.0,157558432.0,288761911.0,65937751.0,1833,10058112,17874375,3638030,35799.0,147500320.0,270887536.0,62299721.0,782,23,4221324,12958996,1515414,38642.0,165272437.0,294918559.0,67736290.0,477,2443919,6743387,917620,38165.0,162828518.0,288175172.0,66818670.0,565,2873453,7484756,1091096,37600.0,159955065.0,280690416.0,65727574.0,797,4012736,9776427,1542786,36803.0,155942329.0,270913989.0,64184788.0,1620,8137081,19225132,3129808,35980.0,151817984.0,261465284.0,62597766.0,1996,9945603,22033984,3821856,34807.0,145996726.0,248880005.0,60362932.0,3068,15211187,32970932,5827316,33735.0,140731142.0,237943057.0,58357472.0,2209,10803754,22067091,4115816,32598.0,135192972.0,226812914.0,56247116.0
220,stad3-36-xy6_cebp_segm_cell7.tif,0.33,30821,544.6133155965089,1236.8467927711624,158867828,238700973,52776861,8,1149,9471715,11006124,1948549,29672.0,149396113.0,227694849.0,50828312.0,1064,7339531,9489147,1828854,28608.0,142056582.0,218205702.0,48999458.0,392,28,1951263,5920249,779107,30429.0,156916565.0,232780724.0,51997754.0,406,2097507,5847385,791788,30023.0,154819058.0,226933339.0,51205966.0,503,2626279,6796119,974185,29520.0,152192779.0,220137220.0,50231781.0,753,3962745,9416967,1442069,28767.0,148230034.0,210720253.0,48789712.0,1532,8110940,18445964,2925263,27988.0,144081839.0,201691256.0,47306518.0,1878,10034569,20684489,3559256,26889.0,138195465.0,190035764.0,45230456.0,2849,15277165,30326370,5385192,25918.0,132952869.0,180393883.0,43404520.0,1985,10751522,19223111,3723950,24904.0,127443943.0,170812653.0,41506506.0
221,stad3-36-xy6_cebp_segm_cell8.tif,0.33,35977,1453.0864441170747,1249.3446090557857,191384169,320275570,75825854,8,829,7478838,10990268,1618080,35148.0,183905331.0,309285302.0,74207774.0,926,6991635,11262068,1823058,34222.0,176913696.0,298023234.0,72384716.0,136,10,807299,2732949,298008,35841.0,190576870.0,317542621.0,75527846.0,143,824526,2706634,306602,35698.0,189752344.0,314835987.0,75221244.0,179,1027128,3201699,380718,35519.0,188725216.0,311634288.0,74840526.0,269,1544153,4503967,573567,35250.0,187181063.0,307130321.0,74266959.0,556,3180941,8949904,1183015,34963.0,185544275.0,302684384.0,73657511.0,715,4099923,10569065,1518049,34535.0,183081140.0,296561256.0,72748910.0,1110,6370468,15829690,2349334,34140.0,180810595.0,291300631.0,71917625.0,826,4766531,10698063,1731865,33709.0,178314609.0,285863193.0,71017045.0
222,stad3-36-xy6_cebp_segm_cell9.tif,0.33,29692,118.60959180924155,1267.8483429880102,153966156,275808872,48741782,9,855,6355404,9734463,1512596,28837.0,147610752.0,266074409.0,47229186.0,1047,6832006,11103063,1779324,27790.0,140778746.0,254971346.0,45449862.0,186,11,1041773,3986568,355392,29506.0,152924383.0,271822304.0,48386390.0,169,949378,3428675,323152,29337.0,151975005.0,268393629.0,48063238.0,209,1178091,4033314,401857,29128.0,150796914.0,264360315.0,47661381.0,312,1760970,5613363,595842,28816.0,149035944.0,258746952.0,47065539.0,629,3576360,10906676,1198847,28499.0,147220554.0,253453639.0,46462534.0,786,4521771,12504536,1471980,28030.0,144514173.0,246242416.0,45593559.0,1211,7009687,18622138,2252741,27605.0,142026257.0,240124814.0,44812798.0,886,5210001,12416343,1625368,27144.0,139304172.0,233826073.0,43968191.0
223,stad3-37-xy5_cebp_segm_cell1.tif,0.33,37117,1395.095401029178,324.43982541692486,172646162,312958914,55960120,23,3275,23523434,35408864,5009582,33842.0,149122728.0,277550050.0,50950538.0,3212,18790832,33243870,4969071,30630.0,130331896.0,244306180.0,45981467.0,358,20,1886952,5878168,613693,36759.0,170759210.0,307080746.0,55346427.0,340,1785944,5339283,585443,36419.0,168973266.0,301741463.0,54760984.0,409,2152119,6174235,699170,36010.0,166821147.0,295567228.0,54061814.0,601,3167722,8602960,1018852,35409.0,163653425.0,286964268.0,53042962.0,1215,6421087,16901923,2065165,34795.0,160400060.0,278665305.0,51996649.0,1496,7932607,19499176,2555463,33913.0,155720818.0,267465092.0,50487499.0,2277,12089551,28910144,3923420,33132.0,151563874.0,258054124.0,49119542.0,1609,8559037,19035586,2874194,32304.0,147161781.0,248429506.0,47613305.0
224,stad3-37-xy5_cebp_segm_cell10.tif,0.33,34690,731.2659267800519,1503.8567022196598,165920012,275555519,55768466,10,2318,19939682,26148356,3692688,32372.0,145980330.0,249407163.0,52075778.0,1678,11041541,16111007,2750442,30694.0,134938789.0,233296156.0,49325336.0,510,18,2532901,9314031,899318,34180.0,163387111.0,266241488.0,54869148.0,366,1850503,5948039,636199,33814.0,161536608.0,260293449.0,54232949.0,434,2212859,6547436,748347,33380.0,159323749.0,253746013.0,53484602.0,616,3191116,8542147,1054762,32764.0,156132633.0,245203866.0,52429840.0,1254,6508624,16636201,2142638,32126.0,152815125.0,237109812.0,51341964.0,1557,8165624,18820454,2631707,31207.0,147967009.0,226383412.0,49798133.0,2399,12597502,27950279,4035403,30365.0,143535131.0,217253587.0,48394437.0,1751,9234669,18483805,2905812,29456.0,138732340.0,207899607.0,46892321.0
225,stad3-37-xy5_cebp_segm_cell11.tif,0.33,71703,1929.8134387682524,1633.5219725813424,318766704,600714840,135757261,28,6071,42130701,57259990,11013468,65632.0,276636003.0,543454850.0,124743793.0,4630,24435131,39896968,8629104,61017.0,252228350.0,503607162.0,116134659.0,2281,64,10042030,41269921,4899470,69422.0,308724674.0,559444919.0,130857791.0,1437,6452399,22327775,3077444,67985.0,302272275.0,537117144.0,127780347.0,1673,7583224,24064396,3554351,66312.0,294689051.0,513052748.0,124225996.0,2341,10691802,30891642,4908521,63971.0,283997249.0,482161106.0,119317475.0,4722,21666749,59638181,9837720,61590.0,273022302.0,453414567.0,114388276.0,5772,26674359,66286393,11912785,58199.0,257322890.0,415874713.0,107404690.0,8759,40545591,96704781,18002541,55212.0,243451658.0,385456325.0,101314934.0,6129,28462383,60579033,12420547,52070.0,228860507.0,355295680.0,94984143.0
226,stad3-37-xy5_cebp_segm_cell12.tif,0.33,44014,396.0749534239106,1681.6357977007315,175118387,284729323,65961569,15,3168,21573902,30339313,5001254,40846.0,153544485.0,254390010.0,60960315.0,2397,12558586,19616527,3750859,38449.0,140985899.0,234773483.0,57209456.0,718,39,3398047,9271820,1306352,43296.0,171720340.0,275457503.0,64655217.0,662,3141066,7846551,1199389,42634.0,168579274.0,267610952.0,63455828.0,812,3836652,9051354,1440359,41822.0,164742622.0,258559598.0,62015469.0,1205,5658916,12442810,2078647,40617.0,159083706.0,246116788.0,59936822.0,2464,11549147,24559553,4211869,39358.0,153193475.0,234000045.0,57803600.0,3087,14323775,28393847,5160017,37530.0,144759931.0,217722941.0,54776805.0,4737,21828829,42179279,7875051,35880.0,137254877.0,203937509.0,52061771.0,3381,15223661,27452752,5542399,34149.0,129536270.0,190270189.0,49234406.0
227,stad3-37-xy5_cebp_segm_cell13.tif,0.33,30884,293.27117601346976,1970.9276324310322,117961396,293287097,45411589,9,1345,8390897,17151708,1960945,29539.0,109570499.0,276135389.0,43450644.0,1231,6453196,14834841,1822966,28308.0,103117303.0,261300548.0,41627678.0,179,9,817190,3561275,278365,30705.0,117144206.0,289725822.0,45133224.0,154,683370,2895378,238875,30551.0,116460836.0,286830444.0,44894349.0,185,811953,3348103,287863,30366.0,115648883.0,283482341.0,44606486.0,276,1201880,4756521,426202,30090.0,114447003.0,278725820.0,44180284.0,558,2424211,9373979,859586,29808.0,113224672.0,274108362.0,43746900.0,702,3038107,11132472,1076212,29388.0,111408896.0,267593348.0,43104072.0,1079,4663741,16719077,1646036,29011.0,109783262.0,262006743.0,42534248.0,785,3380115,11415536,1189629,28603.0,108028781.0,256177812.0,41914443.0
228,stad3-37-xy5_cebp_segm_cell2.tif,0.33,47453,1178.2863254167282,572.8321497060249,170587257,249446563,66937950,17,2222,13753147,15143371,3219804,45231.0,156834110.0,234303192.0,63718146.0,2290,11466349,15026539,3489363,42941.0,145367761.0,219276653.0,60228783.0,714,20,2885529,9935695,1227620,46739.0,167701728.0,239510868.0,65710330.0,508,2005552,6140580,871602,46231.0,165696176.0,233370288.0,64838728.0,579,2301677,6507666,990103,45652.0,163394499.0,226862622.0,63848625.0,794,3182533,8162657,1360556,44858.0,160211966.0,218699965.0,62488069.0,1583,6371401,15549070,2710942,44069.0,157023098.0,211313552.0,61137683.0,1913,7786348,16925498,3261838,42945.0,152425618.0,201774467.0,59226231.0,2897,11832910,24588611,4893444,41961.0,148379056.0,194111354.0,57594625.0,2023,8348134,15262904,3306820,40922.0,144077484.0,186511563.0,55919411.0
229,stad3-37-xy5_cebp_segm_cell3.tif,0.33,45838,127.41360879619529,712.1550896635979,148028904,294444134,68161014,11,2796,17190891,22864576,3993745,43042.0,130838013.0,271579558.0,64167269.0,1900,8722873,14155323,2742444,41142.0,122115140.0,257424235.0,61424825.0,522,11,1665115,6319139,813855,45316.0,146363789.0,288124995.0,67347159.0,258,851971,2863621,406712,45058.0,145511818.0,285261374.0,66940447.0,298,1002542,3148714,476150,44760.0,144509276.0,282112660.0,66464297.0,424,1455320,4255156,681527,44336.0,143053956.0,277857504.0,65782770.0,842,2919406,8246229,1353643,43918.0,141589870.0,273866431.0,65110654.0,1016,3586615,9394487,1620351,43320.0,139467341.0,268463017.0,64162419.0,1554,5528313,14047074,2459787,42782.0,137525643.0,263810430.0,63322983.0,1116,4048764,9460902,1725769,42204.0,135418577.0,259002115.0,62436650.0
230,stad3-37-xy5_cebp_segm_cell4.tif,0.33,42609,516.8786406627707,960.9671665610551,179501496,264753098,77811427,17,3314,23449367,27977468,5964660,39295.0,156052129.0,236775630.0,71846767.0,2678,14809348,20288491,4857793,36617.0,141242781.0,216487139.0,66988974.0,626,32,2652236,8467934,1197504,41983.0,176849260.0,256285164.0,76613923.0,488,2187374,5779893,927949,41495.0,174661886.0,250505271.0,75685974.0,598,2740897,6533900,1135808,40897.0,171920989.0,243971371.0,74550166.0,873,4093202,8746589,1667040,40024.0,167827787.0,235224782.0,72883126.0,1799,8452665,17278141,3430066,39098.0,163468324.0,226693230.0,71120100.0,2257,10617015,19867273,4288092,37767.0,157210772.0,215357509.0,68595034.0,3477,16334855,29577778,6579123,36547.0,151492932.0,205647004.0,66304003.0,2522,11786563,19570057,4717542,35245.0,145424209.0,195787452.0,63877492.0
231,stad3-37-xy5_cebp_segm_cell5.tif,0.33,68161,842.803186572967,999.8231686741685,287669338,468909169,128456649,24,4903,35663716,40486465,9352739,63258.0,252005622.0,428422704.0,119103910.0,3878,21067703,28381653,7683088,59380.0,230937919.0,400041051.0,111420822.0,1549,42,7186000,20458150,3071051,66612.0,280483338.0,448451019.0,125385598.0,959,4390969,11510553,1932575,65653.0,276092369.0,436940466.0,123453023.0,1119,5110126,12639737,2270764,64534.0,270982243.0,424300729.0,121182259.0,1613,7392136,17006171,3296477,62921.0,263590107.0,407294558.0,117885782.0,3203,14597261,32689193,6559726,61331.0,256384982.0,391611536.0,114622533.0,3900,17668407,37040147,7984267,59021.0,245921700.0,370254411.0,109901515.0,5921,26769937,54761916,12118159,57000.0,236820170.0,352532642.0,105767623.0,4180,18805417,35934074,8516107,54841.0,227116283.0,334320337.0,101385408.0
232,stad3-37-xy5_cebp_segm_cell6.tif,0.33,31369,392.8427747138895,1181.7158659823392,150824382,266060492,53171374,12,2117,16312958,22231054,3515974,29252.0,134511424.0,243829438.0,49655400.0,1806,11144948,17041230,3181078,27446.0,123366476.0,226788208.0,46474322.0,297,23,1452832,4763229,559369,31072.0,149371550.0,261297263.0,52612005.0,318,1558383,4818815,610137,30754.0,147813167.0,256478448.0,52001868.0,398,1954509,5728832,770570,30356.0,145858658.0,250749616.0,51231298.0,593,2922642,7996526,1144389,29763.0,142936016.0,242753090.0,50086909.0,1231,6093074,16075963,2363458,29125.0,139765584.0,234673653.0,48867840.0,1580,7880634,19250368,2991269,28183.0,135055382.0,223502722.0,47095640.0,2457,12296256,29129880,4618433,27306.0,130639760.0,213623210.0,45468476.0,1797,9066673,19745001,3295420,26386.0,125988709.0,203757721.0,43800220.0
233,stad3-37-xy5_cebp_segm_cell7.tif,0.33,36529,134.02773139149716,1184.2975170412549,150399667,297768973,52761761,14,1949,11788358,19225987,2785414,34580.0,138611309.0,278542986.0,49976347.0,1941,9859033,17850616,2827549,32639.0,128752276.0,260692370.0,47148798.0,290,15,1399301,5082962,474648,36239.0,149000366.0,292686011.0,52287113.0,255,1243979,4138175,420086,35984.0,147756387.0,288547836.0,51867027.0,311,1523213,4793781,506582,35673.0,146233174.0,283754055.0,51360445.0,459,2246792,6685878,736709,35214.0,143986382.0,277068177.0,50623736.0,938,4609630,13271891,1494512,34735.0,141623544.0,270482164.0,49865933.0,1182,5857740,15732423,1849414,34032.0,138128642.0,261335754.0,48774322.0,1829,9089519,23795385,2832314,33385.0,134896863.0,253272792.0,47791422.0,1349,6752693,16522220,2036603,32683.0,131375949.0,244813534.0,46737719.0
234,stad3-37-xy5_cebp_segm_cell8.tif,0.33,73614,1306.7133018175891,1268.7986116771267,289716613,492209800,135475173,19,4583,31109601,35949264,8125078,69031.0,258607012.0,456260536.0,127350095.0,3330,17639727,23988896,6010342,65701.0,240967285.0,432271640.0,121339753.0,1029,49,4047816,15039556,1929742,72585.0,285668797.0,477170244.0,133545431.0,869,3430209,11373669,1631316,71716.0,282238588.0,465796575.0,131914115.0,1052,4180636,12855355,1976774,70664.0,278057952.0,452941220.0,129937341.0,1536,6151602,17346570,2886512,69128.0,271906350.0,435594650.0,127050829.0,3112,12507092,33774221,5879220,67552.0,265550860.0,419166999.0,124058121.0,3832,15536016,38137843,7344000,65296.0,256370334.0,397456807.0,119706829.0,5827,23725028,56027336,11294124,63301.0,248181322.0,379567314.0,115756705.0,4123,16991541,36063861,8258623,61173.0,239378793.0,361392946.0,111448206.0
235,stad3-37-xy5_cebp_segm_cell9.tif,0.33,61979,1658.305555107375,1467.347036899595,209036358,418065904,98482223,18,3434,20260941,31228469,5444971,58545.0,188775417.0,386837435.0,93037252.0,2804,12405539,22599764,4603824,55741.0,176369878.0,364237671.0,88433428.0,1510,39,6245405,19496143,2521068,60469.0,202790953.0,398569761.0,95961155.0,905,3813860,10633164,1507638,59564.0,198977093.0,387936597.0,94453517.0,1055,4398742,11800419,1757174,58509.0,194578351.0,376136178.0,92696343.0,1496,6171684,15828339,2493832,57013.0,188406667.0,360307839.0,90202511.0,2999,12316775,30900911,4999683,55510.0,182261576.0,345235267.0,87696660.0,3679,14916943,35724935,6146287,53334.0,173489724.0,324582904.0,84056224.0,5580,22459824,52861872,9323813,51433.0,165946843.0,307445967.0,80878698.0,3890,15323111,34313104,6498781,49444.0,158166613.0,290269800.0,77557443.0
236,stad3-38-xy5_cebp_segm_cell1.tif,1.0,46635,906.1015975125978,304.501082877667,260479784,321848994,66492340,7,1570,14647371,18063054,2436063,45065.0,245832413.0,303785940.0,64056277.0,1187,9926872,12542879,1944575,43878.0,235905541.0,291243061.0,62111702.0,192,13,1250803,2797564,376110,46443.0,259228981.0,319051430.0,66116230.0,177,1178063,2468286,370978,46266.0,258050918.0,316583144.0,65745252.0,225,1516891,3047925,448018,46041.0,256534027.0,313535219.0,65297234.0,344,2335305,4459760,644669,45697.0,254198722.0,309075459.0,64652565.0,705,4822631,8942318,1295879,45336.0,251711396.0,304592901.0,64001355.0,891,6149036,10692330,1575567,44806.0,248049686.0,298383129.0,63076998.0,1366,9457384,16012801,2387556,44331.0,244741338.0,293062658.0,62265009.0,985,6872277,10832029,1670433,43821.0,241177409.0,287551100.0,61406565.0
237,stad3-38-xy5_cebp_segm_cell2.tif,1.0,45167,334.8449974538933,487.79721920871435,235215166,295853046,83554903,10,2541,21107591,25222675,4928264,42626.0,214107575.0,270630371.0,78626639.0,1675,11571933,14306838,3261883,40951.0,202535642.0,256323533.0,75364756.0,250,16,1378006,3276820,527951,44917.0,233837160.0,292576226.0,83026952.0,239,1311457,2905481,514192,44678.0,232525703.0,289670745.0,82512760.0,298,1628084,3407057,648404,44380.0,230897619.0,286263688.0,81864356.0,457,2480499,4867221,1003988,43923.0,228417120.0,281396467.0,80860368.0,936,5081520,9605289,2086857,43444.0,225816099.0,276658399.0,79777499.0,1201,6514018,11394002,2751554,42722.0,221903102.0,270002465.0,78108814.0,1859,10085505,17081385,4292420,42064.0,218331615.0,264315082.0,76567948.0,1376,7464467,11624209,3243999,41346.0,214438635.0,258378256.0,74864815.0
238,stad3-38-xy5_cebp_segm_cell3.tif,1.0,42728,1473.5296994944767,602.6764884853023,264672895,216068444,55112113,8,3234,33107412,21838204,4324596,39494.0,231565483.0,194230240.0,50787517.0,1776,15703467,11321527,2334545,37718.0,215862016.0,182908713.0,48452972.0,433,14,2901333,4415744,948885,42295.0,261771562.0,211652700.0,54163228.0,298,1981550,2806888,435449,41997.0,259790012.0,208845812.0,53727779.0,345,2299586,3083113,494086,41652.0,257490426.0,205762699.0,53233693.0,481,3221884,4043842,672470,41171.0,254268542.0,201718857.0,52561223.0,967,6492212,7875030,1335729,40685.0,250998214.0,197887669.0,51897964.0,1164,7841100,8831712,1573355,40007.0,246427442.0,192887145.0,50987868.0,1774,11985235,13100820,2384238,39397.0,242283307.0,188618037.0,50176985.0,1258,8568186,8655718,1667626,38749.0,237859256.0,184231427.0,49320242.0
239,stad3-38-xy5_cebp_segm_cell4.tif,1.0,49502,845.8738636822754,784.5874106096724,289274125,320328724,72206071,14,2492,20519634,17150334,3411155,47010.0,268754491.0,303178390.0,68794916.0,2148,15288558,14844916,3052629,44862.0,253465933.0,288333474.0,65742287.0,839,19,5337527,13423687,1433709,48663.0,283936598.0,306905037.0,70772362.0,459,2949248,6299429,772128,48204.0,280987350.0,300605608.0,70000234.0,524,3393468,6694697,878550,47680.0,277593882.0,293910911.0,69121684.0,723,4707718,8447491,1211023,46957.0,272886164.0,285463420.0,67910661.0,1454,9500874,16370971,2438812,46226.0,268093008.0,277539940.0,66682872.0,1776,11699424,18424963,2978636,45181.0,261186740.0,267038457.0,64932025.0,2706,17867757,27178918,4540214,44251.0,255018407.0,258284502.0,63370447.0,1926,12793758,17728727,3209511,43255.0,248392982.0,249309730.0,61722514.0
240,stad3-38-xy5_cebp_segm_cell5.tif,1.0,22287,1916.4796966841657,1553.1738233050658,95841842,104569360,25702600,4,399,2406526,2612401,474963,21888.0,93435316.0,101956959.0,25227637.0,495,2818157,3119710,589375,21393.0,90617159.0,98837249.0,24638262.0,165,6,787071,1122108,199573,22122.0,95054771.0,103447252.0,25503027.0,142,719507,952843,172290,21980.0,94335264.0,102494409.0,25330737.0,162,819403,1063525,197315,21818.0,93515861.0,101430884.0,25133422.0,220,1109202,1414075,264432,21598.0,92406659.0,100016809.0,24868990.0,442,2223848,2804001,531703,21376.0,91292013.0,98626883.0,24601719.0,541,2708853,3333115,648846,21057.0,89697806.0,96683694.0,24220144.0,823,4110157,5010344,986833,20775.0,88296502.0,95006465.0,23882157.0,581,2875418,3419386,695888,20476.0,86822388.0,93264308.0,23524256.0
241,stad3-38-xy5_cebp_segm_cell6.tif,1.0,28536,350.51173955705076,1641.0033641715727,156807946,199586772,57659859,6,671,5137654,6066279,1510699,27865.0,151670292.0,193520493.0,56149160.0,704,4983369,6015253,1684340,27161.0,146686923.0,187505240.0,54464820.0,234,10,1412304,3894914,666544,28302.0,155395642.0,195691858.0,56993315.0,185,1123658,2681617,479535,28117.0,154271984.0,193010241.0,56513780.0,221,1352541,3016224,543949,27896.0,152919443.0,189994017.0,55969831.0,316,1938267,3994669,742196,27580.0,150981176.0,185999348.0,55227635.0,645,3976241,7876415,1505110,27251.0,148943202.0,182117602.0,54464721.0,798,4950211,8987200,1851961,26782.0,146030965.0,177012148.0,53375674.0,1235,7683121,13470647,2890678,26345.0,143298055.0,172528701.0,52336957.0,910,5702884,9094960,2177376,25872.0,140328081.0,167917188.0,51198298.0
