,label,area,centroid-0,centroid-1,day,dapi_integrated,cebp_integrated,ppar_integrated
1,2,30805,291,1065,4.0,80024737,79392231,80940940
2,3,33131,319,641,4.0,103348536,107245855,121812593
3,4,60423,396,1589,4.0,268427768,638631361,1753011584
4,5,18893,465,1960,4.0,41599366,46220693,69054725
5,6,44257,645,1336,4.0,186086156,166301585,148082727
6,7,31276,679,776,4.0,98608357,95674712,93026656
7,8,34636,767,374,4.0,90745289,91376783,82874907
8,9,33325,806,974,4.0,101275689,82585868,86577449
9,10,31985,991,352,4.0,93401178,88301897,108043310
10,11,34028,997,599,4.0,102325576,85648408,100421225
11,12,30854,1115,1840,4.0,96149566,95205641,110854412
12,13,35403,1145,743,4.0,94878770,134293199,112752914
13,14,32686,1339,121,4.0,97367316,105678722,92020788
14,15,27046,1511,653,4.0,79182046,101177593,86352976
15,16,40152,1869,1018,4.0,132905358,107689619,145108375
0,1,52418,161,1610,4.0,196504196,186474486,149820244
1,2,32766,153,1358,4.0,97758534,102905636,89112916
2,3,34138,416,1435,4.0,91907673,117281823,104297915
3,4,32953,411,1012,4.0,90337036,90329310,104473336
4,5,26822,578,88,4.0,73216999,81396693,88054457
5,6,29318,612,616,4.0,82061628,130197061,181519760
6,7,25362,703,1735,4.0,100037643,186162154,116015339
7,8,27552,735,1574,4.0,84266699,71895154,66308051
8,9,102983,858,1157,4.0,409164569,176195476,355885961
9,10,28503,785,123,4.0,98085406,98178743,62105739
10,11,28984,866,806,4.0,91365618,86751479,78911225
11,12,32214,966,142,4.0,91220517,80500877,87288984
12,13,24442,1024,456,4.0,81405021,71639663,59189126
13,14,29158,1359,602,4.0,81363459,100921925,96131650
14,15,59554,1539,316,4.0,232645801,284667646,776226512
15,16,24872,1509,937,4.0,75935021,107084960,84684567
16,17,25524,1837,212,4.0,81012876,58423831,59277090
17,18,28631,1895,527,4.0,81194046,79066963,59662986
0,1,28186,419,1965,4.0,89870903,62559858,99648932
1,2,23982,519,675,4.0,87641040,73689853,70337310
2,3,26104,830,824,4.0,101754225,85697320,74441486
3,4,38748,1130,1651,4.0,129317564,68497062,85759203
4,5,29641,1221,1009,4.0,107322754,111733745,76410159
5,6,32717,1618,390,4.0,112908915,102580600,92528629
6,7,29708,1628,1470,4.0,120835974,79641327,90937258
7,8,30532,1697,666,4.0,118572121,84545258,87454700
0,1,33697,206,1544,4.0,105103047,77284726,72766315
1,2,28773,262,1742,4.0,122845256,89577589,103708643
2,3,54998,460,1269,4.0,280986895,200264966,174101079
3,4,40601,663,1071,4.0,133552127,90239945,143969113
4,5,81534,716,1385,4.0,322737367,256039321,807587494
5,6,53213,723,580,4.0,279079345,224811669,208970259
6,7,35622,966,1280,4.0,139545905,112741428,109168118
7,8,39604,1023,1844,4.0,156003076,123857916,118194768
8,9,33791,1128,557,4.0,137452797,165966449,78015990
9,10,34602,1484,1393,4.0,119740816,110356456,88085286
10,11,29233,1541,782,4.0,131880693,92459481,83923073
11,12,32174,1871,593,4.0,109713950,112877729,93511112
12,13,40550,1932,1485,4.0,146235289,178419201,85086850
0,1,71991,137,1591,4.0,274365906,60147914,255453236
1,2,20493,614,1721,4.0,55813460,47371804,61154376
2,3,22378,676,133,4.0,82433290,148857731,91420108
3,4,30861,723,982,4.0,143250361,128333443,176397867
4,5,32812,821,1177,4.0,152669133,125786810,83937465
5,6,45943,1182,469,4.0,223427105,180988787,240443501
6,7,23598,1170,63,4.0,73365763,60260755,53003002
7,8,30194,1357,1627,4.0,121661930,98233203,96370745
8,9,42873,1456,875,4.0,253338072,189967507,135213859
9,10,27402,1502,1185,4.0,99047268,72377298,68721978
10,11,38125,1544,629,4.0,128060932,126333670,77531492
11,12,31289,1774,589,4.0,125511904,108361356,135132344
12,13,23762,1942,887,4.0,89896237,86070764,73569544
0,1,30376,94,821,4.0,106136820,86356386,62550131
1,2,36203,196,1923,4.0,165888398,93484163,76663253
2,3,32331,197,1154,4.0,111097782,79372050,102968565
3,4,37758,303,1596,4.0,152665490,166580033,94800907
4,5,41857,570,1422,4.0,231550475,96924568,77409186
5,6,47972,1165,1011,4.0,189243917,123648054,133592972
6,7,60893,1282,1347,4.0,266042251,234660149,200116433
7,8,54737,1495,1792,4.0,269805552,470505124,841070038
8,9,29223,1502,494,4.0,77275258,80203704,88683740
9,10,35445,1548,1210,4.0,106713955,51909456,84945974
10,11,29385,1738,1822,4.0,128697992,100036095,109181636
0,1,29546,264,1100,4.0,159968063,84591479,53831397
1,2,37076,355,1908,4.0,168126905,109049286,149437388
2,3,32890,328,551,4.0,125329565,105171352,102749690
3,4,34185,537,479,4.0,158739084,112316693,123391094
4,5,59788,716,1264,4.0,315178086,239816909,208258945
5,6,30026,797,561,4.0,154030933,263911214,416690732
6,7,28336,907,960,4.0,158018002,97571672,59996539
7,8,31485,955,334,4.0,121148103,105772405,131688216
8,9,35980,1021,1719,4.0,146773991,114178953,107986988
9,10,29206,1677,239,4.0,106538434,103280058,100815318
10,11,33445,1734,1104,4.0,133789797,96731242,109815945
0,1,72834,310,1673,4.0,348802153,185311082,220135200
1,2,61737,414,303,4.0,267090423,65919609,194680459
2,3,32282,587,1413,4.0,147594905,76538520,73877349
3,4,34801,621,1219,4.0,150526078,112032379,81773640
4,5,29232,962,1064,4.0,152911447,126827895,78205966
5,6,33030,1229,871,4.0,136893168,104949103,106473972
6,7,27692,1379,1367,4.0,103982002,78977062,80665899
7,8,61602,1550,958,4.0,308630333,557049893,1505361899
8,9,29995,1650,354,4.0,105217932,74597465,53799674
9,10,32050,1742,1362,4.0,128539306,115472904,70698060
10,11,24159,1844,774,4.0,78304257,71351662,70805691
11,12,26981,1963,1349,4.0,103434704,69254442,62527353
0,1,33826,130,379,4.0,111197042,95045058,77268165
1,2,34220,315,676,4.0,127697761,94487178,84400595
2,3,33436,393,1081,4.0,137364261,218261863,582246536
3,4,30400,704,625,4.0,127871161,190761651,162977851
4,5,82384,768,1552,4.0,335271665,372939222,191056891
5,6,33680,908,156,4.0,125502162,113996829,98072666
6,7,51075,1000,854,4.0,158637025,154784024,90004610
7,8,30884,1192,193,4.0,117553179,109060880,82741031
8,9,35473,1731,1748,4.0,142098925,114428825,241471902
0,1,38295,163,1837,6.0,152156071,160371321,718987592
1,2,73494,419,341,6.0,347771356,130795150,310124454
2,3,59885,549,1334,6.0,320390847,158970976,236726428
3,4,39511,970,124,6.0,143222522,72127700,108013939
4,5,55193,1112,914,6.0,199644196,274926304,1434754796
5,6,39198,1326,371,6.0,153224054,73881415,138408901
6,7,67008,1522,1569,6.0,241103866,225202792,1341353192
7,8,38955,1865,911,6.0,112631823,157876591,859755675
0,1,46985,118,755,6.0,144786544,82003613,171437511
1,2,41500,577,523,6.0,170236713,137426887,543832204
2,3,44772,702,191,6.0,125852133,75182820,124894625
3,4,37333,823,600,6.0,173856442,162972616,783162675
4,5,46072,945,1019,6.0,169260784,94682622,162375932
5,6,44971,1136,1853,6.0,161939819,103935097,186178905
6,7,38834,1402,1218,6.0,157293420,122667023,173712591
7,8,45829,1467,371,6.0,141161006,78232945,202297336
8,9,74605,1542,1742,6.0,317657008,100335391,1000080085
0,1,31971,380,1275,6.0,154764319,93982869,175465095
1,2,36544,573,782,6.0,140899678,180199075,759238940
2,3,42164,971,134,6.0,152936781,88153289,168147971
3,4,30686,955,540,6.0,156810454,92778043,106882438
4,5,43577,1257,1008,6.0,164155555,176237528,759666681
5,6,56674,1564,1783,6.0,283381269,172566027,220638352
0,1,74628,139,1556,6.0,318286381,179609177,230322747
1,2,66612,384,451,6.0,272296900,180756897,219132252
2,3,38513,450,1830,6.0,133153518,68789912,99616076
3,4,47493,854,1195,6.0,163941429,300177205,1183552630
4,5,45148,993,768,6.0,142249619,90715732,156558722
5,6,40213,1188,1094,6.0,158033437,125939218,211537511
6,7,36746,1657,204,6.0,135862355,82037194,144872701
7,8,40944,1776,831,6.0,152557326,122239780,216281843
0,1,51752,551,1370,6.0,173753657,82719950,135231782
1,2,49031,584,433,6.0,145512070,117861278,268968938
2,3,43677,600,698,6.0,177984614,101030068,151018914
3,4,44231,872,1371,6.0,160083283,89739675,155811434
4,5,51062,1192,164,6.0,148927023,90037855,151997619
5,6,54522,1217,740,6.0,158948008,116827716,190176008
6,7,40677,1645,839,6.0,142140605,67099119,118188276
0,1,66480,268,559,6.0,340390008,122874321,143408591
1,2,38085,294,1441,6.0,158744238,98856319,181099690
2,3,108310,612,448,6.0,349125439,228875688,274364112
3,4,62297,1070,1900,6.0,191061256,363023473,1076354750
4,5,38150,1075,1355,6.0,157491718,124420489,149591834
5,6,44924,1147,427,6.0,144713555,144964952,803063390
6,7,45670,1632,852,6.0,153871798,93202358,179265833
7,8,41641,1809,322,6.0,141495681,147594468,217536561
0,1,50548,620,1064,6.0,160636379,92882397,148250332
1,2,53125,843,679,6.0,172285374,249369115,936841689
2,3,51022,961,1837,6.0,177396310,192037926,1017907643
3,4,59485,1046,126,6.0,161692506,187135920,1055245285
4,5,71037,1280,1403,6.0,300537239,152994355,221066912
5,6,56191,1398,716,6.0,166089609,59230792,404750926
6,7,33740,1643,99,6.0,74983860,53745796,110545053
7,8,41948,1708,483,6.0,133578054,355987986,851648214
0,1,34908,431,1702,6.0,160859930,88997547,150147775
1,2,82406,1059,1689,6.0,302813485,188749294,371965596
2,3,64348,1334,1719,6.0,177873783,251022178,1260124795
3,4,32346,1590,636,6.0,77686270,49815300,99457970
4,5,63457,1753,863,6.0,290776985,151187466,238028313
0,1,46624,400,736,6.0,132499466,111477746,222385808
1,2,56485,614,484,6.0,267732279,128744723,263718200
2,3,38589,753,159,6.0,114952365,59082136,88435084
3,4,44717,796,1805,6.0,143573358,360296299,1101298213
4,5,45561,1017,1114,6.0,151714918,93056943,174193915
5,6,43684,1451,1162,6.0,150098224,95188178,111012929
6,7,79042,1506,736,6.0,294052430,159979179,325173451
7,8,52831,1814,1754,6.0,155853038,95756078,190824649
8,9,34576,1950,1507,6.0,144056806,77675091,103005058
0,1,44883,251,95,6.0,161227416,80278870,127453278
1,2,53612,454,553,6.0,182457436,91746774,188302446
2,3,41880,421,907,6.0,172159273,105264412,166501620
3,4,52737,521,1847,6.0,179129650,95965548,238398386
4,5,50668,674,212,6.0,180690616,82538484,145206535
5,6,49578,1190,1882,6.0,175511420,239768152,1306228656
6,7,50666,1416,1551,6.0,164592633,103268880,178622791
7,8,46215,1611,307,6.0,127218244,86633073,105208512
8,9,45627,1798,903,6.0,168761606,267351226,990612801
0,1,25743,185,1400,6.0,142494876,25775383,43133639
1,2,51561,597,1255,6.0,279686613,163093401,209033706
2,3,49612,601,684,6.0,155578252,28618607,83284453
3,4,44600,880,526,6.0,160621135,101967993,146622261
4,5,43437,1121,659,6.0,174410975,89464860,132968821
5,6,26663,1067,94,6.0,142041294,58273332,63988666
6,7,43029,1166,1494,6.0,163515620,102716702,169817878
7,8,34543,1377,942,6.0,147693738,77723326,71015778
8,9,27907,1557,382,6.0,150078844,79777848,81288959
9,10,42307,1726,1588,6.0,315688613,114954620,97853919
10,11,36776,1908,715,6.0,137443628,84199698,132848643
11,12,35204,1984,1808,6.0,130988762,115584534,160269992
0,1,92291,286,887,6.0,375542121,74554598,409442884
1,2,40737,312,1156,6.0,170800316,106812502,141634072
2,3,41999,374,446,6.0,147483408,90408115,172634658
3,4,39850,637,163,6.0,151702505,98181850,118641417
4,5,37664,624,1551,6.0,183301535,116120301,195068040
5,6,37885,1051,1864,6.0,173968987,150988735,662885382
6,7,44077,1367,1114,6.0,193250159,139804047,231281304
7,8,36828,1466,621,6.0,181675230,80690628,138131653
8,9,47030,1511,1802,6.0,182574672,99410062,162639316
9,10,45895,1620,1395,6.0,178219803,111960182,143336705
10,11,28635,1942,1976,6.0,130975866,76989326,123183198
0,1,22880,344,72,6.0,122729595,43461711,60929308
1,2,30900,418,433,6.0,156447556,48393051,84212469
2,3,48707,568,620,6.0,202642937,103296258,266276731
3,4,46266,717,1939,6.0,172391547,91632547,173596554
4,5,34190,845,97,6.0,127564155,72929337,193621258
5,6,37314,1418,115,6.0,163850192,111755395,243252938
6,7,64486,1655,1072,6.0,389487811,227880099,234486449
7,8,53615,1739,1587,6.0,196162761,44837017,164125442
8,9,34947,1880,122,6.0,146421284,78399580,117323890
0,1,39696,148,1957,6.0,169996842,96727504,99697623
1,2,49469,454,1860,6.0,181754301,94123697,122157787
2,3,44874,519,578,6.0,150310022,323801539,1304334687
3,4,43514,882,311,6.0,106102565,69886909,150143246
4,5,52028,1151,1430,6.0,177534026,101400762,191400856
5,6,49528,1445,1196,6.0,169973111,119596689,239867405
6,7,44389,1920,451,6.0,150915906,94059423,172063780
0,1,50573,118,1193,6.0,178747946,90312700,190362961
1,2,43402,150,831,6.0,183738581,98549113,187223837
2,3,66926,326,171,6.0,342868952,211204667,154571119
3,4,47864,652,629,6.0,170829808,91268128,143266586
4,5,38226,658,89,6.0,157070903,93733447,200785013
5,6,41584,741,946,6.0,182745921,102403184,145797710
6,7,45273,834,1379,6.0,132440909,91254895,150549245
7,8,56836,903,242,6.0,161559548,91507294,216476995
8,9,41410,1017,1833,6.0,176423311,353667834,1137250607
9,10,38770,1566,382,6.0,165556802,114660364,383236299
10,11,48796,1633,1324,6.0,154617169,94106701,217000288
0,1,38945,261,1130,6.0,194232181,75701584,140694525
1,2,43851,442,624,6.0,171752849,29280134,148961089
2,3,46553,443,1902,6.0,195174590,138539332,200100085
3,4,38797,577,790,6.0,195044107,79820313,88654533
4,5,42563,555,1419,6.0,192489211,113710962,128706322
5,6,38577,740,186,6.0,156916309,99443664,133604621
6,7,43425,827,1784,6.0,203917910,132258586,173976506
7,8,59656,892,888,6.0,193629796,41049545,154397453
8,9,56571,1032,1581,6.0,220505008,98819101,180868684
9,10,35168,1127,677,6.0,187014784,84066477,141233980
10,11,51202,1375,1511,6.0,192489462,108274939,209110268
11,12,37253,1404,628,6.0,167949023,119463242,128022110
0,1,44208,384,630,6.0,180075450,27229166,99559481
1,2,47638,631,289,6.0,183166085,110857758,194956133
2,3,36367,810,101,6.0,132873501,59217272,106648266
3,4,66291,1033,1342,6.0,396581474,222527708,281356861
4,5,44763,1350,350,6.0,173571313,52520834,360551020
5,6,51703,1507,892,6.0,186619739,150932448,286785797
6,7,44558,1787,928,6.0,186221294,184789277,752069412
7,8,62386,1869,1511,6.0,213091151,55775111,223198939
8,9,44832,1894,602,6.0,168817591,133135625,228270897
9,10,25219,1974,1816,6.0,105839006,21399055,79940680
0,1,36671,318,1933,6.0,174103699,86493960,171187984
1,2,40084,331,689,6.0,152003946,88813913,139948486
2,3,46113,929,1444,6.0,174213992,107394083,129667324
3,4,45630,1118,706,6.0,188284225,91301129,141504224
4,5,54164,1410,1272,6.0,209258486,47598731,257429563
5,6,49559,1560,129,6.0,225356259,273472393,177432680
6,7,43102,1581,1926,6.0,192002629,27606311,88630689
7,8,39590,1915,278,6.0,159968198,101432159,177381668
0,1,74495,145,459,-1.0,444417997,264913763,84328794
1,2,39081,88,1773,-1.0,202310440,146697020,73430826
2,3,38579,192,74,-1.0,182840143,125046061,50299137
3,4,81073,1160,1925,-1.0,452231619,297887138,151558133
4,5,55259,1167,1387,-1.0,237542154,208768255,69525038
5,6,38313,1130,322,-1.0,191108250,131445562,55220458
6,7,32830,1382,350,-1.0,177842656,129339613,48729767
7,8,38423,1456,1664,-1.0,193118473,124857337,61026296
8,9,80005,1539,1128,-1.0,407292879,285774975,139893423
9,10,35962,1583,499,-1.0,182746752,120606742,49865615
10,11,33093,1850,787,-1.0,178781252,116740256,43459789
11,12,40115,1928,391,-1.0,159675324,124862023,62285724
12,13,33262,1950,1597,-1.0,170800075,124727881,48056663
0,1,28864,258,1961,-1.0,154302890,105003088,32805354
1,2,27161,284,1067,-1.0,178690110,97410991,37848312
2,3,27861,582,1440,-1.0,180034682,126009141,48725970
3,4,38597,734,881,-1.0,222603413,179143892,86040229
4,5,35912,1101,1840,-1.0,191065926,121336579,41956255
5,6,34250,1764,1588,-1.0,197874600,163333214,58698571
6,7,35999,1857,80,-1.0,167823477,125820690,57373887
7,8,27195,1972,740,-1.0,145461869,99800672,47227657
0,1,29327,71,821,-1.0,159143625,109135425,44554823
1,2,31526,165,467,-1.0,172234935,124095730,58157897
2,3,31333,267,1099,-1.0,195987778,103263227,47419956
3,4,40113,434,987,-1.0,207625659,122440904,48575711
4,5,45395,472,1359,-1.0,196061640,156140285,63576779
5,6,37107,710,619,-1.0,199375462,130687114,62517660
6,7,84950,1356,1356,-1.0,408378331,276745092,128735777
7,8,64425,1360,539,-1.0,392038083,220925150,91258443
8,9,44409,1326,957,-1.0,229091005,181790008,65119816
9,10,43960,1403,1585,-1.0,237184107,177511965,79290113
10,11,36990,1613,714,-1.0,228652579,136341670,62615219
11,12,35135,1826,1946,-1.0,182499464,143608497,71375177
0,1,42571,80,1692,-1.0,182589876,162300768,63508025
1,2,49660,297,1582,-1.0,196411000,156079352,78085559
2,3,35724,308,420,-1.0,174077032,132805148,45327418
3,4,38275,475,1210,-1.0,201605790,149634992,52949525
4,5,33404,1017,444,-1.0,184593145,114643315,59274532
5,6,95143,1096,1864,-1.0,706479783,517586385,166840202
0,1,38005,140,1952,-1.0,162328610,111208640,46991319
1,2,45302,341,1575,-1.0,210292332,130510210,91362470
2,3,31832,328,365,-1.0,166820611,87349442,32269698
3,4,36064,378,1381,-1.0,210145398,128350499,44421022
4,5,76249,574,1779,-1.0,590702924,198477701,110542506
5,6,44766,645,1002,-1.0,227087151,146829338,51740880
6,7,33157,668,542,-1.0,188827719,122791082,39706807
7,8,46391,854,1277,-1.0,233351437,179777100,59215300
8,9,46720,1108,1745,-1.0,194891688,197275169,71510515
9,10,48613,1180,693,-1.0,197780411,175982062,66341761
10,11,34507,1373,949,-1.0,198523723,144374540,48105582
11,12,38891,1402,1472,-1.0,204516691,151969034,64273646
12,13,32225,1572,80,-1.0,165763584,124377998,50481413
13,14,76587,1683,602,-1.0,364414415,261992501,136954090
14,15,73192,1690,1191,-1.0,426540433,327374865,116964676
0,1,37192,115,294,-1.0,181657700,118090859,52598000
1,2,48322,203,947,-1.0,227737413,156570375,69785959
2,3,32199,186,1675,-1.0,186500703,118390189,35313705
3,4,41365,292,1871,-1.0,188401732,161037024,75484480
4,5,67145,374,657,-1.0,346874825,287237815,111252728
5,6,40513,392,1198,-1.0,242289623,189631426,47135468
6,7,39028,439,973,-1.0,226783046,121224681,44765925
7,8,23492,454,270,-1.0,187749758,11121154,22918246
8,9,37868,898,1361,-1.0,211055070,151438578,52854838
9,10,44618,995,789,-1.0,214516697,140868839,79962127
10,11,44146,1253,966,-1.0,210392486,150865546,67226254
11,12,37991,1415,254,-1.0,201160619,151600029,41534167
12,13,34668,1493,1713,-1.0,191057628,122869903,52864296
13,14,114144,1868,1264,-1.0,736945559,552105563,168352226
14,15,33146,1954,1932,-1.0,129585057,105459842,43188462
0,1,30561,170,440,-1.0,115273743,102970109,49642807
1,2,73863,852,168,-1.0,296234561,218122154,112683500
2,3,45575,1046,1251,-1.0,214506535,173469837,64190510
3,4,42032,1076,1005,-1.0,197966844,143553984,51543282
4,5,33072,1044,1951,-1.0,170163151,102576394,47636515
5,6,61855,1303,1483,-1.0,420080784,298570798,102143429
6,7,33607,1345,1185,-1.0,195350444,127407357,46810728
7,8,38533,1618,881,-1.0,244389727,175418090,50388115
8,9,83941,1705,1728,-1.0,439410602,311454047,168819832
9,10,38843,1716,572,-1.0,174582084,142596672,60820611
10,11,49959,1818,87,-1.0,254748864,160361583,65618714
0,1,38345,215,1396,-1.0,187702828,143743233,54243118
1,2,38318,207,349,-1.0,193843398,120257761,47266061
2,3,39629,359,1253,-1.0,198546493,135111657,56888033
3,4,40911,474,239,-1.0,189160232,141210286,68488318
4,5,66961,557,1914,-1.0,394210130,267666974,90413733
5,6,35845,674,1383,-1.0,193480397,154733612,71978043
6,7,33413,731,1101,-1.0,187735779,122119982,55139322
7,8,44034,866,1577,-1.0,296202109,287685676,63803623
8,9,27351,894,186,-1.0,156020931,109023345,42182728
9,10,37747,1043,833,-1.0,184506638,136019334,60944234
10,11,35949,1149,1864,-1.0,191841086,149967829,59545506
11,12,30462,1267,1250,-1.0,172453317,145556434,46947593
12,13,24460,1318,1431,-1.0,189573280,52161178,36692837
13,14,57514,1466,106,-1.0,364550545,306198147,105042508
14,15,35817,1485,670,-1.0,168886006,121979669,71209368
15,16,23077,1479,1529,-1.0,170765376,56653122,36132433
16,17,37423,1627,1903,-1.0,175758352,140701516,55870674
17,18,30206,1777,623,-1.0,157638937,115698280,43435262
18,19,39970,1892,826,-1.0,176158897,176933177,67505351
19,20,23934,1925,276,-1.0,152940890,20471160,29260808
20,21,28163,1967,1707,-1.0,143057309,122176008,45434822
0,1,33574,120,1443,-1.0,165944071,103891518,36706982
1,2,33968,302,1820,-1.0,164930691,108661912,46908077
2,3,36346,391,1512,-1.0,176527039,131408647,51509170
3,4,43811,612,290,-1.0,214822166,190574092,75086811
4,5,51324,1203,1482,-1.0,286205389,234396662,85728943
5,6,39192,1221,369,-1.0,171984176,142975003,62865398
6,7,41275,1268,909,-1.0,179248821,154105669,60657233
7,8,70589,1347,132,-1.0,323884606,275193309,118829123
8,9,38570,1527,593,-1.0,155362722,124510841,50471350
9,10,33594,1960,649,-1.0,141286963,200173905,75684386
