,segm_cebp_imagename,day,area_nucleus,xcoord_nucleus,ycoord_nucleus,dapi_nucleus,cebp_nucleus,ppar_nucleus,count_heteroc,area_heteroc,dapi_heteroc,cebp_heteroc,ppar_heteroc,area_n_heteroc,dapi_n_heteroc,cebp_n_heteroc,ppar_n_heteroc,area_p3_heteroc,dapi_p3_heteroc,cebp_p3_heteroc,ppar_p3_heteroc,area_n_p3_heteroc,dapi_n_p3_heteroc,cebp_n_p3_heteroc,ppar_n_p3_heteroc,area_blob,count_blob,dapi_blob,cebp_blob,ppar_blob,area_n_blob,dapi_n_blob,cebp_n_blob,ppar_n_blob,area_p1_blob,dapi_p1_blob,cebp_p1_blob,ppar_p1_blob,area_n_p1_blob,dapi_n_p1_blob,cebp_n_p1_blob,ppar_n_p1_blob,area_p2_blob,dapi_p2_blob,cebp_p2_blob,ppar_p2_blob,area_n_p2_blob,dapi_n_p2_blob,cebp_n_p2_blob,ppar_n_p2_blob,area_p3_blob,dapi_p3_blob,cebp_p3_blob,ppar_p3_blob,area_n_p3_blob,dapi_n_p3_blob,cebp_n_p3_blob,ppar_n_p3_blob,area_p5_blob,dapi_p5_blob,cebp_p5_blob,ppar_p5_blob,area_n_p5_blob,dapi_n_p5_blob,cebp_n_p5_blob,ppar_n_p5_blob,area_p7_blob,dapi_p7_blob,cebp_p7_blob,ppar_p7_blob,area_n_p7_blob,dapi_n_p7_blob,cebp_n_p7_blob,ppar_n_p7_blob
82,stad3-29-xy4_cebp_segm_cell2.tif,0.0,68924,1664.131971446811,279.6154459984911,304637754,97917869,175481657,25,5089,35620381,6362938,10943150,63835.0,269017373.0,91554931.0,164538507.0,4089,22623885,5204672,9355919,59746.0,246393488.0,86350259.0,155182588.0,6188,44,25747464,19347680,18910752,62736.0,278890290.0,78570189.0,156570905.0,2206,9279266,5186268,6365421,60549.0,269654902.0,73420879.0,150242102.0,2344,9938371,4856679,6586967,58228.0,259769157.0,68607142.0,143698036.0,3026,12960110,5481644,8302012,55234.0,246880594.0,63180454.0,135453956.0,6477,28147487,9955223,17433973,48846.0,218924776.0,53351489.0,118174208.0,6074,26875967,8220077,15855734,42877.0,192261690.0,45250771.0,102497653.0
83,stad3-29-xy4_cebp_segm_cell3.tif,0.0,38055,388.1160688477204,280.44385757456314,144458141,48185992,59723007,26,3941,20592668,4397276,5792061,34114.0,123865473.0,43788716.0,53930946.0,3778,15920344,4360108,5698115,30442.0,108172485.0,39493609.0,48352147.0,3586,22,13597963,8643352,7038698,34469.0,130860178.0,39542640.0,52684309.0,1011,3944893,1944499,1887952,33458.0,126915285.0,37598141.0,50796357.0,1094,4317716,1948107,2024581,32364.0,122597569.0,35650034.0,48771776.0,1462,5805961,2418923,2618027,30902.0,116791608.0,33231111.0,46153749.0,3228,13067251,4805717,5545421,27674.0,103724357.0,28425394.0,40608328.0,3060,12595104,4099025,4991368,24614.0,91129253.0,24326369.0,35616960.0
84,stad3-29-xy4_cebp_segm_cell4.tif,0.0,34690,105.88792159123666,361.5145575093687,124538956,48487047,56853025,15,2051,11419674,3064882,3914799,32639.0,113119282.0,45422165.0,52938226.0,2086,9502828,3052709,3455261,30559.0,103630313.0,42373909.0,49489422.0,2678,19,9584726,7556931,5594951,32012.0,114954230.0,40930116.0,51258074.0,807,2917854,1846699,1569222,31205.0,112036376.0,39083417.0,49688852.0,879,3202866,1842194,1694730,30326.0,108833510.0,37241223.0,47994122.0,1166,4288843,2222518,2219917,29160.0,104544667.0,35018705.0,45774205.0,2601,9770855,4393947,4697033,26562.0,94780942.0,30629277.0,41083214.0,2537,9734073,3862729,4380055,24040.0,85081820.0,26787110.0,36734578.0
85,stad3-29-xy4_cebp_segm_cell5.tif,0.0,38132,849.4112294136158,456.7476397776146,159159310,51657377,51588111,8,1274,10432519,1720202,1937247,36858.0,148726791.0,49937175.0,49650864.0,1171,7909774,1550365,1680053,35687.0,140817017.0,48386810.0,47970811.0,3014,16,13167438,10736572,5679984,35118.0,145991872.0,40920805.0,45908127.0,836,3682744,2119386,1457670,34284.0,142313787.0,38805066.0,44452960.0,891,3950729,2015856,1477567,33398.0,138374636.0,36797298.0,42981263.0,1129,5028376,2266377,1776485,32277.0,133364281.0,34542304.0,41214055.0,2465,11073821,4225962,3665615,29839.0,122348423.0,30349411.0,37578667.0,2291,10340743,3384966,3246925,27601.0,112119695.0,27016269.0,34403995.0
86,stad3-29-xy4_cebp_segm_cell6.tif,0.0,32364,1964.9236497342727,735.3042887158571,147984406,63139791,61669235,7,720,5468173,1523297,1359918,31644.0,142516233.0,61616494.0,60309317.0,811,5181353,1708370,1449062,30833.0,137334880.0,59908124.0,58860255.0,1220,11,5733686,6099841,2728207,31144.0,142250720.0,57039950.0,58941028.0,417,2004413,1631847,881982,30727.0,140246307.0,55408103.0,58059046.0,456,2217514,1602598,942953,30271.0,138028793.0,53805505.0,57116093.0,611,2999752,1920104,1248428,29660.0,135029041.0,51885401.0,55867665.0,1391,6928034,3743593,2782431,28269.0,128101007.0,48141808.0,53085234.0,1423,7177972,3344123,2829204,26846.0,120923035.0,44797685.0,50256030.0
87,stad3-29-xy4_cebp_segm_cell7.tif,0.0,42103,1671.377882811201,1517.232952521198,211340862,146998101,69228326,15,1827,14923747,6329143,3018013,40276.0,196417115.0,140668958.0,66210313.0,1985,12978927,7155650,3351980,38291.0,183438188.0,133513308.0,62858333.0,3919,24,20999069,35826343,6957544,38184.0,190341793.0,111171758.0,62270782.0,1191,6433067,7817273,2153062,37014.0,183992495.0,103448078.0,60151082.0,1275,6929681,7389439,2325420,35766.0,177172458.0,96165574.0,57869234.0,1643,9016345,8438775,2997682,34163.0,168321439.0,87869467.0,54937522.0,3586,19846269,15853735,6494308,30683.0,148932519.0,72359425.0,48634616.0,3154,17443440,12025023,5554250,27649.0,132026405.0,60695294.0,43308596.0
88,stad3-29-xy4_cebp_segm_cell8.tif,0.0,42658,1554.4534436682452,1724.1138590651226,196343401,148309748,82411352,16,2597,20475532,8121091,5063722,40061.0,175867869.0,140188657.0,77347630.0,2394,14467678,7834659,4999060,37667.0,161400191.0,132353998.0,72348570.0,6341,36,28645663,50636048,14153232,36317.0,167697738.0,97673700.0,68258120.0,1938,8995530,9926634,4137227,34398.0,158778219.0,87841081.0,64150714.0,2047,9604437,8934435,4219807,32378.0,149282508.0,79041249.0,59973578.0,2614,12402106,9838828,5183038,29803.0,137040026.0,69388721.0,54854192.0,5285,25454196,16807179,10153773,24603.0,111942825.0,52920410.0,44844025.0,4410,21465934,12175896,8363946,20292.0,90903881.0,41032583.0,36651864.0
89,stad3-29-xy4_cebp_segm_cell9.tif,0.0,39144,925.4341406090333,1739.6252554669936,201572505,111670341,64127196,14,2522,23485346,6293572,4189094,36622.0,178087159.0,105376769.0,59938102.0,2112,14598122,5254687,3419872,34510.0,163489037.0,100122082.0,56518230.0,3374,25,16436664,26518334,6449154,35770.0,185135841.0,85152007.0,57678042.0,1113,5628895,5952909,2022814,34657.0,179506946.0,79199098.0,55655228.0,1190,6107266,5426387,2201056,33467.0,173399680.0,73772711.0,53454172.0,1533,8027431,5885991,2744276,31934.0,165372249.0,67886720.0,50709896.0,3228,17277932,10142234,5563804,28706.0,148094317.0,57744486.0,45146092.0,3052,16697242,8353496,5164823,25654.0,131397075.0,49390990.0,39981269.0
90,stad3-30-xy4_cebp_segm_cell1.tif,0.083,48276,141.1593545447013,110.30640483884332,153961728,188526504,86074960,8,1223,6013264,5283263,2042851,47053.0,147948464.0,183243241.0,84032109.0,1103,4860678,4758232,1877740,45950.0,143087786.0,178485009.0,82154369.0,2533,16,8084420,21160852,5250713,45743.0,145877308.0,167365652.0,80824247.0,756,2430439,5049602,1535266,44989.0,143450991.0,162323277.0,79292865.0,808,2606076,5050712,1609839,44188.0,140859294.0,157295381.0,77695267.0,1068,3456461,6200181,2092060,43133.0,137428866.0,151133279.0,75625818.0,2365,7723682,12529011,4618597,40804.0,129775541.0,138698162.0,71068392.0,2342,7707535,11408926,4548604,38506.0,122152404.0,127390230.0,66594214.0
91,stad3-30-xy4_cebp_segm_cell10.tif,0.083,45896,94.25562140491546,1076.0977645110686,182668616,219968331,80852396,21,3633,20933875,18184621,6255237,42263.0,161734741.0,201783710.0,74597159.0,3122,14915489,15791976,5536930,39141.0,146819252.0,185991734.0,69060229.0,5220,40,20835999,38781043,10274526,40676.0,161832617.0,181187288.0,70577870.0,1996,8086905,12395373,3751397,38680.0,153745712.0,168791915.0,66826473.0,2121,8623261,12408809,3910651,36559.0,145122451.0,156383106.0,62915822.0,2720,11090807,15057140,4919507,33839.0,134031644.0,141325966.0,57996315.0,5598,22910162,29099861,9876393,28245.0,111129425.0,112237779.0,48127482.0,4815,19813400,23836428,8402141,23450.0,91353971.0,88456013.0,39760928.0
92,stad3-30-xy4_cebp_segm_cell11.tif,0.083,34990,545.1894827093455,1143.3327522149186,129189589,156133717,58982185,9,1154,7807346,6860984,2019882,33836.0,121382243.0,149272733.0,56962303.0,1169,6530298,6377748,2048671,32667.0,114851945.0,142894985.0,54913632.0,2252,17,8814317,16322622,4187128,32738.0,120375272.0,139811095.0,54795057.0,695,2751494,4442704,1309091,32043.0,117623778.0,135368391.0,53485966.0,758,3012735,4649969,1425955,31285.0,114611043.0,130718422.0,52060011.0,1020,4058378,6028324,1920079,30265.0,110552665.0,124690098.0,50139932.0,2269,9097208,12720294,4283759,27996.0,101455457.0,111969804.0,45856173.0,2153,8694687,11414157,4054384,25843.0,92760770.0,100555647.0,41801789.0
93,stad3-30-xy4_cebp_segm_cell12.tif,0.083,47437,1217.768050256129,1415.9848641355904,169258504,248953690,89205124,16,3181,20835761,18761783,5516332,44256.0,148422743.0,230191907.0,83688792.0,2494,11125868,13014520,4469529,41762.0,137296875.0,217177387.0,79219263.0,3303,24,11319631,28814439,6811671,44134.0,157938873.0,220139251.0,82393453.0,1147,3997023,8359419,2325873,42987.0,153941850.0,211779832.0,80067580.0,1228,4334464,8406408,2467580,41759.0,149607386.0,203373424.0,77600000.0,1589,5679307,10259406,3198497,40170.0,143928079.0,193114018.0,74401503.0,3338,12184961,20044877,6653615,36832.0,131743118.0,173069141.0,67747888.0,3034,11278830,17245867,6033567,33798.0,120464288.0,155823274.0,61714321.0
94,stad3-30-xy4_cebp_segm_cell13.tif,0.083,32325,1816.511863882444,1443.422180974478,129612183,153478395,66731489,10,1655,11434947,7306416,3135908,30670.0,118177236.0,146171979.0,63595581.0,1409,7602455,6545999,2784335,29261.0,110574781.0,139625980.0,60811246.0,2222,19,8748438,21247608,5247286,30103.0,120863745.0,132230787.0,61484203.0,820,3259490,6496809,1888300,29283.0,117604255.0,125733978.0,59595903.0,884,3538689,6529239,2039646,28399.0,114065566.0,119204739.0,57556257.0,1160,4692989,8001788,2676528,27239.0,109372577.0,111202951.0,54879729.0,2448,10065844,15364428,5659377,24791.0,99306733.0,95838523.0,49220352.0,2175,9144571,12304786,5040159,22616.0,90162162.0,83533737.0,44180193.0
95,stad3-30-xy4_cebp_segm_cell14.tif,0.083,50853,1782.2632686370519,1693.3537451084499,145427113,246088400,102973493,24,3738,15942427,21494066,7242719,47115.0,129484686.0,224594334.0,95730774.0,3543,11950657,18467026,6721314,43596.0,117579590.0,206171582.0,89046702.0,4093,34,12180071,30708060,10376999,46760.0,133247042.0,215380340.0,92596494.0,1519,4511807,9786947,3461361,45267.0,128788490.0,205734453.0,89177673.0,1635,4835022,9946586,3703135,43664.0,124017893.0,195949595.0,85526243.0,2136,6257391,12311195,4776354,41577.0,117857258.0,183871255.0,80829767.0,4619,13406235,24905349,9946450,37077.0,104683555.0,159466486.0,71072136.0,4243,12164694,21471432,8750844,32987.0,92812769.0,138564103.0,62564865.0
96,stad3-30-xy4_cebp_segm_cell15.tif,0.083,29829,117.32723188843072,1963.1892788896712,107045706,127403078,45313435,10,1533,9264757,7557925,2332189,28296.0,97780949.0,119845153.0,42981246.0,1356,6690238,6625490,2115111,26940.0,91090711.0,113219663.0,40866135.0,1478,11,5236886,13088064,2509313,28351.0,101808820.0,114315014.0,42804122.0,502,1777393,3731769,848470,27857.0,100048087.0,110625709.0,41967918.0,539,1916848,3747546,922106,27327.0,98148609.0,106922565.0,41059734.0,694,2504551,4502847,1204288,26646.0,95668983.0,102478269.0,39875472.0,1499,5441821,8772215,2633871,25180.0,90289607.0,93830773.0,37293159.0,1457,5318705,7796238,2576197,23761.0,85038902.0,86154581.0,34782732.0
97,stad3-30-xy4_cebp_segm_cell2.tif,0.083,44238,1041.4662281296623,182.16056331660565,145559618,151927645,69618182,8,978,5551441,4074499,1495892,43260.0,140008177.0,147853146.0,68122290.0,998,4636414,4239606,1648055,42262.0,135371763.0,143613540.0,66474235.0,3275,22,11811252,22710950,5264021,40963.0,133748366.0,129216695.0,64354161.0,1139,4104157,6417047,1843671,39824.0,129644209.0,122799648.0,62510490.0,1213,4364399,6314250,1963281,38611.0,125279810.0,116485398.0,60547209.0,1531,5497229,7392060,2468197,37080.0,119782581.0,109093338.0,58079012.0,3280,11807025,14379910,5232941,33800.0,107975556.0,94713428.0,52846071.0,2936,10581582,11798768,4659867,30864.0,97393974.0,82914660.0,48186204.0
98,stad3-30-xy4_cebp_segm_cell3.tif,0.083,40655,503.97732136268604,203.69359242405608,146005139,196215561,70864588,11,1255,7613621,7269295,2198805,39400.0,138391518.0,188946266.0,68665783.0,1368,7036047,7912462,2438445,38032.0,131355471.0,181033804.0,66227338.0,3326,20,13193766,30501124,6216683,37329.0,132811373.0,165714437.0,64647905.0,1001,3979160,7514905,1877471,36328.0,128832213.0,158199532.0,62770434.0,1065,4255049,7486206,1994834,35263.0,124577164.0,150713326.0,60775600.0,1419,5671064,9381191,2681791,33844.0,118906100.0,141332135.0,58093809.0,2986,12043306,18175454,5665856,30858.0,106862794.0,123156681.0,52427953.0,2727,11034891,15413493,5069837,28131.0,95827903.0,107743188.0,47358116.0
99,stad3-30-xy4_cebp_segm_cell4.tif,0.083,41427,1577.0421222873972,190.19583846283825,141561923,173531008,62152187,15,2503,12784550,10888032,3706906,38924.0,128777373.0,162642976.0,58445281.0,2221,9219654,9926617,3316443,36714.0,119579478.0,152743527.0,55142946.0,2344,23,7995704,18730179,3707516,39083.0,133566219.0,154800829.0,58444671.0,824,2833192,5304502,1289017,38270.0,130755378.0,149554118.0,57172320.0,912,3144356,5430960,1422439,37372.0,127638920.0,144188025.0,55770830.0,1250,4322543,6893478,1945254,36144.0,123359678.0,137382841.0,53858590.0,2852,9889463,14323312,4400205,33345.0,113568146.0,123233233.0,49536350.0,2843,9845067,13237489,4367509,30574.0,103851666.0,110207785.0,45273889.0
100,stad3-30-xy4_cebp_segm_cell6.tif,0.083,40636,764.6749187912196,586.680160448863,156753443,239234059,82181352,14,1614,9872157,11484975,3194638,39022.0,146881286.0,227749084.0,78986714.0,1749,8775643,11780188,3551651,37273.0,138105643.0,215968896.0,75435063.0,1741,17,6761737,17493608,3771160,38895.0,149991706.0,221740451.0,78410192.0,630,2492018,5512338,1336909,38265.0,147499688.0,216228113.0,77073283.0,692,2760256,5746356,1461936,37573.0,144739432.0,210481757.0,75611347.0,943,3793848,7462899,1983380,36630.0,140945584.0,203018858.0,73627967.0,2145,8714886,15917106,4558999,34485.0,132230698.0,187101752.0,69068968.0,2150,8791832,15064471,4651421,32335.0,123438866.0,172037281.0,64417547.0
101,stad3-30-xy4_cebp_segm_cell7.tif,0.083,35685,932.1945635421046,905.8624351968614,152771051,165437099,59431959,12,1583,11245255,9711037,2721626,34102.0,141525796.0,155726062.0,56710333.0,1641,9852499,9877830,2884112,32461.0,131673297.0,145848232.0,53826221.0,1120,12,5951340,10657771,2181679,34565.0,146819711.0,154779328.0,57250280.0,408,2200661,3402163,784026,34157.0,144619050.0,151377165.0,56466254.0,447,2430447,3573004,853083,33710.0,142188603.0,147804161.0,55613171.0,597,3277891,4609470,1129987,33113.0,138910712.0,143194691.0,54483184.0,1276,7089390,9306691,2404488,31837.0,131821322.0,133888000.0,52078696.0,1177,6631582,8166168,2223876,30660.0,125189740.0,125721832.0,49854820.0
102,stad3-30-xy4_cebp_segm_cell8.tif,0.083,37916,1164.1776294967824,911.2902732355734,149036463,141630910,60851608,8,1504,11117347,5291009,2286788,36412.0,137919116.0,136339901.0,58564820.0,1235,7324170,4348758,1889980,35177.0,130594946.0,131991143.0,56674840.0,4852,32,18919547,30507968,8422075,33064.0,130116916.0,111122942.0,52429533.0,1771,6924441,8909674,2973301,31293.0,123192475.0,102213268.0,49456232.0,1854,7294329,8579749,3098715,29439.0,115898146.0,93633519.0,46357517.0,2357,9318353,10089818,3927575,27082.0,106579793.0,83543701.0,42429942.0,4574,18324557,17842003,7479782,22508.0,88255236.0,65701698.0,34950160.0,3753,15252083,13436124,6038245,18762.0,73017424.0,52277439.0,28922807.0
103,stad3-30-xy4_cebp_segm_cell9.tif,0.083,40290,1827.4601638123604,962.9017622238769,143808659,239254742,89140327,19,2178,11240934,12458979,4385331,38112.0,132567725.0,226795763.0,84754996.0,2478,11058140,14330325,5184056,35634.0,121509585.0,212465438.0,79570940.0,3811,25,13298400,38122364,9488536,36479.0,130510259.0,201132378.0,79651791.0,1318,4674686,10955131,3280246,35170.0,125853909.0,190230702.0,76387203.0,1394,4983941,10725990,3433466,33789.0,120895870.0,179575401.0,72976639.0,1798,6477931,12816065,4330120,32011.0,114456916.0,166860247.0,68681177.0,3843,13997332,25127369,8995227,28229.0,100576769.0,142011135.0,59790778.0,3380,12351394,20436499,7617811,24920.0,88355989.0,121865768.0,52293706.0
104,stad3-30-xy6_cebp_segm_cell1.tif,0.083,34999,1185.6042744078402,93.70782022343495,145282555,197417330,57605291,11,1566,9842255,9553357,2590652,33433.0,135440300.0,187863973.0,55014639.0,1542,8198763,9130399,2491558,31891.0,127241537.0,178733574.0,52523081.0,2413,15,10418715,26281699,4434622,32586.0,134863840.0,171135631.0,53170669.0,813,3545367,7170084,1441100,31773.0,131318473.0,163965547.0,51729569.0,863,3789020,7061261,1511711,30910.0,127529453.0,156904286.0,50217858.0,1106,4900017,8411457,1905610,29804.0,122629436.0,148492829.0,48312248.0,2393,10732767,16730225,4118751,27411.0,111896669.0,131762604.0,44193497.0,2346,10653858,15341633,4030429,25065.0,101242811.0,116420971.0,40163068.0
105,stad3-30-xy6_cebp_segm_cell10.tif,0.083,39397,448.0102545879128,1477.9794400588878,135538381,166795289,77249857,17,3269,16996915,15003973,6552603,36128.0,118541466.0,151791316.0,70697254.0,2628,10912229,12604869,5436909,33500.0,107629237.0,139186447.0,65260345.0,3368,20,12224710,31915299,7178357,36029.0,123313671.0,134879990.0,70071500.0,1080,3963654,7514352,2201706,34949.0,119350017.0,127365638.0,67869794.0,1140,4201473,7037007,2315604,33809.0,115148544.0,120328631.0,65554190.0,1435,5315587,7950826,2937858,32374.0,109832957.0,112377805.0,62616332.0,3120,11651958,15389510,6379997,29264.0,98202384.0,97010170.0,56254531.0,2954,11025803,13129119,5972608,26334.0,87225494.0,83926407.0,50322914.0
106,stad3-30-xy6_cebp_segm_cell11.tif,0.083,38975,1655.115869146889,1924.7538165490698,155610529,198693752,65314761,16,2702,15764398,14481724,4460285,36273.0,139846131.0,184212028.0,60854476.0,2856,14684171,15306180,4759473,33417.0,125161960.0,168905848.0,56095003.0,3119,25,12172803,29049036,5584839,35856.0,143437726.0,169644716.0,59729922.0,1138,4527902,8553354,1989709,34718.0,138909824.0,161091362.0,57740213.0,1229,4924125,8464594,2131475,33489.0,133985699.0,152626768.0,55608738.0,1629,6575626,10310661,2785584,31860.0,127410073.0,142316107.0,52823154.0,3563,14533830,20365341,6032192,28310.0,112903519.0,121992297.0,46811274.0,3466,14218089,18399716,5814099,24887.0,98770557.0,103721993.0,41066169.0
107,stad3-30-xy6_cebp_segm_cell2.tif,0.083,39030,708.3176787086857,408.4985139636177,141858477,196721872,89769172,11,1821,11769790,10251544,4125965,37209.0,130088687.0,186470328.0,85643207.0,1577,7794983,8604489,3696311,35632.0,122293704.0,177865839.0,81946896.0,2754,20,10144171,28207112,7993195,36276.0,131714306.0,168514760.0,81775977.0,906,3386086,7516151,2596223,35370.0,128328220.0,160998609.0,79179754.0,976,3668606,7533036,2751180,34394.0,124659614.0,153465573.0,76428574.0,1297,4925671,9336342,3588614,33097.0,119733943.0,144129231.0,72839960.0,2818,10857706,18551669,7724941,30279.0,108876237.0,125577562.0,65115019.0,2635,10333384,15981416,6923698,27644.0,98542853.0,109596146.0,58191321.0
108,stad3-30-xy6_cebp_segm_cell3.tif,0.083,44818,1524.1992503012182,470.8874559328841,210532610,222165704,73752773,16,2108,17919243,9646820,3424536,42710.0,192613367.0,212518884.0,70328237.0,2154,15027153,11486880,3594859,40556.0,177586214.0,201032004.0,66733378.0,4606,30,20930528,42885742,8305439,40212.0,189602082.0,179279962.0,65447334.0,1484,6890411,11301335,2636958,38728.0,182711671.0,167978627.0,62810376.0,1579,7399658,11206538,2770094,37149.0,175312013.0,156772089.0,60040282.0,1998,9425023,13257062,3456701,35151.0,165886990.0,143515027.0,56583581.0,4274,20347468,26036743,7258936,30881.0,145547974.0,117490589.0,49330625.0,3869,18575218,22023827,6483607,27041.0,127031715.0,95548962.0,42890393.0
109,stad3-30-xy6_cebp_segm_cell4.tif,0.083,27159,91.15759048565853,576.1528774991715,104240626,133714442,44639822,7,1594,10446628,8112975,2435030,25565.0,93793998.0,125601467.0,42204792.0,1153,6028638,5770371,1897807,24412.0,87765360.0,119831096.0,40306985.0,2108,14,7977927,19300237,3830460,25051.0,96262699.0,114414205.0,40809362.0,606,2332710,4526147,1084266,24445.0,93929989.0,109888058.0,39725096.0,656,2543518,4601400,1172431,23789.0,91386471.0,105286658.0,38552665.0,860,3361536,5653289,1521532,22929.0,88024935.0,99633369.0,37031133.0,1921,7598212,11676814,3362197,21008.0,80426723.0,87956555.0,33668936.0,1700,6834034,9511136,2911034,19308.0,73592689.0,78445419.0,30757902.0
110,stad3-30-xy6_cebp_segm_cell5.tif,0.083,36986,308.5675661060942,700.1272914075596,126374890,140330733,59700013,11,1958,10828125,8145730,3000623,35028.0,115546765.0,132185003.0,56699390.0,1664,7626009,6911269,2669039,33364.0,107920756.0,125273734.0,54030351.0,2110,17,7483166,14873000,3787106,34876.0,118891724.0,125457733.0,55912907.0,735,2651963,4164704,1250134,34141.0,116239761.0,121293029.0,54662773.0,798,2909547,4186289,1343246,33343.0,113330214.0,117106740.0,53319527.0,1056,3886061,5155465,1772721,32287.0,109444153.0,111951275.0,51546806.0,2368,8825716,10618746,3947994,29919.0,100618437.0,101332529.0,47598812.0,2305,8715932,9640979,3790455,27614.0,91902505.0,91691550.0,43808357.0
111,stad3-30-xy6_cebp_segm_cell6.tif,0.083,36902,1085.077014795946,913.1010243347245,149399889,223576489,66604225,17,2360,15164351,15442552,4363875,34542.0,134235538.0,208133937.0,62240350.0,2505,13454698,16202657,4680955,32037.0,120780840.0,191931280.0,57559395.0,3716,27,14137302,38100123,7226532,33186.0,135262587.0,185476366.0,59377693.0,1296,4953126,10529631,2528637,31890.0,130309461.0,174946735.0,56849056.0,1392,5364706,10413308,2698139,30498.0,124944755.0,164533427.0,54150917.0,1798,6970133,12468571,3400741,28705.0,117984801.0,152079253.0,50758386.0,3876,15217421,24427477,7134489,24871.0,102850504.0,127767006.0,43693166.0,3582,14251027,20753699,6469971,21377.0,88769986.0,107232159.0,37367724.0
112,stad3-30-xy6_cebp_segm_cell7.tif,0.083,37067,193.3792052229746,1133.729975449861,126771484,171903097,64517079,10,2166,12074632,10995596,3818059,34901.0,114696852.0,160907501.0,60699020.0,1655,7387016,8127606,2987564,33246.0,107309836.0,152779895.0,57711456.0,1874,16,6510656,16582584,3546623,35193.0,120260828.0,155320513.0,60970456.0,704,2473174,5206887,1329786,34489.0,117787654.0,150113626.0,59640670.0,756,2669558,5189424,1415294,33737.0,115126407.0,144939534.0,58230706.0,989,3515732,6313698,1848760,32758.0,111631533.0,138660745.0,56395331.0,2197,7868072,12757246,4101166,30589.0,103821120.0,125989661.0,52332631.0,2152,7783700,11602702,3929091,28474.0,96111410.0,114487069.0,48454456.0
113,stad3-30-xy6_cebp_segm_cell8.tif,0.083,42982,1815.7513843004049,1128.0651202829092,167110012,152942154,76094580,22,3382,20890852,10487420,5861251,39600.0,146219160.0,142454734.0,70233329.0,3116,14688638,9823254,5369927,36484.0,131530522.0,132631480.0,64863402.0,3901,28,15194769,28706106,7648594,39081.0,151915243.0,124236048.0,68445986.0,1335,5288009,7650421,2619958,37746.0,146627234.0,116585627.0,65826028.0,1435,5733115,7446722,2790153,36311.0,140894119.0,109138905.0,63035875.0,1847,7441451,8714666,3540923,34464.0,133452668.0,100424239.0,59494952.0,3858,15742267,15953180,7146572,30606.0,117710401.0,84471059.0,52348380.0,3497,14343041,13011263,6274274,27109.0,103367360.0,71459796.0,46074106.0
114,stad3-30-xy6_cebp_segm_cell9.tif,0.083,33957,1742.0768030155784,1458.279736136879,156313390,146744241,59861242,8,1358,10619479,5738096,2220322,32599.0,145693911.0,141006145.0,57640920.0,1170,7350742,4885834,1975337,31429.0,138343169.0,136120311.0,55665583.0,3592,24,18057471,29238375,6853253,30365.0,138255919.0,117505866.0,53007989.0,1097,5557131,7015188,2064558,29268.0,132698788.0,110490678.0,50943431.0,1184,6043020,7044894,2209915,28084.0,126655768.0,103445784.0,48733516.0,1554,8010200,8631305,2874316,26530.0,118645568.0,94814479.0,45859200.0,3199,16627001,16240137,5837296,23331.0,102018567.0,78574342.0,40021904.0,2706,14123584,12728545,4902337,20625.0,87894983.0,65845797.0,35119567.0
115,stad3-31-xy3_cebp_segm_cell1.tif,0.083,89010,772.1900011234693,175.4335018537243,363432577,428038884,152669972,28,6283,37943335,29256497,10282097,82727.0,325489242.0,398782387.0,142387875.0,4788,23617720,22480695,8148962,77946.0,301886933.0,376318481.0,134247433.0,2752,19,10781294,22170328,5086320,86258.0,352651283.0,405868556.0,147583652.0,796,3116460,5722252,1466708,85462.0,349534823.0,400146304.0,146116944.0,868,3413990,6036903,1603850,84594.0,346120833.0,394109401.0,144513094.0,1159,4586890,7789757,2154137,83435.0,341533943.0,386319644.0,142358957.0,2637,10549492,16779023,4886348,80798.0,330984451.0,369540621.0,137472609.0,2669,10787647,16074086,4916790,78129.0,320196804.0,353466535.0,132555819.0
116,stad3-31-xy3_cebp_segm_cell2.tif,0.083,39659,118.69086462089311,244.5632012910058,152044410,188935877,59551346,9,1483,9364036,7489329,2187121,38176.0,142680374.0,181446548.0,57364225.0,1279,6709870,6370633,1901836,36897.0,135970504.0,175075915.0,55462389.0,560,3,2150489,5074733,968163,39099.0,149893921.0,183861144.0,58583183.0,136,541594,1146383,230181,38963.0,149352327.0,182714761.0,58353002.0,144,581055,1177444,240338,38819.0,148771272.0,181537317.0,58112664.0,183,746000,1438455,305231,38636.0,148025272.0,180098862.0,57807433.0,400,1669893,2985682,670689,38236.0,146355379.0,177113180.0,57136744.0,387,1648347,2721742,640215,37849.0,144707032.0,174391438.0,56496529.0
117,stad3-31-xy3_cebp_segm_cell3.tif,0.083,58274,1475.676476644816,549.9920719360264,264867522,397813117,91921260,7,1164,8333857,9539752,1764932,57110.0,256533665.0,388273365.0,90156328.0,996,5925007,7628913,1536819,56114.0,250608658.0,380644452.0,88619509.0,1223,14,6053491,13801597,2067130,57051.0,258814031.0,384011520.0,89854130.0,435,2174327,4370659,736748,56616.0,256639704.0,379640861.0,89117382.0,487,2442102,4672577,826084,56129.0,254197602.0,374968284.0,88291298.0,684,3431107,6277012,1166462,55445.0,250766495.0,368691272.0,87124836.0,1585,8000072,13689391,2675510,53860.0,242766423.0,355001881.0,84449326.0,1630,8263088,13408355,2713276,52230.0,234503335.0,341593526.0,81736050.0
